word	Sundanese-su	emotion	emotion-intensity-score
prosecution	gugatan	disgust	0.406
failure	kagagalan	disgust	0.398
loon	loon	disgust	0.398
lick	ngaletak	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigor	disgust	0.398
unruly	unruly	disgust	0.398
paucity	paucity	disgust	0.398
unnatural	teu wajar	disgust	0.398
averse	averse	disgust	0.398
senseless	boloho	disgust	0.398
worsening	worsening	disgust	0.398
disdain	disdain	disgust	0.398
woe	woe	disgust	0.398
woefully	woefully	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	pelit	disgust	0.398
crushing	crushing	disgust	0.398
insult	ngahina	disgust	0.393
damage	karuksakan	disgust	0.391
hardened	hardened	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	hukuman	disgust	0.391
bad	awon	disgust	0.391
punished	dihukum	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	ngaluarkeun	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	kalajengking	disgust	0.391
sacrifices	kurban	disgust	0.383
plagiarism	plagiat	disgust	0.383
hypocritical	munafik	disgust	0.383
divorce	pipisahan	disgust	0.383
presumptuous	presumptuous	disgust	0.383
discord	discord	disgust	0.383
fugitive	buronan	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	kumuh	disgust	0.383
orc	orc	disgust	0.383
adder	panambah	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	teu asup kaakal	disgust	0.383
disappoint	nguciwakeun	disgust	0.383
illiterate	teu bisa maca jeung nulis	disgust	0.383
lament	lament	disgust	0.383
eviction	nundung	disgust	0.383
teeming	teeming	disgust	0.383
guilt	kasalahan	disgust	0.383
misconduct	kalakuan nu jahat	disgust	0.375
blame	ngalepatkeun	disgust	0.375
alienation	tempat keur ngasingkeun	disgust	0.375
depressing	neken	disgust	0.375
irritating	irritating	disgust	0.375
plight	plight	disgust	0.375
unworthy	unworthy	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	iritasi	disgust	0.375
defective	cacad	disgust	0.375
shock	reuwas	disgust	0.375
hoax	wadul	disgust	0.367
coerce	maksa	disgust	0.367
revoke	nyabut	disgust	0.367
stripped	dilucuti	disgust	0.367
exclusion	pangaluaran	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	disillusionment	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	teu damang	disgust	0.367
toad	bangkong	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	vainly	disgust	0.367
powerless	teu aya kakuatanana	disgust	0.367
cad	CAD	disgust	0.367
hurtful	nyeri pisan	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	babahaan	disgust	0.359
incompatible	teu sauyunan	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	dispose	disgust	0.359
disobedience	hal nu henteu patuh	disgust	0.359
damn	Bangsat	disgust	0.359
bug	hama	disgust	0.359
deserted	deserted	disgust	0.359
litigate	ngadawa	disgust	0.352
ridiculous	teu asup kaakal	disgust	0.352
compost	kompos	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	sensor	disgust	0.352
uncertain	asa-asa	disgust	0.352
lawyer	pengacara	disgust	0.352
flinch	flinch	disgust	0.352
flesh	daging	disgust	0.352
crushed	ditumbuk	disgust	0.352
displeased	displeased	disgust	0.352
inept	inept	disgust	0.352
wrongful	salah	disgust	0.352
cutting	motong	disgust	0.352
fierce	galak	disgust	0.352
misbehavior	misbehavior	disgust	0.352
frustrate	ngagagalkeun	disgust	0.352
dismissal	bubaran	disgust	0.352
disapprove	nyempad	disgust	0.344
depreciate	depreciate	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	gagabah	disgust	0.336
unsettled	unsettled	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	discoloration	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	teu percaya	disgust	0.336
annoy	ngaganggu	disgust	0.336
lawsuit	ngeunaan hukum	disgust	0.336
discontent	discontent	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	heartsick	disgust	0.336
disliked	disliked	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	disallowed	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	unsatisfactory	disgust	0.328
whine	ngarenghik	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	instability	disgust	0.328
provoking	provoking	disgust	0.328
disappointed	kuciwa	disgust	0.328
inhibit	ngahambat	disgust	0.328
sly	bulit	disgust	0.328
grievance	humandeu	disgust	0.328
materialist	materialis	disgust	0.328
excluded	kaasup	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	nyasabkeun	disgust	0.321
disclaim	disclaim	disgust	0.320
rags	rags	disgust	0.320
soot	silalatu	disgust	0.320
disservice	disservice	disgust	0.320
unequal	unequal	disgust	0.320
humbug	humbug	disgust	0.320
reproach	reproach	disgust	0.320
confined	dipasrahkeun	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	gangguan	disgust	0.320
mishap	mishap	disgust	0.320
groan	humarurung	disgust	0.320
soil	taneuh	disgust	0.312
depreciated	depreciated	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	pantes	disgust	0.312
inconsiderate	teu merhatikeun	disgust	0.312
burke	Burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	beresin	disgust	0.312
stomach	beuteung	disgust	0.312
criticize	nyempad	disgust	0.312
theism	theism	disgust	0.312
disparity	disparity	disgust	0.305
gall	hampru	disgust	0.305
latent	laten	disgust	0.305
grumpy	babari ambek	disgust	0.305
bang	bang	disgust	0.305
inadmissible	inadmissible	disgust	0.305
unfriendly	teu marahmay	disgust	0.305
shack	shack	disgust	0.305
disliking	disliking	disgust	0.305
unaccountable	unaccountable	disgust	0.305
coop	coop	disgust	0.304
scold	nyentak	disgust	0.297
growling	growling	disgust	0.297
lonely	sorangan	disgust	0.297
delay	nunda	disgust	0.297
congress	konggres	disgust	0.297
disregarded	disregarded	disgust	0.297
disappointment	kuciwaan	disgust	0.297
backwards	tibalik	disgust	0.297
soreness	soreness	disgust	0.297
rogue	rogue	disgust	0.297
infamous	goreng ngarana	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	notoriety	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	nettle	disgust	0.289
janitor	panjaga	disgust	0.289
saturated	jenuh	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	dilarang	disgust	0.281
remiss	remiss	disgust	0.281
unfair	teu adil	disgust	0.281
desist	desist	disgust	0.281
wince	wince	disgust	0.281
aftermath	ceurik getih	disgust	0.281
huff	Huff	disgust	0.273
discolored	discolored	disgust	0.273
uneasy	hariwang	disgust	0.273
wrangling	wrangling	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	aneh	disgust	0.266
bureaucrat	birokrat	disgust	0.266
coldness	coldness	disgust	0.266
impolite	henteu sopan	disgust	0.266
politic	politic	disgust	0.266
unsatisfied	unsatisfied	disgust	0.266
swig	swig	disgust	0.266
inefficiency	inefficiency	disgust	0.266
frantic	frantic	disgust	0.266
crawl	ngorondang	disgust	0.266
instinctive	nurut naluri	disgust	0.258
barrow	Barrow	disgust	0.258
incase	jaga-jaga	disgust	0.258
octopus	gurita	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	kereng	disgust	0.258
misconception	misconception	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	babun	disgust	0.250
disinclined	disinclined	disgust	0.250
lose	kawon	disgust	0.250
john	john	disgust	0.250
cupping	Bekam	disgust	0.250
rook	Pleng	disgust	0.242
gratuitous	gratuitous	disgust	0.242
entangled	entangled	disgust	0.242
opponent	musuh	disgust	0.242
tariff	tarip	disgust	0.242
scrub	ngagosok	disgust	0.242
resign	eureun	disgust	0.234
prolong	manjangkeun	disgust	0.234
backwardness	backwardness	disgust	0.234
reluctance	kahoream	disgust	0.234
questionable	dicangcaya	disgust	0.234
lagging	katinggaleun	disgust	0.234
unlucky	apes	disgust	0.234
misstatement	misstatement	disgust	0.234
reversal	ngabalikeun	disgust	0.227
disqualified	disqualified	disgust	0.227
subsidy	bantuan	disgust	0.227
ineffectual	ineffectual	disgust	0.227
fussy	hésé	disgust	0.227
unpopular	unpopular	disgust	0.227
default	standar	disgust	0.227
intense	hebat	disgust	0.219
dame	Dame	disgust	0.219
evade	nyinkahkeun	disgust	0.219
petroleum	minyak bumi	disgust	0.219
weight	beurat	disgust	0.219
frowning	frowning	disgust	0.219
actionable	actionable	disgust	0.211
tawny	tawny	disgust	0.211
donkey	kalde	disgust	0.211
unhappy	teu bagja	disgust	0.211
indifference	indifference	disgust	0.203
rave	rave	disgust	0.203
birch	Birch	disgust	0.203
hood	kap	disgust	0.203
desert	ninggalkeun	disgust	0.203
owing	owing	disgust	0.203
gnome	GNOME	disgust	0.203
awkwardness	awkwardness	disgust	0.203
inconvenient	teu pikaresepeun	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	fleece	disgust	0.195
howl	babaung	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	Airs	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	moral	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	selebritis	disgust	0.188
avoid	nyingkahan	disgust	0.188
stalemate	stalemate	disgust	0.188
lush	subur	disgust	0.188
gent	gent	disgust	0.188
lesser	Lesser	disgust	0.188
sunk	sunk	disgust	0.180
nose	irung	disgust	0.180
claimant	nu ngagugat	disgust	0.180
laughable	pikaseurieun	disgust	0.180
possession	boga	disgust	0.180
larger	badag	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	sahuap	disgust	0.164
thrift	thrift	disgust	0.164
pregnancy	reuneuh	disgust	0.164
undoubted	undoubted	disgust	0.164
clamor	clamor	disgust	0.156
misplace	nyelap	disgust	0.156
sentence	hukuman	disgust	0.156
parrot	manuk beo	disgust	0.156
obliging	obliging	disgust	0.156
nameless	nameless	disgust	0.148
bummer	bummer	disgust	0.148
feeling	rarasaan	disgust	0.141
elf	elf	disgust	0.141
excellence	kaunggulan	disgust	0.141
turn	giliran	disgust	0.133
gray	Abu	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	karagok	disgust	0.133
stall	kandang	disgust	0.133
bran	bran	disgust	0.125
finally	tungtungna	disgust	0.125
lord	raja	disgust	0.125
boy	budak lalaki	disgust	0.117
cove	Bucht	disgust	0.117
nurture	nurture	disgust	0.117
savor	savor	disgust	0.117
lemon	Lémon	disgust	0.109
winning	meunang	disgust	0.109
powerful	kawasa	disgust	0.102
glitter	glitter	disgust	0.094
interior	hal parabot hiasan di jero	disgust	0.086
mind	pikiran	disgust	0.086
treat	nganggap	disgust	0.078
interested	kabetot	disgust	0.078
abundance	kaayaan luber	disgust	0.078
honest	jujur	disgust	0.055
kite	langlayangan	disgust	0.055
humble	sederhana	disgust	0.047
tree	tangkal	disgust	0.039
torture	milaraan	fear	0.984
terrorist	teroris	fear	0.972
horrific	horrific	fear	0.969
terrorism	terorisme	fear	0.969
terrorists	teroris	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	maehan	fear	0.962
homicidal	homicidal	fear	0.959
annihilate	ngahancurkeun	fear	0.953
terror	teror	fear	0.953
murderer	murderer	fear	0.953
catastrophe	bencana	fear	0.953
dying	dying	fear	0.948
war	perang	fear	0.942
bombing	nu ngabom	fear	0.938
bomb	bom	fear	0.935
missiles	misil	fear	0.934
horror	kaayaan sieun	fear	0.923
brutality	kakejaman	fear	0.922
bloodthirsty	bloodthirsty	fear	0.922
terrorize	ngancam	fear	0.922
horrified	horrified	fear	0.922
murderous	murderous	fear	0.920
massacre	mateni kalawan kejem	fear	0.911
assassinate	maehan	fear	0.906
horrifying	horrifying	fear	0.906
fatality	fatality	fear	0.906
murder	rajapati	fear	0.906
mutilation	mutilation	fear	0.906
terrifying	pikasieuneun	fear	0.906
devastation	devastation	fear	0.906
holocaust	Holocaust	fear	0.906
horrors	horrors	fear	0.906
killing	pembunuhan	fear	0.906
demon	setan	fear	0.906
terrified	terrified	fear	0.906
suicidal	suicidal	fear	0.898
kidnap	nyulik	fear	0.891
slaughter	meuncit	fear	0.891
assault	narajang	fear	0.891
crucifixion	Crucifixion	fear	0.891
doomed	doomed	fear	0.888
poisoned	diracun	fear	0.886
suicide	maehan maneh	fear	0.879
explosion	bitu	fear	0.879
dismemberment	dismemberment	fear	0.875
slaughtering	slaughtering	fear	0.875
disastrous	anu mawa musibah	fear	0.875
deadly	ampuh	fear	0.875
annihilation	cara ngaremukan	fear	0.875
disaster	bencana	fear	0.875
threatening	ngancam	fear	0.875
suffocation	kakurangan napas	fear	0.875
assassin	jelema nu maehan	fear	0.875
savagery	savagery	fear	0.875
rape	maksa mirusa	fear	0.870
hell	naraka	fear	0.860
anthrax	anthrax	fear	0.859
explosive	bitu	fear	0.859
warfare	perang	fear	0.859
paralyzed	lumpuh	fear	0.859
molestation	molestation	fear	0.859
homicide	rajapati	fear	0.859
barbaric	primitip	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	peril	fear	0.859
demonic	demonic	fear	0.859
bloodshed	banjir getih	fear	0.859
annihilated	annihilated	fear	0.859
attacking	narajang	fear	0.859
dread	dread	fear	0.859
slaughterhouse	slaughterhouse	fear	0.859
tragedy	kajadian nu pinalangsaeun teuing	fear	0.859
guillotine	guillotine	fear	0.859
executioner	algojo	fear	0.859
suffocating	suffocating	fear	0.858
treachery	treachery	fear	0.856
fright	kaayaan sieun	fear	0.853
traumatic	traumatis	fear	0.844
afraid	sieun	fear	0.844
morgue	morgue	fear	0.844
drown	ngalelepkeun	fear	0.844
destroying	ngaruksak	fear	0.844
painful	nganyenyerikeun	fear	0.844
frightened	mamang	fear	0.844
monster	monster	fear	0.844
slayer	sina	fear	0.844
abomination	abomination	fear	0.844
execution	eksekusi	fear	0.844
scariest	scariest	fear	0.844
bombardment	bombardment	fear	0.844
vengeance	pamales kanyeri	fear	0.844
panicked	panik	fear	0.844
frightening	frightening	fear	0.844
scare	nyingsieunan	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	petrified	fear	0.844
death	tilar dunya	fear	0.843
chaos	kakariweuhan	fear	0.839
ghastly	ghastly	fear	0.836
evil	jahat	fear	0.833
gunmen	gerilyawan	fear	0.828
fear	sieun	fear	0.828
doom	doom	fear	0.828
intruder	jelema nu ngacow	fear	0.828
cancer	kangker	fear	0.828
grenade	granat	fear	0.828
assassination	rajapati	fear	0.828
fatal	nasibna geus teu bisa dirobah	fear	0.828
nightmare	goreng ngimpina	fear	0.828
explode	ngabitukeun	fear	0.828
kidnapped	diculik	fear	0.828
eradication	ngabasmi	fear	0.828
hellish	hellish	fear	0.828
paralyze	ngalumpuhkeun	fear	0.828
trauma	trauma	fear	0.828
doomsday	kiamat	fear	0.828
violently	rongkah	fear	0.828
manslaughter	rajapati	fear	0.828
devil	setan	fear	0.828
frighten	nyingsieunan	fear	0.828
brutal	kejam	fear	0.828
morbidity	morbidity	fear	0.820
crippling	crippling	fear	0.817
savage	telenges	fear	0.814
crushed	ditumbuk	fear	0.812
violence	dipaksaan	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	frightful	fear	0.812
suffering	nalangsara	fear	0.812
shooting	shooting	fear	0.812
earthquake	lindu	fear	0.812
destructive	destructive	fear	0.812
violent	telenges	fear	0.812
poisonous	aya racuna	fear	0.812
quake	gempa	fear	0.812
damnation	damnation	fear	0.812
aggressor	nu merangan	fear	0.812
imprisoned	dipenjara	fear	0.811
hurricane	angin ribut	fear	0.811
exterminate	ngabasmi	fear	0.810
fearing	fearing	fear	0.808
hemorrhage	hemorrhage	fear	0.807
lethal	ampuh	fear	0.806
torment	milaraan	fear	0.806
venom	venom	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	Bahaya	fear	0.802
snakes	oray	fear	0.802
exorcism	exorcism	fear	0.800
obliterated	robah dina jangka	fear	0.800
robbery	rampogan	fear	0.800
terrifies	terrifies	fear	0.798
cyanide	sianida	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	cruelty	fear	0.797
monstrosity	monstrosity	fear	0.797
attack	panarajang	fear	0.797
extermination	ngaleungitkeun	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortality	fear	0.797
destruction	karuksakan	fear	0.797
poison	racun	fear	0.797
harmful	picilakaeun	fear	0.797
persecution	milaraan	fear	0.797
bombers	bom	fear	0.797
incurable	teu bisa jadi cageur	fear	0.797
hysteria	sarapna kaganggu	fear	0.797
dreadfully	dreadfully	fear	0.796
arson	pameuleuman imah	fear	0.794
devastate	ngahancurkeun	fear	0.792
tyrant	mairan	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	binasa	fear	0.784
feared	takwa	fear	0.782
maniac	maniac	fear	0.781
enslaved	enslaved	fear	0.781
rampage	rampage	fear	0.781
screaming	screaming	fear	0.781
venomous	venomous	fear	0.781
warlike	warlike	fear	0.781
lifeless	teu nyawaan	fear	0.781
bloody	getihan	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	oray	fear	0.776
epidemic	pagebug	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obliterate	fear	0.766
shipwreck	shipwreck	fear	0.766
crisis	ngabahayakeun	fear	0.766
criminal	perkara kajahatan	fear	0.766
invade	narajang	fear	0.766
riot	nyieun onar	fear	0.766
fearful	fearful	fear	0.766
reprisal	pamalesan kanyeri	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	nu narajang	fear	0.766
dangerously	pibahyaeun	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	nu ngalanggaran	fear	0.766
inferno	inferno	fear	0.766
leprosy	kusta	fear	0.766
jihad	jihad	fear	0.766
scary	sieun	fear	0.766
hazardous	picilakaeun	fear	0.766
detonate	ngabitukeun	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	nightmares	fear	0.759
ghostly	ghostly	fear	0.754
destroyed	ancur	fear	0.754
anarchy	tanpa aturan	fear	0.750
panic	bingung	fear	0.750
dreadful	dreadful	fear	0.750
riotous	riotous	fear	0.750
dangerous	picilakaeun	fear	0.750
projectiles	projectiles	fear	0.750
strangle	nyekek	fear	0.750
hurricanes	hurricanes	fear	0.750
anarchist	anarkis	fear	0.750
mortuary	kamar mayit	fear	0.750
wrenching	wrenching	fear	0.750
destroyer	kapal keur ngahancurkeun musuh	fear	0.750
tyranny	tirani	fear	0.750
ptsd	ptsd	fear	0.750
hazard	bahya	fear	0.750
tragedies	tragedies	fear	0.750
slavery	perbudakan	fear	0.750
treacherous	khianat	fear	0.750
cholera	kolera	fear	0.750
imprisonment	hukuman bui	fear	0.750
agony	kanyeri nu nyosok jero	fear	0.750
obliteration	obliteration	fear	0.750
accident	kacilakaan	fear	0.750
fears	takwa	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignancy	fear	0.742
cannibal	jelema nu ngedahar daging jelema lainna	fear	0.740
bombard	bombard	fear	0.740
abominable	abominable	fear	0.738
bomber	nu ngabom	fear	0.734
diseased	diseased	fear	0.734
gun	bedil	fear	0.734
shoot	nembak	fear	0.734
horrible	pikasieuneun	fear	0.734
missile	mimis	fear	0.734
crash	tabrakan	fear	0.734
beast	sato galak	fear	0.734
tyrannical	tyrannical	fear	0.734
paralysis	kalumpuhan	fear	0.734
devilish	devilish	fear	0.734
mutiny	mutiny	fear	0.734
misery	kasangsaraan	fear	0.734
shot	tembakan	fear	0.734
depraved	depraved	fear	0.734
gore	Gore	fear	0.734
scared	sieun	fear	0.734
cursed	dilaknat	fear	0.734
threaten	ngancam	fear	0.734
tornado	topan	fear	0.734
victimized	victimized	fear	0.734
hostage	sandera	fear	0.734
melee	melee	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	ngabahayakeun	fear	0.734
dictatorship	diktator	fear	0.734
mafia	mafia	fear	0.734
turmoil	kaributan	fear	0.733
combat	perang	fear	0.728
alligator	aligator	fear	0.727
ruin	uing	fear	0.725
shooter	jujur	fear	0.722
contagious	tepa	fear	0.720
miscarriage	kaluron	fear	0.719
