word	Belarusian-be	emotion	emotion-intensity-score
queasiness	млоснасць	disgust	0.594
lurid	палымяны	disgust	0.594
sinner	грэшнік	disgust	0.594
incubus	непасільны цяжар	disgust	0.586
lavatory	прыбіральня	disgust	0.586
harass	даймаць	disgust	0.586
unclean	нячысты	disgust	0.586
prostitute	прастытутка	disgust	0.586
pornography	парнаграфія	disgust	0.586
dreadful	жудасны	disgust	0.586
deteriorated	пагоршыўся	disgust	0.586
appalling	жахлівы	disgust	0.586
unfaithful	вераломны	disgust	0.578
rash	сып	disgust	0.578
humiliating	зневажальны	disgust	0.578
ruinous	пагібельны	disgust	0.578
squeamish	грэблівы	disgust	0.578
offensive	наступ	disgust	0.578
conspirator	змоўшчык	disgust	0.578
larceny	крадзеж	disgust	0.578
debauchery	распуста	disgust	0.578
mangle	калечыць	disgust	0.578
flea	блыха	disgust	0.578
hypocrite	крывадушнік	disgust	0.578
retard	запазненне	disgust	0.578
fiend	выкінуў	disgust	0.578
sick	хворы	disgust	0.578
quagmire	дрыгва	disgust	0.578
expulsion	высылка	disgust	0.578
treacherous	вераломны	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	круціў	disgust	0.570
devastating	разбуральны	disgust	0.570
bastard	вырадак	disgust	0.570
messy	брудны	disgust	0.570
flog	секчы	disgust	0.570
egregious	абуральны	disgust	0.570
swamp	балотны	disgust	0.570
oppress	прыгнятаць	disgust	0.570
despise	пагарджаць	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	змей	disgust	0.570
snake	змея	disgust	0.562
terrible	жудасны	disgust	0.562
awful	жудасны	disgust	0.562
harmful	шкодны	disgust	0.562
insanity	непрытомнасць	disgust	0.562
indecent	непрыстойны	disgust	0.562
sordid	адваротны	disgust	0.562
loo	прыбіральня	disgust	0.562
scoundrel	нягоднік	disgust	0.562
enemy	вораг	disgust	0.562
stealing	крадзеж	disgust	0.562
alcoholism	алкагалізм	disgust	0.562
humiliation	прыніжэньне	disgust	0.562
ruthless	бязлітасны	disgust	0.562
sloppy	нядбайны	disgust	0.562
tyrannical	тыранічны	disgust	0.562
harlot	прастытутка	disgust	0.562
sinning	грашыць	disgust	0.562
robbery	рабаванне	disgust	0.555
insufferable	невыносны	disgust	0.555
arsenic	мыш'як	disgust	0.555
bloody	крывавы	disgust	0.555
odious	адыёзны	disgust	0.555
ridicule	абсмейванне	disgust	0.555
atrophy	атрафія	disgust	0.555
beastly	зверскі	disgust	0.555
collusion	таемная змова	disgust	0.555
distaste	агіда	disgust	0.555
segregate	дзяліцца:	disgust	0.555
discriminating	пераборлівы	disgust	0.555
coward	баязлівец	disgust	0.555
wickedness	зласлівасць	disgust	0.555
threatening	пагрозлівы	disgust	0.555
unattractive	непрывабны	disgust	0.555
slayer	забойца	disgust	0.555
flabby	старэчы	disgust	0.555
varicella	ветраная воспа	disgust	0.555
miserable	няшчасны	disgust	0.547
sty	свінарнік	disgust	0.547
ogre	волат-людаед	disgust	0.547
coercion	прымус	disgust	0.547
thief	злодзей	disgust	0.547
slur	марашка	disgust	0.547
suffocating	задушлівы	disgust	0.547
anathema	анатэма	disgust	0.547
purgatory	чысцец	disgust	0.547
malevolent	недабразычлівы	disgust	0.547
bitterly	горка	disgust	0.547
burglar	узломшчык	disgust	0.547
attacking	нападаючы	disgust	0.547
vesicular	везикулярный	disgust	0.547
condemnation	асуджэнне	disgust	0.547
pillage	марадзёрства	disgust	0.547
deleterious	шкодны	disgust	0.547
thrash	малаціць	disgust	0.539
repellant	рэпеленты	disgust	0.539
repudiation	адрачэнне	disgust	0.539
infidelity	няслушнасць	disgust	0.539
liar	лжец	disgust	0.539
fatty	тоўсты	disgust	0.539
gob	плявок	disgust	0.539
sneer	насмешка	disgust	0.539
drunken	п'яны	disgust	0.539
disgrace	ганьба	disgust	0.539
shame	ганьба	disgust	0.539
jealous	раўнівы	disgust	0.539
imprisoned	ў зняволенні	disgust	0.539
pig	свіння	disgust	0.539
greedy	прагны	disgust	0.539
sloth	ленасць	disgust	0.539
lethal	лятальны	disgust	0.536
burnt	спалены	disgust	0.531
aberration	аберацыя	disgust	0.531
condescension	паблажлівасць	disgust	0.531
hydrocephalus	гідрацэфалія	disgust	0.531
hanging	падвешванне	disgust	0.531
destructive	разбуральны	disgust	0.531
smuggler	кантрабандыст	disgust	0.531
intolerant	нецярпімы	disgust	0.531
travesty	пародыя	disgust	0.531
intrusive	назойлівы	disgust	0.531
ruined	разбураны	disgust	0.531
withered	высмаглы	disgust	0.531
disintegrate	распадацца	disgust	0.531
brawl	скандаліць	disgust	0.531
blemish	загана	disgust	0.531
neurotic	неўратычны	disgust	0.531
blasphemous	богазьняважліва	disgust	0.531
lying	які ляжыць	disgust	0.531
painful	балючы	disgust	0.531
avarice	сквапнасць	disgust	0.523
disgraced	апальны	disgust	0.523
mistress	палюбоўніца	disgust	0.523
disparaging	грэблівым	disgust	0.523
rubbish	смецце	disgust	0.523
derogation	прымяншэнне	disgust	0.523
accusation	абвінавачванне	disgust	0.523
intolerance	непераноснасць	disgust	0.523
incarceration	пазбаўленне волі	disgust	0.523
blighted	азмрочана	disgust	0.523
sump	адстойнік	disgust	0.516
deplorable	сумны	disgust	0.516
daemon	дэман	disgust	0.516
cringe	скурчвацца	disgust	0.516
degrade	дэградаваць	disgust	0.516
gutter	вадасцёкавы жолаб	disgust	0.516
rob	рабаваць	disgust	0.516
grim	змрочны	disgust	0.516
defraud	выманьваць	disgust	0.516
tortious	дэліктнага	disgust	0.516
eradication	выкараненне	disgust	0.516
stink	смурод	disgust	0.516
convict	катаржнік	disgust	0.516
dishonor	ганьба	disgust	0.516
vulture	сцярвятнік	disgust	0.516
remains	рэшткі	disgust	0.516
mite	клешч	disgust	0.516
betray	даводзіць да агульнага	disgust	0.516
sham	фіктыўны	disgust	0.509
endemic	эндэмічны	disgust	0.508
bombed	бамбаваў	disgust	0.508
distress	дыстрэс	disgust	0.508
pest	шкоднік	disgust	0.508
incurable	невылечны	disgust	0.508
worthless	бескарысны	disgust	0.508
rejection	адмова	disgust	0.508
distasteful	непрыемны	disgust	0.508
schizophrenia	шызафрэнія	disgust	0.508
belittle	прынізіць	disgust	0.508
smelling	нюх	disgust	0.508
cheat	махляваць	disgust	0.508
blob	кропля	disgust	0.508
prisoner	зняволены	disgust	0.508
idiocy	ідыятызм	disgust	0.508
delirium	трызненне	disgust	0.508
disaster	бедства	disgust	0.508
crude	сырой	disgust	0.508
resentment	пачуццё крыўды	disgust	0.508
dreadfully	жахліва	disgust	0.508
glut	перанасычаным	disgust	0.508
polemic	палеміка	disgust	0.500
derision	абсмейванне	disgust	0.500
idolatry	ідалапаклонства	disgust	0.500
taboo	табу	disgust	0.500
screaming	якія крычаць	disgust	0.500
banish	адганяць	disgust	0.500
dirt	бруд	disgust	0.500
goblin	гоблін	disgust	0.500
shackle	дужка	disgust	0.500
bribery	хабарніцтва	disgust	0.500
flagrant	абуральны	disgust	0.500
jealousy	рэўнасць	disgust	0.500
impurity	прымешка	disgust	0.500
theft	крадзеж	disgust	0.500
bitterness	горыч	disgust	0.500
offense	злачынства	disgust	0.500
impeach	аспрэчваць	disgust	0.500
blight	атручваць	disgust	0.500
duress	прымус	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	прагнасць	disgust	0.500
tirade	тырада	disgust	0.500
squirm	выгінацца	disgust	0.492
robber	рабаўнік	disgust	0.492
ill	дрэнна	disgust	0.492
unconscionable	нядобрасумленны	disgust	0.492
recession	спад	disgust	0.492
gorge	цясніна	disgust	0.492
wreck	скрыпун	disgust	0.492
malign	злаякасны	disgust	0.492
boil	кіпяціць	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ідыёт	disgust	0.492
disreputable	ганебны	disgust	0.492
wasteful	марнатраўны	disgust	0.484
affliction	хвароба	disgust	0.484
stain	пляма	disgust	0.484
contempt	пагарду	disgust	0.484
nappy	падгузнік	disgust	0.484
mutiny	бунт	disgust	0.484
occult	акультны	disgust	0.484
tramp	валацуга	disgust	0.484
unbearable	невыносны	disgust	0.484
offender	правапарушальнік	disgust	0.484
servile	халопскі	disgust	0.484
contraband	кантрабанда	disgust	0.484
raging	люты	disgust	0.484
snarl	гыркаць	disgust	0.484
mad	вар'ят	disgust	0.484
subjugation	заваяванне	disgust	0.484
possessed	апантаны	disgust	0.484
animosity	злосць	disgust	0.484
aversation	aversation	disgust	0.484
defamation	дыфамацыя	disgust	0.484
disrespectful	непачцівыя	disgust	0.484
mess	беспарадак	disgust	0.484
nepotism	сямейнасць	disgust	0.484
inexcusable	недаравальны	disgust	0.484
pathetic	патэтычны	disgust	0.477
unpleasant	непрыемны	disgust	0.477
suppression	падаўленне	disgust	0.477
mockery	здзек	disgust	0.477
palsy	параліч	disgust	0.477
criminal	злачынец	disgust	0.477
illegality	незаконнасць	disgust	0.477
uncaring	няўважлівы	disgust	0.477
antagonistic	антаганістычных	disgust	0.477
immorality	амаральнасць	disgust	0.477
dismal	гнятлівы	disgust	0.477
angry	гнеўны	disgust	0.469
repellent	адштурхвае	disgust	0.469
cough	кашаль	disgust	0.469
arrogant	пагардлівы	disgust	0.469
grating	рашотка	disgust	0.469
aggravation	пагаршэнне	disgust	0.469
livid	сінявата-барвовы	disgust	0.469
banishment	высылка	disgust	0.469
shoddy	кепскай	disgust	0.469
banshee	сірэна паветранай трывогі	disgust	0.469
poverty	беднасць	disgust	0.469
wallow	боўтацца	disgust	0.469
outrage	бязладдзе	disgust	0.469
mocking	абсмейванне	disgust	0.469
furious	раз'юшаны	disgust	0.469
perspiration	паценне	disgust	0.469
prick	калоць	disgust	0.461
recklessness	неразважлівасць	disgust	0.461
distorted	скажоны	disgust	0.461
fraudulent	ашуканскі	disgust	0.461
spider	павук	disgust	0.461
quack	шарлатан	disgust	0.461
perdition	пагібель	disgust	0.461
muddy	каламутны	disgust	0.461
spurious	падроблены	disgust	0.461
insulting	абразлівы	disgust	0.461
scar	рубец	disgust	0.461
deceive	падманваць	disgust	0.461
unjustifiable	неапраўданы	disgust	0.461
fool	дурыць	disgust	0.461
deplore	аплакваць	disgust	0.461
plunder	рабунак	disgust	0.461
aphid	тля	disgust	0.453
bane	атрута	disgust	0.453
indignation	абурэнне	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	эгаістычны	disgust	0.453
disparage	прыніжаць	disgust	0.453
cur	дварняк	disgust	0.453
dishonest	несумленны	disgust	0.453
stigma	стыгма	disgust	0.453
eschew	цурацца	disgust	0.453
antipathy	антыпатыя	disgust	0.453
alienate	адчужаць	disgust	0.453
disingenuous	крывадушны	disgust	0.453
elimination	ліквідацыю	disgust	0.453
unthinkable	неймаверны	disgust	0.453
wasted	марна	disgust	0.445
recalcitrant	непакорлівы	disgust	0.445
iniquity	беззаконьне	disgust	0.445
mosquito	камар	disgust	0.445
caries	карыес	disgust	0.445
bankruptcy	банкруцтва	disgust	0.445
egotistical	самаўлюбёны	disgust	0.445
