word	Xhosa-xh	emotion	emotion-intensity-score
ruined	laliswa	disgust	0.531
withered	wome	disgust	0.531
disintegrate	zidibanise	disgust	0.531
brawl	i-brawl	disgust	0.531
blemish	i siphene	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	nyelisa	disgust	0.531
lying	buxoki	disgust	0.531
painful	buhlungu	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	hlazeka	disgust	0.523
mistress	inkosikazi	disgust	0.523
disparaging	ukuphazamisa	disgust	0.523
rubbish	udoti	disgust	0.523
derogation	ukugculelwa	disgust	0.523
accusation	ityala	disgust	0.523
intolerance	ukungathobeli	disgust	0.523
incarceration	valelwe	disgust	0.523
blighted	libi	disgust	0.523
sump	sump	disgust	0.516
deplorable	buhlungu	disgust	0.516
daemon	daemon	disgust	0.516
cringe	i-cringe	disgust	0.516
degrade	kuhlaziywa	disgust	0.516
gutter	kumanzi	disgust	0.516
rob	ukuphanga	disgust	0.516
grim	buhlungu	disgust	0.516
defraud	ukukhwabanisa	disgust	0.516
tortious	ku xhaphaza	disgust	0.516
eradication	ku pheliswa	disgust	0.516
stink	kunuka	disgust	0.516
convict	ugwetywa	disgust	0.516
dishonor	zihlazo	disgust	0.516
vulture	inkunzi	disgust	0.516
remains	ihleli	disgust	0.516
mite	mite	disgust	0.516
betray	ngcatsha	disgust	0.516
sham	zihlazo	disgust	0.509
endemic	ziphela	disgust	0.508
bombed	ibhomu	disgust	0.508
distress	ndezelo	disgust	0.508
pest	inkathazo	disgust	0.508
incurable	aphilwanga	disgust	0.508
worthless	ezingenanto	disgust	0.508
rejection	u kulahlwa	disgust	0.508
distasteful	ephazamisayo	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	nganto	disgust	0.508
smelling	kunuka	disgust	0.508
cheat	ukukopela	disgust	0.508
blob	ibha	disgust	0.508
prisoner	entolongweni	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	dirium	disgust	0.508
disaster	ntlekele	disgust	0.508
crude	ezingcolileyo	disgust	0.508
resentment	nentlungu	disgust	0.508
dreadfully	u koyika	disgust	0.508
glut	gcoba	disgust	0.508
polemic	ngumbongo	disgust	0.500
derision	ngcikivo	disgust	0.500
idolatry	ukukhonza izithixo	disgust	0.500
taboo	itabhu	disgust	0.500
screaming	ukukhala	disgust	0.500
banish	ukukhutshwa	disgust	0.500
dirt	ukungcola	disgust	0.500
goblin	ibhokhwe	disgust	0.500
shackle	i-shackle	disgust	0.500
bribery	u kutyhola	disgust	0.500
flagrant	zi ngco	disgust	0.500
jealousy	nomona	disgust	0.500
impurity	ukungcola	disgust	0.500
theft	ubusela	disgust	0.500
bitterness	buhlungu	disgust	0.500
offense	mthetho	disgust	0.500
impeach	impeach	disgust	0.500
blight	ngxaki	disgust	0.500
duress	ukunyanzelisa	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ukuhaha	disgust	0.500
tirade	tirade	disgust	0.500
squirm	ukuxhamla	disgust	0.492
robber	umphangi	disgust	0.492
ill	kugula	disgust	0.492
unconscionable	zi ngakwazi	disgust	0.492
recession	uqoqosho	disgust	0.492
gorge	umgca	disgust	0.492
wreck	kuphazamiseka	disgust	0.492
malign	ukuhlambalaza	disgust	0.492
boil	ubilise	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	aphikisiwe	disgust	0.492
wasteful	inkunkuma	disgust	0.484
affliction	ndezelo	disgust	0.484
stain	ibala	disgust	0.484
contempt	ngcikivo	disgust	0.484
nappy	i-nappy	disgust	0.484
mutiny	mnye	disgust	0.484
occult	ubugqi	disgust	0.484
tramp	ukunyathela	disgust	0.484
unbearable	ukunyamezela	disgust	0.484
offender	umoni	disgust	0.484
servile	servile	disgust	0.484
contraband	yokuqhawula	disgust	0.484
raging	ukuvutha	disgust	0.484
snarl	kuhlutha	disgust	0.484
mad	buhlungu	disgust	0.484
subjugation	ukuthotywa	disgust	0.484
possessed	ephethe	disgust	0.484
animosity	inzondo	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ukuchaswa	disgust	0.484
disrespectful	nga hloneli	disgust	0.484
mess	ukulahla	disgust	0.484
nepotism	ukungabikho	disgust	0.484
inexcusable	nganto	disgust	0.484
pathetic	ukukhathazeka	disgust	0.477
unpleasant	ngathandeki	disgust	0.477
suppression	ukuxothwa	disgust	0.477
mockery	ngcikivo	disgust	0.477
palsy	ukukhubazeka	disgust	0.477
criminal	ulwaphulaphulo	disgust	0.477
illegality	ukungekho mthethweni	disgust	0.477
uncaring	engakhathazeki	disgust	0.477
antagonistic	phikisa	disgust	0.477
immorality	kakubi	disgust	0.477
dismal	ziphazamisekile	disgust	0.477
angry	nomsindo	disgust	0.469
repellent	ukulahlwa	disgust	0.469
cough	ukukhwehlela	disgust	0.469
arrogant	nekratshi	disgust	0.469
grating	igranti	disgust	0.469
aggravation	ukugqithisa	disgust	0.469
livid	ecacileyo	disgust	0.469
banishment	ukuxothwa	disgust	0.469
shoddy	bhinqa	disgust	0.469
banshee	banshee	disgust	0.469
poverty	intlupheko	disgust	0.469
wallow	ukugungqa	disgust	0.469
outrage	nomsindo	disgust	0.469
mocking	ukuhlekisa	disgust	0.469
furious	nomsindo	disgust	0.469
perspiration	ukuphefumula	disgust	0.469
prick	ukuthoba	disgust	0.461
recklessness	ukungabi nantoni	disgust	0.461
distorted	ziphosakele	disgust	0.461
fraudulent	buqhetseba	disgust	0.461
spider	isikhewu	disgust	0.461
quack	ukutshintsha	disgust	0.461
perdition	ukubhujiswa	disgust	0.461
muddy	udaka	disgust	0.461
spurious	u buxoki	disgust	0.461
insulting	ukuthuka	disgust	0.461
scar	u bunzima	disgust	0.461
deceive	khohlisa	disgust	0.461
unjustifiable	engabonakaliyo	disgust	0.461
fool	si sidenge	disgust	0.461
deplore	ukunyanzela	disgust	0.461
plunder	ukuphangwa	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	umsindo	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	kuzingca	disgust	0.453
disparage	ukudideka	disgust	0.453
cur	ikhefu	disgust	0.453
dishonest	ngathembeki	disgust	0.453
stigma	ihlazo	disgust	0.453
eschew	kuhlola	disgust	0.453
antipathy	ulwaphulo	disgust	0.453
alienate	hlukana	disgust	0.453
disingenuous	ngafuni	disgust	0.453
elimination	ku pheliswa	disgust	0.453
unthinkable	ngacingi	disgust	0.453
wasted	yachitha	disgust	0.445
recalcitrant	i-recalcitrant	disgust	0.445
iniquity	ubugwenxa	disgust	0.445
mosquito	umiyane	disgust	0.445
caries	i-caries	disgust	0.445
bankruptcy	ukuchithwa	disgust	0.445
egotistical	ukuzithethelela	disgust	0.445
piles	iipilisi	disgust	0.445
smell	livumba	disgust	0.445
vacuous	aphumayo	disgust	0.445
despair	ukuphelelwa lithemba	disgust	0.445
opium	opium	disgust	0.445
garish	kugcina	disgust	0.445
lie	buxoki	disgust	0.445
pious	mhlonela	disgust	0.445
aversion	ukuphazamiseka	disgust	0.438
sticky	ezinamathele	disgust	0.438
scream	ukukhala	disgust	0.438
alien	umfokazi	disgust	0.438
shun	ukuphepha	disgust	0.438
abnormal	engavamile	disgust	0.438
ashamed	neentloni	disgust	0.438
inmate	ibanjwa	disgust	0.438
abject	ephazamisayo	disgust	0.438
hog	hog	disgust	0.438
hopelessness	ngathemba	disgust	0.438
homeless	bengenamakhaya	disgust	0.438
obnoxious	obnoxious	disgust	0.438
curse	siqalekiso	disgust	0.430
creature	sidalwa	disgust	0.430
cursing	ukuqalekisa	disgust	0.430
illegal	mthethweni	disgust	0.430
lusty	luthando	disgust	0.430
shameless	zihlazo	disgust	0.430
debris	udoti	disgust	0.430
defiance	ukungahloneli	disgust	0.430
pall	pall	disgust	0.430
falsity	ukuphosa	disgust	0.430
reflux	ukuhlaziya	disgust	0.430
incredulous	engabandakanyiyo	disgust	0.430
adverse	ezimbi	disgust	0.430
trickery	buqhetseba	disgust	0.430
callous	ababi	disgust	0.430
separatist	hlukana	disgust	0.430
undesirable	ezingathandekiyo	disgust	0.430
denounce	zichasa	disgust	0.430
witch	bugqwirha	disgust	0.430
bum	bum	disgust	0.422
bovine	isifuba	disgust	0.422
denunciation	ukugwetywa	disgust	0.422
untidy	ngazinzi	disgust	0.422
impure	ezingcolileyo	disgust	0.422
mistrust	ngathembi	disgust	0.422
tarnish	kuphazamisa	disgust	0.422
ferocious	buhlungu	disgust	0.422
gush	ukutshiza	disgust	0.422
infantile	encinci	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	khubeka	disgust	0.422
idiotic	idilesi	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	nganto	disgust	0.422
pompous	uzuko	disgust	0.422
socialist	zentlalo	disgust	0.422
delinquent	ukugqithisa	disgust	0.422
swarm	kuqhuma	disgust	0.422
contentious	ngxabano	disgust	0.422
carelessness	ukungakhathali	disgust	0.422
hairy	ngeenwele	disgust	0.422
wasting	ukuchitha	disgust	0.422
slush	slush	disgust	0.422
affront	ukuxhatshazwa	disgust	0.422
collapse	ukuwa	disgust	0.422
badness	bubi	disgust	0.422
dishonesty	ukungathembeki	disgust	0.414
vegetative	zityalo	disgust	0.414
displacency	ukuhamba	disgust	0.414
unfavorable	nga lunganga	disgust	0.414
disobey	nga thobeli	disgust	0.414
sour	mnandi	disgust	0.414
socialism	yentlalo	disgust	0.414
murky	ngqineka	disgust	0.414
neglected	nga tyeshelwe	disgust	0.414
drivel	ukuhamba	disgust	0.414
vampire	vampire	disgust	0.414
litigious	zikhupha	disgust	0.414
illegitimate	mthethweni	disgust	0.414
disgruntled	ngcikizwa	disgust	0.406
ignorant	bengazi	disgust	0.406
outcast	ukukhutshwa	disgust	0.406
unkind	buhlungu	disgust	0.406
repel	yiphinde	disgust	0.406
displeasure	ukucaphukisa	disgust	0.406
phony	phony	disgust	0.406
shoplifting	ukuthengwa	disgust	0.406
dislike	nga thandiyo	disgust	0.406
unlawful	mthethweni	disgust	0.406
bogus	nxu lumene	disgust	0.406
discontinuity	ukuyeka	disgust	0.406
recidivism	kuhlaziywa	disgust	0.406
ungrateful	nga mbuleli	disgust	0.406
wrongdoing	ephosakeleyo	disgust	0.406
falsify	ukunyaniseka	disgust	0.406
prosecution	tshutshiso	disgust	0.406
failure	ukuhluleka	disgust	0.398
loon	loon	disgust	0.398
lick	lihle	disgust	0.398
subvert	ukuguqula	disgust	0.398
rigor	ngokukhawuleza	disgust	0.398
unruly	nga lawula	disgust	0.398
paucity	buhlwempu	disgust	0.398
unnatural	engavamile	disgust	0.398
averse	ukuphazamisa	disgust	0.398
senseless	ngqiqweni	disgust	0.398
worsening	ukwandisa	disgust	0.398
disdain	ku zi nyelisa	disgust	0.398
woe	maye	disgust	0.398
woefully	mayeke	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	buhlungu	disgust	0.398
crushing	ukutyumza	disgust	0.398
insult	ngcikivo	disgust	0.393
damage	umonakalo	disgust	0.391
hardened	lukhuni	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	ukugxeka	disgust	0.391
muff	muff	disgust	0.391
antisocial	ezingafaniyo	disgust	0.391
punishment	sohlwayo	disgust	0.391
bad	ezimbi	disgust	0.391
punished	uhlwaywe	disgust	0.391
disrelish	zihlaziye	disgust	0.391
expel	ukugxotha	disgust	0.391
farcical	i-farcical	disgust	0.391
scorpion	i-scorpion	disgust	0.391
sacrifices	imibingelelo	disgust	0.383
plagiarism	ukunyanzelisa	disgust	0.383
hypocritical	uhanahanisi	disgust	0.383
divorce	umtshato	disgust	0.383
presumptuous	zikhukhumeza	disgust	0.383
discord	ukungavumelani	disgust	0.383
fugitive	umbaleki	disgust	0.383
fulsome	epheleleyo	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	isongeza	disgust	0.383
anaconda	inconda	disgust	0.383
surly	ngokuxhamla	disgust	0.383
irrational	ngongqiqo	disgust	0.383
disappoint	kudana	disgust	0.383
illiterate	nga fundanga	disgust	0.383
lament	sijwili	disgust	0.383
eviction	kukhutshwa	disgust	0.383
teeming	ukuhlawula	disgust	0.383
guilt	netyala	disgust	0.383
misconduct	kakubi	disgust	0.375
blame	ityala	disgust	0.375
alienation	ukuhlukana	disgust	0.375
depressing	ukuxinezeleka	disgust	0.375
irritating	ucaphukisa	disgust	0.375
plight	ngxaki	disgust	0.375
unworthy	nga fanele	disgust	0.375
dislocated	zahlulwa	disgust	0.375
scoff	ukuhlekisa	disgust	0.375
irritation	ukucaphuka	disgust	0.375
defective	ephosakeleyo	disgust	0.375
shock	tshutshiswa	disgust	0.375
hoax	ubuxoki obenziwe ngamasibomu	disgust	0.367
coerce	ku nya nzelisa	disgust	0.367
revoke	ku rhoxisa	disgust	0.367
stripped	zihlulwe	disgust	0.367
exclusion	ukukhutshwa	disgust	0.367
blatant	ngokucacileyo	disgust	0.367
disillusionment	ukuphazamiseka	disgust	0.367
squelch	swele	disgust	0.367
unhealthy	engasondelanga	disgust	0.367
toad	udoti	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	ngxakini	disgust	0.367
vainly	ngelize	disgust	0.367
powerless	engenamandla	disgust	0.367
cad	cad	disgust	0.367
hurtful	buhlungu	disgust	0.367
shuddering	ukuthuthumela	disgust	0.367
wimp	wimp	disgust	0.367
oddity	ngathanga	disgust	0.359
rebellion	mvukelo	disgust	0.359
incompatible	nga faniyo	disgust	0.359
ineptitude	ukungabi nako	disgust	0.359
dispose	ukulahla	disgust	0.359
disobedience	ukungathobeli	disgust	0.359
damn	Demethi	disgust	0.359
bug	bug	disgust	0.359
deserted	ba lahliwe	disgust	0.359
litigate	ku phikisa	disgust	0.352
ridiculous	ngcikivo	disgust	0.352
compost	umquba	disgust	0.352
obi	obi	disgust	0.352
untoward	ahlawulwe	disgust	0.352
censor	censor	disgust	0.352
uncertain	qi niseki	disgust	0.352
lawyer	igqwetha	disgust	0.352
flinch	flinch	disgust	0.352
flesh	inyama	disgust	0.352
crushed	zi tyhafile	disgust	0.352
displeased	ngafuni	disgust	0.352
inept	inept	disgust	0.352
wrongful	ephosakeleyo	disgust	0.352
cutting	ukusika	disgust	0.352
fierce	buhlungu	disgust	0.352
misbehavior	kakubi	disgust	0.352
frustrate	ukuphazamiseka	disgust	0.352
dismissal	ukuxothwa	disgust	0.352
disapprove	ngavumi	disgust	0.344
depreciate	ukuhla kwexabiso	disgust	0.344
tearful	ukulila	disgust	0.344
thoughtless	engacingi	disgust	0.336
unsettled	ngazinzi	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	ukuguquka	disgust	0.336
blunder	ukuphosakela	disgust	0.336
disinclination	ukungcola	disgust	0.336
distrust	nga thembeli	disgust	0.336
annoy	ukucaphukisa	disgust	0.336
lawsuit	ityala	disgust	0.336
discontent	ukunganeliseki	disgust	0.336
grumble	khalaza	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	ntliziyo	disgust	0.336
disliked	nga thandiyo	disgust	0.336
bickering	ngxabano	disgust	0.336
disallowed	nga vunywanga	disgust	0.336
unmanageable	ezingenakuxanduva	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	enganelisekanga	disgust	0.328
whine	bhala	disgust	0.328
exasperation	ukucaphukisa	disgust	0.328
instability	ukungazinzi	disgust	0.328
provoking	ukucaphukisa	disgust	0.328
disappointed	kudana	disgust	0.328
inhibit	ukuvimbela	disgust	0.328
sly	sly	disgust	0.328
grievance	isikhalazo	disgust	0.328
materialist	yendalo	disgust	0.328
excluded	ngaphandle	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	kudukisa	disgust	0.321
disclaim	ukulahla	disgust	0.320
rags	izigubhu	disgust	0.320
soot	umsizi	disgust	0.320
disservice	ukunyuswa	disgust	0.320
unequal	lingalingani	disgust	0.320
humbug	i-humbug	disgust	0.320
reproach	ngcikivo	disgust	0.320
confined	uvalelwe	disgust	0.320
disapproving	ngavumi	disgust	0.320
annoyance	ukucaphuka	disgust	0.320
mishap	ukuxhamla	disgust	0.320
groan	bubula	disgust	0.320
soil	umhlaba	disgust	0.312
depreciated	lihla	disgust	0.312
disincline	zidibanise	disgust	0.312
inappropriate	nga lunganga	disgust	0.312
inconsiderate	ngacingi	disgust	0.312
burke	burke	disgust	0.312
overpriced	ephezulu	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	esiswini	disgust	0.312
criticize	ugxeke	disgust	0.312
theism	i -ism	disgust	0.312
disparity	ukungafani	disgust	0.305
gall	ndulu	disgust	0.305
latent	efihliweyo	disgust	0.305
grumpy	ihlutha	disgust	0.305
bang	bang	disgust	0.305
inadmissible	mthethweni	disgust	0.305
unfriendly	nga buhlobo	disgust	0.305
shack	umthi	disgust	0.305
disliking	ukuphazamiseka	disgust	0.305
unaccountable	ezingenakubalwa	disgust	0.305
coop	ikhuni	disgust	0.304
scold	kha thazela	disgust	0.297
growling	ukukhaluma	disgust	0.297
lonely	yedwa	disgust	0.297
delay	ukulibaziseka	disgust	0.297
congress	ngqungquthela	disgust	0.297
disregarded	nga tyeswanga	disgust	0.297
disappointment	kudana	disgust	0.297
backwards	ngasemva	disgust	0.297
soreness	buhlungu	disgust	0.297
rogue	zibuhlungu	disgust	0.297
infamous	u ngcolisa	disgust	0.289
lesbian	abesilisa nabesilisa	disgust	0.289
notoriety	zichazwe	disgust	0.289
catechism	Katekism	disgust	0.289
flop	fukelwa	disgust	0.289
nettle	nettle	disgust	0.289
janitor	umlondolozi	disgust	0.289
saturated	epheleleyo	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	thintela	disgust	0.281
remiss	ukukhutshwa	disgust	0.281
unfair	ngokungafanelekanga	disgust	0.281
desist	ukuyeka	disgust	0.281
wince	wince	disgust	0.281
aftermath	emva koko	disgust	0.281
huff	ukuxhamla	disgust	0.273
discolored	zichazwe	disgust	0.273
uneasy	ngxaki	disgust	0.273
wrangling	ukudibana	disgust	0.273
tribunal	inkundla	disgust	0.273
weird	ziqatha	disgust	0.266
bureaucrat	i-bureaucrat	disgust	0.266
coldness	kubanda	disgust	0.266
impolite	iphosakeleyo	disgust	0.266
politic	kwezopolitiko	disgust	0.266
unsatisfied	nga nelanga	disgust	0.266
swig	i-swig	disgust	0.266
inefficiency	ukungasebenzi	disgust	0.266
frantic	likhulu	disgust	0.266
crawl	ukukha	disgust	0.266
instinctive	zendalo	disgust	0.258
barrow	ibharrow	disgust	0.258
incase	mhlawumbi	disgust	0.258
octopus	i-okthophasi	disgust	0.258
chagrin	ngcikivo	disgust	0.258
copycat	copycat	disgust	0.258
rascal	uhlanga	disgust	0.258
sarcasm	ngcikivo	disgust	0.258
gruff	gruff	disgust	0.258
misconception	ukungaziqondi kakuhle	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	ibhokhwe	disgust	0.250
disinclined	ngafuni	disgust	0.250
lose	lahleka	disgust	0.250
john	uJohn	disgust	0.250
cupping	ukucoca	disgust	0.250
rook	kuhamba	disgust	0.242
gratuitous	lukhululekile	disgust	0.242
entangled	ngxakini	disgust	0.242
opponent	umchasi	disgust	0.242
tariff	ntlawulo	disgust	0.242
scrub	ukutshiza	disgust	0.242
resign	rhoxisa	disgust	0.234
prolong	kuqhubeka	disgust	0.234
backwardness	ngasemva	disgust	0.234
reluctance	ukungafuni	disgust	0.234
questionable	engathandabuzekiyo	disgust	0.234
lagging	ukuyeka	disgust	0.234
unlucky	nganto	disgust	0.234
misstatement	ukuphosakela	disgust	0.234
reversal	ukuguqulwa	disgust	0.227
disqualified	nga fa nelwanga	disgust	0.227
subsidy	inkxaso	disgust	0.227
ineffectual	ukungasebenzi	disgust	0.227
fussy	ukuxhamla	disgust	0.227
unpopular	nga thandwanga	disgust	0.227
default	ku gqi bekanga	disgust	0.227
intense	kakhulu	disgust	0.219
dame	dame	disgust	0.219
evade	baleka	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	bunzima	disgust	0.219
frowning	ukukrakra	disgust	0.219
actionable	ku sebenza	disgust	0.211
tawny	i-tawny	disgust	0.211
donkey	esile	disgust	0.211
unhappy	nwabanga	disgust	0.211
indifference	ukungakhathaleli	disgust	0.203
rave	ukuxhaphaza	disgust	0.203
birch	birch	disgust	0.203
hood	hood	disgust	0.203
desert	entlango	disgust	0.203
owing	ukuhlawulwa	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	ngxaki	disgust	0.203
inconvenient	i ngxaki	disgust	0.203
dandy	dandy	disgust	0.203
speck	ikhonkco	disgust	0.203
fleece	uboya	disgust	0.195
howl	bhomboze	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	emoyeni	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	ukuziphatha	disgust	0.195
dabbling	ku dabbling	disgust	0.195
celebrity	udumo	disgust	0.188
avoid	kuphepha	disgust	0.188
stalemate	ukuxhomekeka	disgust	0.188
lush	lukhulu	disgust	0.188
gent	gent	disgust	0.188
lesser	ngaphantsi	disgust	0.188
sunk	kukhanya	disgust	0.180
nose	impumlo	disgust	0.180
claimant	ummangali	disgust	0.180
laughable	lihleka	disgust	0.180
possession	nelifa	disgust	0.180
larger	enkulu	disgust	0.164
hoot	ukukhupha	disgust	0.164
mouthful	ngomlomo	disgust	0.164
thrift	ukunyuka	disgust	0.164
pregnancy	khulelwa	disgust	0.164
undoubted	ngathandabuzeki	disgust	0.164
clamor	ukukhwaza	disgust	0.156
misplace	kwindawo engafanelekanga	disgust	0.156
sentence	isivakalisi	disgust	0.156
parrot	i-parrot	disgust	0.156
obliging	nya nze lekile	disgust	0.156
nameless	ngegama	disgust	0.148
bummer	bummer	disgust	0.148
feeling	uvakalelwa	disgust	0.141
elf	elf	disgust	0.141
excellence	ku gqwesa	disgust	0.141
turn	guquka	disgust	0.133
gray	ngwevu	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	lukhulu	disgust	0.133
stall	i stall	disgust	0.133
bran	bran	disgust	0.125
finally	gqi beleni	disgust	0.125
lord	inkosi	disgust	0.125
boy	nkwenkwe	disgust	0.117
cove	cove	disgust	0.117
nurture	ku khusela	disgust	0.117
savor	ncam	disgust	0.117
lemon	ilamuni	disgust	0.109
winning	ukuphumelela	disgust	0.109
powerful	namandla	disgust	0.102
glitter	i-glitter	disgust	0.094
interior	ngaphakathi	disgust	0.086
