word	Czech-cs	emotion	emotion-intensity-score
gnome	Gnome	disgust	0.203
awkwardness	trapnost	disgust	0.203
inconvenient	nevyhovující	disgust	0.203
dandy	dandy	disgust	0.203
speck	smítko	disgust	0.203
fleece	fleece	disgust	0.195
howl	výt	disgust	0.195
monochrome	černobílý	disgust	0.195
airs	vzduchu	disgust	0.195
gelatin	želatina	disgust	0.195
misguided	nesprávně	disgust	0.195
morals	morálky	disgust	0.195
dabbling	dabling	disgust	0.195
celebrity	osobnost	disgust	0.188
avoid	vyhýbat se	disgust	0.188
stalemate	patou	disgust	0.188
lush	bujný	disgust	0.188
gent	pán	disgust	0.188
lesser	méně	disgust	0.188
sunk	potopen	disgust	0.180
nose	nos	disgust	0.180
claimant	žadatel	disgust	0.180
laughable	směšný	disgust	0.180
possession	majetek	disgust	0.180
larger	větší	disgust	0.164
hoot	houkání	disgust	0.164
mouthful	sousto	disgust	0.164
thrift	šetrnost	disgust	0.164
pregnancy	těhotenství	disgust	0.164
undoubted	nesporný	disgust	0.164
clamor	křik	disgust	0.156
misplace	založit někam	disgust	0.156
sentence	věta	disgust	0.156
parrot	Papoušek	disgust	0.156
obliging	povinnost	disgust	0.156
nameless	bezejmenný	disgust	0.148
bummer	bummer	disgust	0.148
feeling	pocit	disgust	0.141
elf	Elf	disgust	0.141
excellence	excelence	disgust	0.141
turn	otočit se	disgust	0.133
gray	šedá	disgust	0.133
asymmetry	asymetrie	disgust	0.133
clumsy	nemotorný	disgust	0.133
stall	stánek	disgust	0.133
bran	otruby	disgust	0.125
finally	Konečně	disgust	0.125
lord	pán	disgust	0.125
boy	chlapec	disgust	0.117
cove	zátoka	disgust	0.117
nurture	živit	disgust	0.117
savor	vychutnat	disgust	0.117
lemon	citrón	disgust	0.109
winning	vítězný	disgust	0.109
powerful	silný	disgust	0.102
glitter	lesk	disgust	0.094
interior	interiér	disgust	0.086
mind	mysl	disgust	0.086
treat	zacházet	disgust	0.078
interested	zájem	disgust	0.078
abundance	hojnost	disgust	0.078
honest	upřímný	disgust	0.055
kite	papírový drak	disgust	0.055
humble	pokořit	disgust	0.047
tree	strom	disgust	0.039
torture	mučení	fear	0.984
terrorist	terorista	fear	0.972
horrific	hrůzný	fear	0.969
terrorism	terorismus	fear	0.969
terrorists	teroristů	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	zabít	fear	0.962
homicidal	vraždící	fear	0.959
annihilate	zničit	fear	0.953
terror	teror	fear	0.953
murderer	vrah	fear	0.953
catastrophe	katastrofa	fear	0.953
dying	umírající	fear	0.948
war	válka	fear	0.942
bombing	bombardování	fear	0.938
bomb	bombardovat	fear	0.935
missiles	rakety	fear	0.934
horror	hrůza	fear	0.923
brutality	brutalita	fear	0.922
bloodthirsty	krvežíznivý	fear	0.922
terrorize	terorizovat	fear	0.922
horrified	zděšený	fear	0.922
murderous	vražedný	fear	0.920
massacre	masakr	fear	0.911
assassinate	zavraždit	fear	0.906
horrifying	hrůzný	fear	0.906
fatality	osudovost	fear	0.906
murder	vražda	fear	0.906
mutilation	zmrzačení	fear	0.906
terrifying	děsivé	fear	0.906
devastation	devastace	fear	0.906
holocaust	holocaust	fear	0.906
horrors	hrůzy	fear	0.906
killing	zabíjení	fear	0.906
demon	démon	fear	0.906
terrified	vyděšený	fear	0.906
suicidal	sebevražedný	fear	0.898
kidnap	unést	fear	0.891
slaughter	porážka	fear	0.891
assault	útok	fear	0.891
crucifixion	ukřižování	fear	0.891
doomed	odsouzený	fear	0.888
poisoned	otrávený	fear	0.886
suicide	sebevražda	fear	0.879
explosion	exploze	fear	0.879
dismemberment	rozdělení	fear	0.875
slaughtering	zabíjení	fear	0.875
disastrous	katastrofální	fear	0.875
deadly	smrtící	fear	0.875
annihilation	zničení	fear	0.875
disaster	katastrofa	fear	0.875
threatening	hrozivý	fear	0.875
suffocation	udušení	fear	0.875
assassin	vrah	fear	0.875
savagery	divokost	fear	0.875
rape	znásilnění	fear	0.870
hell	peklo	fear	0.860
anthrax	antrax	fear	0.859
explosive	explozivní	fear	0.859
warfare	válčení	fear	0.859
paralyzed	paralyzován	fear	0.859
molestation	obtěžování	fear	0.859
homicide	vražda	fear	0.859
barbaric	barbarský	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	nebezpečí	fear	0.859
demonic	démonický	fear	0.859
bloodshed	krveprolití	fear	0.859
annihilated	zničeno	fear	0.859
attacking	útočí	fear	0.859
dread	strach	fear	0.859
slaughterhouse	jatky	fear	0.859
tragedy	tragédie	fear	0.859
guillotine	gilotina	fear	0.859
executioner	kat	fear	0.859
suffocating	dusivý	fear	0.858
treachery	zrada	fear	0.856
fright	zděšení	fear	0.853
traumatic	traumatický	fear	0.844
afraid	strach	fear	0.844
morgue	márnice	fear	0.844
drown	utopit	fear	0.844
destroying	ničení	fear	0.844
painful	bolestivý	fear	0.844
frightened	vystrašený	fear	0.844
monster	netvor	fear	0.844
slayer	vrah	fear	0.844
abomination	ohavnost	fear	0.844
execution	provedení	fear	0.844
scariest	nejstrašidelnější	fear	0.844
bombardment	bombardování	fear	0.844
vengeance	pomsta	fear	0.844
panicked	zpanikařil	fear	0.844
frightening	děsivý	fear	0.844
scare	vyděsit	fear	0.844
apocalypse	apokalypsa	fear	0.844
petrified	zkamenělý	fear	0.844
death	smrt	fear	0.843
chaos	chaos	fear	0.839
ghastly	příšerný	fear	0.836
evil	zlo	fear	0.833
gunmen	ozbrojenci	fear	0.828
fear	strach	fear	0.828
doom	osud	fear	0.828
intruder	vetřelec	fear	0.828
cancer	rakovina	fear	0.828
grenade	granát	fear	0.828
assassination	atentát	fear	0.828
fatal	fatální	fear	0.828
nightmare	noční můra	fear	0.828
explode	explodovat	fear	0.828
kidnapped	unesli	fear	0.828
eradication	eradikace	fear	0.828
hellish	pekelný	fear	0.828
paralyze	paralyzovat	fear	0.828
trauma	trauma	fear	0.828
doomsday	soudný den	fear	0.828
violently	násilně	fear	0.828
manslaughter	zabití	fear	0.828
devil	ďábel	fear	0.828
frighten	vystrašit	fear	0.828
brutal	brutální	fear	0.828
morbidity	morbidita	fear	0.820
crippling	zmrzačení	fear	0.817
savage	divoký	fear	0.814
crushed	rozdrcený	fear	0.812
violence	násilí	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	strašný	fear	0.812
suffering	utrpení	fear	0.812
shooting	Střílení	fear	0.812
earthquake	zemětřesení	fear	0.812
destructive	destruktivní	fear	0.812
violent	násilný	fear	0.812
poisonous	jedovatý	fear	0.812
quake	zemětřesení	fear	0.812
damnation	zatracení	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	uvězněn	fear	0.811
hurricane	hurikán	fear	0.811
exterminate	vyhladit	fear	0.810
fearing	strach	fear	0.808
hemorrhage	krvácení	fear	0.807
lethal	smrtící	fear	0.806
torment	trápení	fear	0.806
venom	jed	fear	0.804
claustrophobia	klaustrofobie	fear	0.803
danger	nebezpečí	fear	0.802
snakes	hadi	fear	0.802
exorcism	zaříkání	fear	0.800
obliterated	vymazána	fear	0.800
robbery	loupež	fear	0.800
terrifies	děsí	fear	0.798
cyanide	kyanid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	krutost	fear	0.797
monstrosity	obludnost	fear	0.797
attack	Záchvat	fear	0.797
extermination	vyhlazení	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	úmrtnost	fear	0.797
destruction	zničení	fear	0.797
poison	jed	fear	0.797
harmful	škodlivý	fear	0.797
persecution	pronásledování	fear	0.797
bombers	bombardéry	fear	0.797
incurable	nevyléčitelné	fear	0.797
hysteria	hysterie	fear	0.797
dreadfully	strašně	fear	0.796
arson	žhářství	fear	0.794
devastate	zpustošit	fear	0.792
tyrant	tyran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	zahynout	fear	0.784
feared	obával se	fear	0.782
maniac	maniak	fear	0.781
enslaved	zotročený	fear	0.781
rampage	rampage	fear	0.781
screaming	ječící	fear	0.781
venomous	jedovatý	fear	0.781
warlike	bojovný	fear	0.781
lifeless	bez života	fear	0.781
bloody	krvavý	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	had	fear	0.776
epidemic	epidemie	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	vymazat	fear	0.766
shipwreck	vrak	fear	0.766
crisis	krize	fear	0.766
criminal	zločinec	fear	0.766
invade	napadnout	fear	0.766
riot	nepokoj	fear	0.766
fearful	strach	fear	0.766
reprisal	odveta	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	vetřelec	fear	0.766
dangerously	nebezpečně	fear	0.766
tumor	nádor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	porušení	fear	0.766
inferno	peklo	fear	0.766
leprosy	malomocenství	fear	0.766
jihad	džihád	fear	0.766
scary	děsivé	fear	0.766
hazardous	nebezpečný	fear	0.766
detonate	vybuchnout	fear	0.766
claustrophobic	klaustrofobní	fear	0.765
hyperventilating	hyperventilační	fear	0.762
nightmares	noční můry	fear	0.759
ghostly	strašidelný	fear	0.754
destroyed	zničeno	fear	0.754
anarchy	anarchie	fear	0.750
panic	panika	fear	0.750
dreadful	strašlivý	fear	0.750
riotous	hýřivý	fear	0.750
dangerous	nebezpečný	fear	0.750
projectiles	projektily	fear	0.750
strangle	uškrtit	fear	0.750
hurricanes	hurikány	fear	0.750
anarchist	anarchista	fear	0.750
mortuary	márnice	fear	0.750
wrenching	chvění	fear	0.750
destroyer	ničitel	fear	0.750
tyranny	tyranie	fear	0.750
ptsd	ptsd	fear	0.750
hazard	nebezpečí	fear	0.750
tragedies	tragédie	fear	0.750
slavery	otroctví	fear	0.750
treacherous	zrádný	fear	0.750
cholera	cholera	fear	0.750
imprisonment	odnětí svobody	fear	0.750
agony	muka	fear	0.750
obliteration	vyhlazení	fear	0.750
accident	nehoda	fear	0.750
fears	obavy	fear	0.750
anaconda	anakonda	fear	0.750
malignancy	malignitu	fear	0.742
cannibal	kanibal	fear	0.740
bombard	bombardovat	fear	0.740
abominable	odporný	fear	0.738
bomber	bombardér	fear	0.734
diseased	nemocný	fear	0.734
gun	pistole	fear	0.734
shoot	střílet	fear	0.734
horrible	hrozný	fear	0.734
missile	střela	fear	0.734
crash	pád	fear	0.734
beast	bestie	fear	0.734
tyrannical	tyranský	fear	0.734
paralysis	ochrnutí	fear	0.734
devilish	ďábelský	fear	0.734
mutiny	vzpoura	fear	0.734
misery	bída	fear	0.734
shot	výstřel	fear	0.734
depraved	zkažený	fear	0.734
gore	gore	fear	0.734
scared	strach	fear	0.734
cursed	prokletý	fear	0.734
threaten	hrozí	fear	0.734
tornado	tornádo	fear	0.734
victimized	oběť	fear	0.734
hostage	rukojmí	fear	0.734
melee	melee	fear	0.734
hyperventilate	hyperventilát	fear	0.734
malignant	zhoubný	fear	0.734
dictatorship	diktatura	fear	0.734
mafia	mafie	fear	0.734
turmoil	zmatek	fear	0.733
combat	boj	fear	0.728
alligator	aligátor	fear	0.727
ruin	zřícenina	fear	0.725
shooter	střelec	fear	0.722
contagious	nakažlivý	fear	0.720
miscarriage	potrat	fear	0.719
casualty	oběť	fear	0.719
fight	boj	fear	0.719
mortification	umrtvování	fear	0.719
crime	zločin	fear	0.719
struggle	boj	fear	0.719
shock	šokovat	fear	0.719
seizure	záchvat	fear	0.719
lynch	lynčovat	fear	0.719
starvation	hladovění	fear	0.719
harm	poškodit	fear	0.719
excruciating	nesnesitelné	fear	0.719
phobia	fobie	fear	0.719
desperation	zoufalství	fear	0.719
devastating	zničující	fear	0.719
emergency	nouzový	fear	0.719
scream	výkřik	fear	0.719
havoc	spoušť	fear	0.719
injured	zraněno	fear	0.719
carnage	krveprolití	fear	0.717
frantically	zoufale	fear	0.717
standoff	odstup	fear	0.716
infestation	zamoření	fear	0.716
soscary	tak děsivé	fear	0.712
panicking	paniku	fear	0.708
rupture	prasknutí	fear	0.706
frantic	zběsile	fear	0.705
horrid	hrozný	fear	0.705
aggressive	agresivní	fear	0.703
anguish	úzkost	fear	0.703
gash	šrám	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminál	fear	0.703
diabolical	ďábelský	fear	0.703
sabotage	sabotovat	fear	0.703
hatred	nenávist	fear	0.703
hysterical	hysterický	fear	0.703
psychosis	psychóza	fear	0.703
carcinoma	karcinom	fear	0.703
schizophrenia	schizofrenie	fear	0.703
agonizing	agonizující	fear	0.703
wrecked	zničeno	fear	0.703
infectious	infekční	fear	0.703
collapse	kolaps	fear	0.703
grisly	příšerný	fear	0.703
prey	kořist	fear	0.703
witchcraft	čarodějnictví	fear	0.703
avalanche	lavina	fear	0.703
neurotic	neurotický	fear	0.703
harrowing	bolest	fear	0.703
fugitive	uprchlík	fear	0.703
arsenic	arsen	fear	0.703
assailant	útočník	fear	0.703
vendetta	vendeta	fear	0.703
dreaded	obávaný	fear	0.703
upheaval	převrat	fear	0.703
armed	ozbrojený	fear	0.703
cripple	mrzák	fear	0.703
malevolent	zlovolný	fear	0.703
cobra	kobra	fear	0.703
freaked	podrážděný	fear	0.703
burial	pohřbení	fear	0.703
deranged	rozrušený	fear	0.703
plague	mor	fear	0.703
forcibly	násilně	fear	0.700
abduction	únos	fear	0.700
crocodile	krokodýl	fear	0.700
offender	pachatel	fear	0.698
mayhem	chaos	fear	0.690
alarm	poplach	fear	0.688
trepidation	úzkost	fear	0.688
brawl	hádka	fear	0.688
beastly	brutální	fear	0.688
oppression	útlak	fear	0.688
guerilla	partyzán	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	beznadějný	fear	0.688
leukemia	leukémie	fear	0.688
agoraphobia	agorafobie	fear	0.688
endanger	ohrozit	fear	0.688
cadaver	mrtvola	fear	0.688
hurt	zranit	fear	0.688
paranoid	paranoidní	fear	0.688
disease	choroba	fear	0.688
contagion	nákaza	fear	0.688
cyclone	cyklón	fear	0.688
blast	výbuch	fear	0.688
hostile	nepřátelský	fear	0.688
shrapnel	šrapnel	fear	0.688
rabid	vzteklý	fear	0.688
wounding	zranění	fear	0.688
ambush	záloha	fear	0.688
gory	krvavý	fear	0.688
radiation	záření	fear	0.688
banish	vyhánět	fear	0.688
anarchism	anarchismus	fear	0.688
gallows	šibenice	fear	0.686
coffin	rakev	fear	0.684
madness	šílenství	fear	0.675
spook	strašidlo	fear	0.673
fury	zuřivost	fear	0.672
grim	chmurně	fear	0.672
trembling	chvění	fear	0.672
gang	gang	fear	0.672
scarier	strašidelné	fear	0.672
viper	zmije	fear	0.672
sinister	zlověstný	fear	0.672
victim	oběť	fear	0.672
crushing	zdrcující	fear	0.672
hurting	bolest	fear	0.672
atrocity	krutost	fear	0.672
tarantula	tarantule	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	havěť	fear	0.672
thug	thug	fear	0.672
stab	bodnout	fear	0.672
awful	hrozný	fear	0.672
felon	zločinec	fear	0.672
militia	milice	fear	0.672
dungeon	žalář	fear	0.672
militants	militanty	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	kostra	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	bojovník	fear	0.672
ghost	duch	fear	0.672
fangs	zuby	fear	0.672
soscared	soscared	fear	0.672
shatter	roztříštit	fear	0.672
persecute	pronásledovat	fear	0.672
eruption	výbuch	fear	0.672
mangle	mandl	fear	0.672
perishing	zahynuli	fear	0.672
abuse	zneužívání	fear	0.672
injury	zranění	fear	0.672
menacing	hrozivý	fear	0.672
abhorrent	odporný	fear	0.672
menace	hrozba	fear	0.672
revolver	revolver	fear	0.672
outbreak	vypuknutí	fear	0.672
desolation	zpustošení	fear	0.667
ferocious	divoký	fear	0.667
battered	otlučený	fear	0.667
cutthroat	bezohledný	fear	0.664
pandemic	pandemie	fear	0.664
volcano	sopka	fear	0.663
scares	děsí	fear	0.660
cruelly	krutě	fear	0.658
ruthless	nemilosrdný	fear	0.656
endangered	ohrožena	fear	0.656
neurosis	neuróza	fear	0.656
dictator	diktátor	fear	0.656
treason	zrada	fear	0.656
armament	vyzbrojení	fear	0.656
traitor	zrádce	fear	0.656
nefarious	zločinný	fear	0.656
emetophobia	emetofobie	fear	0.656
crazed	poblázněný	fear	0.656
insane	šílený	fear	0.656
encroachment	zásahu	fear	0.656
smash	rozbít	fear	0.656
radioactive	radioaktivní	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	krutý	fear	0.656
spider	pavouk	fear	0.656
malicious	škodlivý	fear	0.656
bully	tyran	fear	0.656
blizzard	vánice	fear	0.656
oppressive	represivní	fear	0.656
shitless	bezvýrazný	fear	0.656
revenge	pomsta	fear	0.656
lunatic	blázen	fear	0.656
typhoon	tajfun	fear	0.656
stroke	mrtvice	fear	0.656
punishment	trest	fear	0.656
tumult	hluk	fear	0.656
xenophobia	xenofobie	fear	0.656
battlefield	bojiště	fear	0.656
purgatory	očistec	fear	0.656
despotic	despotický	fear	0.656
coma	kóma	fear	0.656
debauchery	zhýralost	fear	0.656
alarming	alarmující	fear	0.656
fearfully	strašně	fear	0.656
distress	nouze	fear	0.656
projectile	projektil	fear	0.654
flog	bičovat	fear	0.653
bang	bang	fear	0.652
ransom	výkupné	fear	0.644
criminality	kriminalita	fear	0.642
quivering	chvějící se	fear	0.641
dreading	děsivý	fear	0.641
haunt	strašit	fear	0.641
scoundrel	ničema	fear	0.641
retaliation	odplata	fear	0.641
vehement	silný	fear	0.641
demented	dementní	fear	0.641
raging	zuřivost	fear	0.641
despair	zoufalství	fear	0.641
punished	potrestáno	fear	0.641
deteriorate	zhoršit	fear	0.641
conflict	konflikt	fear	0.641
aghast	aghast	fear	0.641
demise	demise	fear	0.641
duress	nátlak	fear	0.641
wildfire	blesk	fear	0.641
raptors	dravci	fear	0.641
tumour	nádor	fear	0.641
perturbation	perturbace	fear	0.641
rattlesnake	chřestýš	fear	0.641
isolated	izolovaný	fear	0.641
targeted	cílené	fear	0.641
warlock	čaroděj	fear	0.641
intimidate	zastrašit	fear	0.641
hanging	závěsný	fear	0.641
perilous	nebezpečný	fear	0.641
dastardly	podrážděně	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	vrak	fear	0.641
hideous	skryté	fear	0.641
abortion	potrat	fear	0.641
banshee	banshee	fear	0.641
dementia	demence	fear	0.641
antichrist	antikrist	fear	0.641
injurious	škodlivé	fear	0.641
bestial	bestiální	fear	0.639
serpent	had	fear	0.638
condemnation	odsouzení	fear	0.637
fire	oheň	fear	0.636
corrosive	korozívní	fear	0.636
armaments	zbraně	fear	0.636
exclusion	vyloučení	fear	0.636
nervousness	nervozita	fear	0.627
vampire	upír	fear	0.625
incendiary	zápalný	fear	0.625
incarceration	uvěznění	fear	0.625
hurtful	bolestný	fear	0.625
pestilence	mor	fear	0.625
manic	manické	fear	0.625
enemy	nepřítel	fear	0.625
spiders	pavouci	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	nechutný	fear	0.625
artillery	dělostřelectvo	fear	0.625
repression	represe	fear	0.625
combative	bojovný	fear	0.625
sickening	zlobit	fear	0.625
turbulent	turbulentní	fear	0.625
thundering	hrom	fear	0.625
infection	infekce	fear	0.625
smuggler	pašerák	fear	0.625
pneumonia	zápal plic	fear	0.625
stunned	ohromen	fear	0.625
lunacy	šílenství	fear	0.625
wracking	wracking	fear	0.625
ruinous	zničující	fear	0.625
meltdown	tavení	fear	0.625
disfigured	znetvořený	fear	0.625
prison	vězení	fear	0.625
sarcoma	sarkom	fear	0.625
irreparable	nenapravitelná	fear	0.625
wicked	zlý	fear	0.625
mercenary	žoldák	fear	0.625
vengeful	pomstychtivý	fear	0.625
madman	šílenec	fear	0.625
injure	zranit	fear	0.625
daemon	démon	fear	0.625
landslide	sesuv půdy	fear	0.625
virulence	virulence	fear	0.625
inhuman	nelidský	fear	0.625
seize	zabavit se	fear	0.625
ill	nemocný	fear	0.621
barbarian	barbar	fear	0.620
battled	bojoval	fear	0.615
plummet	Olovnice	fear	0.613
blackmail	vydírání	fear	0.612
darkened	tmavé	fear	0.610
hangman	kat	fear	0.610
contaminated	kontaminovaný	fear	0.610
malaria	malárie	fear	0.609
rob	okrást	fear	0.609
merciless	nemilosrdný	fear	0.609
disintegrate	rozpadat	fear	0.609
infanticide	infanticid	fear	0.609
illness	nemoc	fear	0.609
shackle	zavěšení	fear	0.609
bleeding	krvácející	fear	0.609
homeless	bez domova	fear	0.609
dagger	dýka	fear	0.609
aggression	agrese	fear	0.609
abandonment	opuštění	fear	0.609
alienation	odcizení	fear	0.609
prosecute	stíhání	fear	0.609
interrogation	výslech	fear	0.609
insurmountable	nepřekonatelný	fear	0.609
