word	Arabic-ar	emotion	emotion-intensity-score
homeless	بلا مأوى	anticipation	0.289
visor	قناع	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	شبكة الاتصال	anticipation	0.289
shackle	قيد	anticipation	0.289
addresses	عناوين	anticipation	0.289
noncompliance	عدم الامتثال	anticipation	0.289
cataract	الساد	anticipation	0.289
skewed	الانحراف	anticipation	0.281
astronomer	عالم الفلك	anticipation	0.281
neighbor	الجيران	anticipation	0.281
holiness	قداسة	anticipation	0.273
devil	إبليس	anticipation	0.273
cream	كريم	anticipation	0.273
picket	وتد	anticipation	0.273
latent	كامن	anticipation	0.273
immaturity	القليل الخبرة	anticipation	0.273
sentence	جملة او حكم على	anticipation	0.273
neighborhood	حي	anticipation	0.266
morals	أخلاق	anticipation	0.266
lull	ركود	anticipation	0.266
habitual	معتاد	anticipation	0.266
weight	وزن	anticipation	0.258
bye	وداعا	anticipation	0.258
forearm	ساعد	anticipation	0.250
clown	مهرج	anticipation	0.250
organ	عضو	anticipation	0.250
quote	اقتبس	anticipation	0.242
commonplace	مألوف	anticipation	0.242
dictatorship	الدكتاتورية	anticipation	0.234
board	مجلس	anticipation	0.234
white	أبيض	anticipation	0.234
treadmill	جهاز المشي	anticipation	0.234
rail	سكة حديدية	anticipation	0.234
sundial	مزولة	anticipation	0.227
tree	شجرة	anticipation	0.227
paralysis	شلل	anticipation	0.211
worm	الفيروس المتنقل	anticipation	0.203
organization	منظمة	anticipation	0.203
cement	يبني	anticipation	0.203
lagging	المتخلفة	anticipation	0.180
neutral	محايد	anticipation	0.148
cannibalism	أكل لحوم البشر	disgust	0.953
mutilation	بتر	disgust	0.930
molestation	مضايقة	disgust	0.914
incest	سفاح القربى	disgust	0.914
gonorrhea	مرض السيلان	disgust	0.906
rape	اغتصاب	disgust	0.906
cannibal	آكل لحم البشر	disgust	0.898
rot	تعفن	disgust	0.891
corpse	جثة	disgust	0.883
massacre	مذبحة	disgust	0.883
excrement	براز	disgust	0.883
slaughter	ذبح	disgust	0.875
barf	يتقيأ	disgust	0.875
slaughterhouse	مسلخ	disgust	0.867
rancid	زنخ	disgust	0.859
sewerage	مجاري	disgust	0.859
incestuous	خاص بسفاح القربى	disgust	0.859
filth	رجس	disgust	0.859
bigot	متعصب	disgust	0.859
infestation	غزو	disgust	0.852
plague	طاعون	disgust	0.852
bloodthirsty	سفاح	disgust	0.852
holocaust	محرقة	disgust	0.852
rotting	المتعفنة	disgust	0.844
maggot	يرقة	disgust	0.844
feces	البراز	disgust	0.844
fecal	برازي	disgust	0.844
murder	قتل	disgust	0.839
infanticide	وأد	disgust	0.836
homicide	قتل	disgust	0.836
asshole	الأحمق	disgust	0.836
enslaved	مستعبد	disgust	0.836
gore	نطح	disgust	0.828
perverted	جاحد	disgust	0.828
torture	تعذيب	disgust	0.828
slaughtering	ذبح	disgust	0.828
excretion	إفراز	disgust	0.828
contaminate	لوث	disgust	0.821
murderer	قاتل	disgust	0.820
gory	ملطخ بالدم	disgust	0.820
repugnant	بغيض	disgust	0.820
desecration	تدنيس	disgust	0.820
grotesque	شىء متنافر	disgust	0.820
revolting	اشمئزاز	disgust	0.820
diarrhoea	إسهال	disgust	0.820
manure	سماد	disgust	0.820
terrorist	إرهابي	disgust	0.820
shit	القرف	disgust	0.820
pervert	انحرف	disgust	0.820
slavery	عبودية	disgust	0.812
faeces	الفضلات	disgust	0.812
sewer	الصرف الصحي	disgust	0.812
vomit	قيء	disgust	0.812
manslaughter	قتل	disgust	0.812
dismemberment	تقطيع الأوصال	disgust	0.812
cadaver	الجثة	disgust	0.812
hemorrhage	نزف	disgust	0.805
repulsive	تنافرى	disgust	0.805
perverse	منحرف	disgust	0.805
filthy	قذر	disgust	0.797
sewage	مياه المجاري	disgust	0.797
depravity	فساد	disgust	0.797
diseased	مريضة	disgust	0.797
carcass	جثة	disgust	0.795
decompose	تتحلل	disgust	0.789
vermin	الهوام	disgust	0.789
puke	تقيؤ	disgust	0.789
parasite	طفيلي	disgust	0.789
horrific	مرعب	disgust	0.789
gruesome	بشع	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	المشوهة	disgust	0.789
murderous	قاتل	disgust	0.789
decayed	فاسد	disgust	0.789
herpes	الهربس	disgust	0.789
slime	سال لعابه	disgust	0.781
flatulence	انتفاخ	disgust	0.781
monstrosity	بشاعة	disgust	0.781
carnage	مذبحة	disgust	0.781
pestilence	وباء	disgust	0.781
malaria	ملاريا	disgust	0.781
crap	حماقة	disgust	0.781
toxic	سام	disgust	0.773
loathsome	كريه	disgust	0.773
insidious	أخبث	disgust	0.773
leprosy	جذام	disgust	0.773
morgue	مشرحة	disgust	0.773
pus	صديد	disgust	0.773
herpesvirus	هربس	disgust	0.773
whore	عاهرة	disgust	0.766
cruel	قاسي	disgust	0.766
repugnance	اشمئزاز	disgust	0.766
revulsion	اشمئزاز	disgust	0.766
xenophobia	رهاب الأجانب	disgust	0.766
regurgitation	ارتجاع	disgust	0.766
anthrax	الجمرة الخبيثة	disgust	0.766
lynch	أعدم من غير محاكمة	disgust	0.766
dissection	تشريح	disgust	0.759
canker	داء يصيب النبات	disgust	0.758
cruelty	قسوة	disgust	0.758
perversion	الانحراف	disgust	0.758
evil	شر	disgust	0.758
slum	حي الفقراء	disgust	0.758
infectious	معد	disgust	0.758
mucous	مخاطي	disgust	0.758
phlegm	بلغم	disgust	0.758
leeches	العلق	disgust	0.750
decomposition	تفكيك	disgust	0.750
sinister	شرير	disgust	0.750
corrupting	إفساد	disgust	0.750
demon	شيطان	disgust	0.742
stinking	كريه الرائحة	disgust	0.742
septic	عفن	disgust	0.742
deranged	مختل	disgust	0.742
bile	النكد	disgust	0.742
soiled	ملطخ	disgust	0.742
mucus	مخاط	disgust	0.742
abhorrence	اشمئزاز	disgust	0.742
abomination	رجس - مقت شديد، عمل بغيض	disgust	0.742
sickening	مقرف	disgust	0.742
demonic	شيطاني	disgust	0.742
foul	خطأ	disgust	0.734
obese	بدين	disgust	0.734
sicken	سقم	disgust	0.734
degeneracy	انحلال	disgust	0.734
crucifixion	صلب	disgust	0.734
despicable	حقير، خسيس	disgust	0.734
cancer	سرطان	disgust	0.734
atrocity	فظاعة	disgust	0.734
terrorism	إرهاب	disgust	0.734
dirty	قذر	disgust	0.727
dysentery	إسهال	disgust	0.727
adultery	الزنا	disgust	0.727
contamination	تلوث اشعاعى	disgust	0.727
bacterium	جرثوم	disgust	0.727
diabolical	شيطاني	disgust	0.727
morbidity	مرضية	disgust	0.727
grisly	مروع	disgust	0.727
repulsion	تنافر	disgust	0.727
enema	حقنة شرجية	disgust	0.727
contagion	مرض معد	disgust	0.719
disfigured	مشوه	disgust	0.719
muck	طين	disgust	0.719
lewd	خليع	disgust	0.719
garbage	قمامة	disgust	0.719
autopsy	تشريح الجثة	disgust	0.719
bowels	أحشاء	disgust	0.719
gross	إجمالي	disgust	0.719
vulgar	مبتذل	disgust	0.719
barbaric	بربري	disgust	0.719
disgust	قرف	disgust	0.719
vicious	وحشي	disgust	0.719
entrails	أحشاء	disgust	0.719
deterioration	تدهور	disgust	0.719
pungent	لاذع	disgust	0.719
bloodshed	إراقة الدماء	disgust	0.714
violent	عنيف	disgust	0.711
tyrant	طاغية	disgust	0.711
poisoned	مسمم	disgust	0.711
pollute	تلوث	disgust	0.711
wretched	ردئ	disgust	0.711
nausea	غثيان	disgust	0.711
mortification	عار	disgust	0.711
gag	أسكت	disgust	0.711
vulgarity	عامية	disgust	0.703
disgusting	مقزز	disgust	0.703
grope	تلمس	disgust	0.703
slut	وقحة	disgust	0.703
poisoning	تسمم	disgust	0.703
depraved	لئيم	disgust	0.703
noxious	ضار	disgust	0.703
porn	إباحية	disgust	0.703
nasty	مقرف	disgust	0.703
slimy	غروي	disgust	0.703
despotism	استبداد	disgust	0.703
nauseate	أصاب بالغثيان	disgust	0.703
secretion	إفراز	disgust	0.703
constipation	الإمساك	disgust	0.703
hateful	بغيض	disgust	0.703
grime	وسخ	disgust	0.703
measles	الحصبة	disgust	0.696
contagious	معدي	disgust	0.695
hellish	جهنمي	disgust	0.695
waste	المخلفات	disgust	0.695
suicidal	انتحاري	disgust	0.695
abuse	إساءة	disgust	0.695
hate	اكرهه	disgust	0.695
wretch	البائس	disgust	0.695
intestinal	المعوية	disgust	0.695
wart	ثؤلول	disgust	0.695
obesity	بدانة	disgust	0.695
scum	زبد	disgust	0.695
contaminated	ملوث	disgust	0.688
disease	مرض	disgust	0.688
rabid	مصاب بداء الكلب	disgust	0.688
ooze	طين	disgust	0.688
treason	خيانة	disgust	0.688
heartworm	القلبية	disgust	0.688
smut	سخام	disgust	0.688
cholera	كوليرا	disgust	0.680
deformed	مشوه	disgust	0.680
detest	أبغض	disgust	0.680
bestial	وحشي	disgust	0.680
sickness	مرض	disgust	0.680
antichrist	عدو للمسيح	disgust	0.680
abhorrent	مكروه	disgust	0.680
soulless	لا إنساني	disgust	0.680
freakish	عجيب	disgust	0.680
grimy	وسخ	disgust	0.680
hatred	كراهية	disgust	0.680
pollution	التلوث	disgust	0.680
germ	بذرة	disgust	0.680
abominate	مقت	disgust	0.680
hell	الجحيم	disgust	0.680
dilapidated	مهلهل	disgust	0.672
dictatorship	الدكتاتورية	disgust	0.672
inhuman	غير إنساني	disgust	0.672
greasy	دهني	disgust	0.672
hideous	بشع	disgust	0.672
loathful	loathful	disgust	0.672
obscene	فاحش	disgust	0.672
loathing	اشمئزاز	disgust	0.672
cess	سيس	disgust	0.670
devil	إبليس	disgust	0.664
heretic	كافر	disgust	0.664
nauseous	بالغثيان	disgust	0.664
abominable	فظيع	disgust	0.664
deformity	تشويه	disgust	0.664
deadly	مميت	disgust	0.664
swine	خنزير	disgust	0.664
discrimination	تمييز	disgust	0.664
masochism	ماسوشية تلذذ بالإضهاد	disgust	0.664
poisonous	سام	disgust	0.656
prejudiced	متحامل	disgust	0.656
bacteria	بكتيريا	disgust	0.656
death	الموت	disgust	0.656
poison	سم	disgust	0.656
trash	قمامة، يدمر، يهدم	disgust	0.656
abortion	الإجهاض	disgust	0.656
corruption	فساد	disgust	0.656
victimized	ضحية	disgust	0.656
oppression	ظلم	disgust	0.656
goo	غو	disgust	0.656
latrines	المراحيض	disgust	0.656
horror	رعب	disgust	0.656
horrible	رهيب	disgust	0.656
nefarious	شائن	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	انتقامي	disgust	0.648
outhouse	مبنى خارجي	disgust	0.648
horrid	فظيع	disgust	0.648
detestation	مقت	disgust	0.648
sludge	الحمأة الناتجة	disgust	0.648
ugly	البشعة	disgust	0.648
trashy	ملىء بالقمامة	disgust	0.648
bitch	الكلبة	disgust	0.648
immoral	عديم الاخلاق	disgust	0.648
malfeasance	المخالفات	disgust	0.641
spew	تقيأ	disgust	0.641
pimple	بثرة	disgust	0.641
indecency	بذاءة	disgust	0.641
unsightly	بشع	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	خسيس	disgust	0.641
cystic	مثاني	disgust	0.641
horrifying	مروع	disgust	0.641
derogatory	ازدرائي	disgust	0.641
laxative	ملين	disgust	0.641
criminality	جريمة	disgust	0.641
oppressive	ظالم	disgust	0.633
sinful	مذنب	disgust	0.633
bigoted	متعصب	disgust	0.633
doomsday	يوم القيامة	disgust	0.633
prostitution	بغاء	disgust	0.633
ulcer	قرحة	disgust	0.633
secrete	تفرز	disgust	0.633
perpetrator	مرتكب الجريمة	disgust	0.633
rat	فأر	disgust	0.633
queasy	مغثي	disgust	0.633
mildew	العفن الفطري	disgust	0.633
dastardly	خسيس	disgust	0.625
disgraceful	مخز	disgust	0.625
ghastly	مروع	disgust	0.625
persecution	اضطهاد	disgust	0.625
devilish	شيطاني	disgust	0.625
degrading	مهين	disgust	0.625
obscenity	فحش	disgust	0.625
fungus	فطر	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	نهم	disgust	0.625
stools	كرسي بلا ظهر أو ذراعين	disgust	0.625
suffering	معاناة	disgust	0.625
contemptible	خسيس	disgust	0.625
cuckold	ديوث	disgust	0.625
bloated	منتفخ	disgust	0.625
aghast	مذعور	disgust	0.625
betrayal	خيانة	disgust	0.617
guillotine	مقصلة	disgust	0.617
infect	إصابة	disgust	0.617
spoil	يفسد	disgust	0.617
tetanus	الكزاز	disgust	0.617
fat	سمين	disgust	0.617
louse	قملة	disgust	0.617
malicious	خبيث	disgust	0.617
polygamy	تعدد الزوجات	disgust	0.617
crusty	قشري	disgust	0.617
atrocious	فظيع	disgust	0.617
deceit	خداع	disgust	0.617
termite	نمل أبيض	disgust	0.617
loathe	أبغض	disgust	0.617
wench	بغي	disgust	0.617
dying	وفاة	disgust	0.617
sickly	غث	disgust	0.617
diaper	حفاضات	disgust	0.617
strangle	خنق	disgust	0.617
drool	سال لعابه	disgust	0.609
slander	افتراء	disgust	0.609
abhor	مقت	disgust	0.609
venomous	سام	disgust	0.609
brothel	بيت دعارة	disgust	0.609
ghetto	الغيت حى اليهود	disgust	0.609
violently	بعنف	disgust	0.609
hostile	عدائي	disgust	0.609
sabotage	تخريب	disgust	0.609
deform	تشوه	disgust	0.609
bleeding	نزيف	disgust	0.609
unwashed	غير مغسولة	disgust	0.602
lunacy	جنون	disgust	0.602
imprisonment	سجن	disgust	0.602
infidel	كافر	disgust	0.602
deprivation	حرمان	disgust	0.602
traitor	خائن	disgust	0.602
ugliness	قبح	disgust	0.602
musty	عفن	disgust	0.602
illicit	غير مشروع	disgust	0.602
swampy	المستنقعات	disgust	0.602
poaching	الصيد غير المشروع	disgust	0.602
hag	عجوز شمطاء	disgust	0.602
butcher	جزار	disgust	0.594
lunatic	جنوني	disgust	0.594
venom	سم	disgust	0.594
repelling	صد	disgust	0.594
thug	سفاح	disgust	0.594
misery	بؤس	disgust	0.594
toilet	الحمام	disgust	0.594
slug	سبيكة	disgust	0.594
catastrophe	كارثة	disgust	0.594
epidemic	وباء	disgust	0.594
gut	القناة الهضمية	disgust	0.594
intoxicated	ثمل	disgust	0.594
blister	نفطة	disgust	0.594
deceitful	مخادع	disgust	0.594
hostility	عداء	disgust	0.594
queasiness	غثيان	disgust	0.594
lurid	متوهج	disgust	0.594
sinner	كافر	disgust	0.594
incubus	الحضون روح شريرة	disgust	0.586
lavatory	مرحاض	disgust	0.586
harass	مضايقة	disgust	0.586
unclean	غير نظيفة	disgust	0.586
prostitute	بائعة هوى	disgust	0.586
pornography	إباحية	disgust	0.586
dreadful	مروع	disgust	0.586
deteriorated	تدهورت	disgust	0.586
appalling	مروع	disgust	0.586
unfaithful	غير مخلص	disgust	0.578
rash	طفح جلدي	disgust	0.578
humiliating	مذل	disgust	0.578
ruinous	طاحن	disgust	0.578
squeamish	شديد الحساسية	disgust	0.578
offensive	هجومي	disgust	0.578
conspirator	متآمر	disgust	0.578
larceny	سرقة	disgust	0.578
debauchery	الفسوق	disgust	0.578
mangle	فسد	disgust	0.578
flea	برغوث	disgust	0.578
hypocrite	منافق	disgust	0.578
retard	تأخير	disgust	0.578
fiend	شيطان	disgust	0.578
sick	مرض	disgust	0.578
quagmire	مستنقع	disgust	0.578
expulsion	طرد	disgust	0.578
