word	Chinese (Simplified)-zh-CN	emotion	emotion-intensity-score
kidnap	绑架	fear	0.891
slaughter	屠宰	fear	0.891
assault	突击	fear	0.891
crucifixion	受难	fear	0.891
doomed	注定	fear	0.888
poisoned	中毒	fear	0.886
suicide	自杀	fear	0.879
explosion	爆炸	fear	0.879
dismemberment	支解	fear	0.875
slaughtering	屠宰	fear	0.875
disastrous	惨重	fear	0.875
deadly	致命	fear	0.875
annihilation	歼灭	fear	0.875
disaster	灾害	fear	0.875
threatening	危险的	fear	0.875
suffocation	窒息	fear	0.875
assassin	刺客	fear	0.875
savagery	野蛮	fear	0.875
rape	强奸	fear	0.870
hell	地狱	fear	0.860
anthrax	炭疽病	fear	0.859
explosive	爆炸物	fear	0.859
warfare	战	fear	0.859
paralyzed	瘫	fear	0.859
molestation	性骚扰	fear	0.859
homicide	杀人	fear	0.859
barbaric	野蛮	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	岌	fear	0.859
demonic	恶魔的	fear	0.859
bloodshed	流血	fear	0.859
annihilated	全军覆没	fear	0.859
attacking	进攻	fear	0.859
dread	恐惧	fear	0.859
slaughterhouse	屠宰场	fear	0.859
tragedy	悲剧	fear	0.859
guillotine	断头台	fear	0.859
executioner	刽子手	fear	0.859
suffocating	令人窒息	fear	0.858
treachery	背信弃义	fear	0.856
fright	惊骇	fear	0.853
traumatic	创伤	fear	0.844
afraid	害怕	fear	0.844
morgue	停尸房	fear	0.844
drown	淹	fear	0.844
destroying	销毁	fear	0.844
painful	痛苦	fear	0.844
frightened	受惊	fear	0.844
monster	怪物	fear	0.844
slayer	杀手	fear	0.844
abomination	厌恶	fear	0.844
execution	执行	fear	0.844
scariest	最可怕的	fear	0.844
bombardment	轰击	fear	0.844
vengeance	复仇	fear	0.844
panicked	惊慌失措	fear	0.844
frightening	可怕的	fear	0.844
scare	吓	fear	0.844
apocalypse	启示	fear	0.844
petrified	石化的	fear	0.844
death	死亡	fear	0.843
chaos	混沌	fear	0.839
ghastly	阴森	fear	0.836
evil	邪恶	fear	0.833
gunmen	枪手	fear	0.828
fear	恐惧	fear	0.828
doom	厄运	fear	0.828
intruder	侵入者	fear	0.828
cancer	癌症	fear	0.828
grenade	手榴弹	fear	0.828
assassination	暗杀	fear	0.828
fatal	致命	fear	0.828
nightmare	恶梦	fear	0.828
explode	爆炸	fear	0.828
kidnapped	绑架	fear	0.828
eradication	根除	fear	0.828
hellish	地狱般	fear	0.828
paralyze	瘫痪	fear	0.828
trauma	外伤	fear	0.828
doomsday	末日	fear	0.828
violently	猛烈	fear	0.828
manslaughter	误杀	fear	0.828
devil	魔鬼	fear	0.828
frighten	吓唬	fear	0.828
brutal	野蛮	fear	0.828
morbidity	发病率	fear	0.820
crippling	瘫痪	fear	0.817
savage	野蛮人	fear	0.814
crushed	碎	fear	0.812
violence	暴力	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	可怕	fear	0.812
suffering	痛苦	fear	0.812
shooting	射击	fear	0.812
earthquake	地震	fear	0.812
destructive	有害	fear	0.812
violent	暴力	fear	0.812
poisonous	有毒	fear	0.812
quake	地震	fear	0.812
damnation	诅咒	fear	0.812
aggressor	侵略者	fear	0.812
imprisoned	囚禁	fear	0.811
hurricane	飓风	fear	0.811
exterminate	殄	fear	0.810
fearing	担心	fear	0.808
hemorrhage	出血	fear	0.807
lethal	致命	fear	0.806
torment	折磨	fear	0.806
venom	毒液	fear	0.804
claustrophobia	幽闭恐惧症	fear	0.803
danger	危险	fear	0.802
snakes	蛇	fear	0.802
exorcism	驱魔	fear	0.800
obliterated	湮没	fear	0.800
robbery	抢劫	fear	0.800
terrifies	吓坏了	fear	0.798
cyanide	氰化物	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	残酷	fear	0.797
monstrosity	怪物	fear	0.797
attack	攻击	fear	0.797
extermination	灭绝	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	死亡	fear	0.797
destruction	毁坏	fear	0.797
poison	毒	fear	0.797
harmful	有害	fear	0.797
persecution	迫害	fear	0.797
bombers	轰炸机	fear	0.797
incurable	不可救药	fear	0.797
hysteria	歇斯底里	fear	0.797
dreadfully	可怕	fear	0.796
arson	纵火	fear	0.794
devastate	蹂躏	fear	0.792
tyrant	暴君	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	沦	fear	0.784
feared	害怕	fear	0.782
maniac	疯子	fear	0.781
enslaved	奴役	fear	0.781
rampage	乱闹	fear	0.781
screaming	尖叫	fear	0.781
venomous	有毒	fear	0.781
warlike	好战	fear	0.781
lifeless	死气沉沉	fear	0.781
bloody	血腥	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	蛇	fear	0.776
epidemic	疫情	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	泯	fear	0.766
shipwreck	沉船	fear	0.766
crisis	危机	fear	0.766
criminal	刑事	fear	0.766
invade	入侵	fear	0.766
riot	暴动	fear	0.766
fearful	可怕	fear	0.766
reprisal	报复	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	侵略者	fear	0.766
dangerously	危险	fear	0.766
tumor	瘤	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	违反	fear	0.766
inferno	地狱	fear	0.766
leprosy	麻风	fear	0.766
jihad	讨伐异教徒	fear	0.766
scary	害怕	fear	0.766
hazardous	危险	fear	0.766
detonate	起爆	fear	0.766
claustrophobic	幽闭恐惧症	fear	0.765
hyperventilating	换气过度	fear	0.762
nightmares	噩梦	fear	0.759
ghostly	幽灵的	fear	0.754
destroyed	销毁	fear	0.754
anarchy	无政府状态	fear	0.750
panic	恐慌	fear	0.750
dreadful	可怕	fear	0.750
riotous	放荡的	fear	0.750
dangerous	危险	fear	0.750
projectiles	弹	fear	0.750
strangle	扼杀	fear	0.750
hurricanes	飓风	fear	0.750
anarchist	无政府主义者	fear	0.750
mortuary	停尸间	fear	0.750
wrenching	痛苦	fear	0.750
destroyer	驱逐舰	fear	0.750
tyranny	暴政	fear	0.750
ptsd	创伤后应激障碍	fear	0.750
hazard	冒险	fear	0.750
tragedies	悲剧	fear	0.750
slavery	奴隶制度	fear	0.750
treacherous	奸诈	fear	0.750
cholera	霍乱	fear	0.750
imprisonment	徒刑	fear	0.750
agony	痛苦	fear	0.750
obliteration	涂去	fear	0.750
accident	事故	fear	0.750
fears	恐惧	fear	0.750
anaconda	森蚺	fear	0.750
malignancy	恶性肿瘤	fear	0.742
cannibal	食人族	fear	0.740
bombard	轰击	fear	0.740
abominable	可恶	fear	0.738
bomber	轰炸机	fear	0.734
diseased	病态的	fear	0.734
gun	枪	fear	0.734
shoot	射击	fear	0.734
horrible	可怕	fear	0.734
missile	导弹	fear	0.734
crash	紧急	fear	0.734
beast	兽	fear	0.734
tyrannical	强横	fear	0.734
paralysis	麻痹	fear	0.734
devilish	恶魔	fear	0.734
mutiny	兵变	fear	0.734
misery	苦难	fear	0.734
shot	射击	fear	0.734
depraved	堕落	fear	0.734
gore	血块	fear	0.734
scared	害怕	fear	0.734
cursed	诅咒	fear	0.734
threaten	威胁	fear	0.734
tornado	龙卷风	fear	0.734
victimized	受害	fear	0.734
hostage	人质	fear	0.734
melee	乱斗	fear	0.734
hyperventilate	哽咽	fear	0.734
malignant	恶性	fear	0.734
dictatorship	专政	fear	0.734
mafia	黑手党	fear	0.734
turmoil	动荡	fear	0.733
combat	战斗	fear	0.728
alligator	鳄鱼	fear	0.727
ruin	废墟	fear	0.725
shooter	射手	fear	0.722
contagious	传染性的	fear	0.720
miscarriage	流产	fear	0.719
casualty	受害者	fear	0.719
fight	斗争	fear	0.719
mortification	屈辱	fear	0.719
crime	犯罪	fear	0.719
struggle	斗争	fear	0.719
shock	休克	fear	0.719
seizure	发作	fear	0.719
lynch	林奇	fear	0.719
starvation	饥饿	fear	0.719
harm	危害	fear	0.719
excruciating	痛苦	fear	0.719
phobia	恐怖症	fear	0.719
desperation	绝望	fear	0.719
devastating	破坏性的	fear	0.719
emergency	急	fear	0.719
scream	惊叫	fear	0.719
havoc	浩劫	fear	0.719
injured	受伤	fear	0.719
carnage	大屠杀	fear	0.717
frantically	疯狂	fear	0.717
standoff	对峙	fear	0.716
infestation	为患	fear	0.716
soscary	soscary	fear	0.712
panicking	恐慌	fear	0.708
rupture	破裂	fear	0.706
frantic	疯狂的	fear	0.705
horrid	可怕的	fear	0.705
aggressive	侵略性	fear	0.703
anguish	痛苦	fear	0.703
gash	划开	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	终奌站	fear	0.703
diabolical	毒辣	fear	0.703
sabotage	破坏	fear	0.703
hatred	仇	fear	0.703
hysterical	歇斯底里	fear	0.703
psychosis	精神病	fear	0.703
carcinoma	癌	fear	0.703
schizophrenia	精神分裂症	fear	0.703
agonizing	折腾	fear	0.703
wrecked	失事	fear	0.703
infectious	传染病	fear	0.703
collapse	坍方	fear	0.703
grisly	吓人的	fear	0.703
prey	猎物	fear	0.703
witchcraft	巫术	fear	0.703
avalanche	雪崩	fear	0.703
neurotic	神经质	fear	0.703
harrowing	悲惨	fear	0.703
fugitive	逃亡	fear	0.703
arsenic	砷	fear	0.703
assailant	攻击者	fear	0.703
vendetta	仇杀	fear	0.703
dreaded	可怕的	fear	0.703
upheaval	动荡	fear	0.703
armed	武装	fear	0.703
cripple	削弱	fear	0.703
malevolent	坏心肠的	fear	0.703
cobra	眼镜蛇	fear	0.703
freaked	吓坏	fear	0.703
burial	葬礼	fear	0.703
deranged	发疯	fear	0.703
plague	鼠疫	fear	0.703
forcibly	强制	fear	0.700
abduction	绑架	fear	0.700
crocodile	鳄鱼	fear	0.700
offender	犯罪分子	fear	0.698
mayhem	混乱	fear	0.690
alarm	报警	fear	0.688
trepidation	不安	fear	0.688
brawl	争吵	fear	0.688
beastly	兽	fear	0.688
oppression	压迫	fear	0.688
guerilla	游击	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	绝望	fear	0.688
leukemia	白血病	fear	0.688
agoraphobia	广场恐怖症	fear	0.688
endanger	危害	fear	0.688
cadaver	尸体	fear	0.688
hurt	伤害	fear	0.688
paranoid	偏执	fear	0.688
disease	疾病	fear	0.688
contagion	传染性	fear	0.688
cyclone	气旋	fear	0.688
blast	爆破	fear	0.688
hostile	敌对	fear	0.688
shrapnel	弹片	fear	0.688
rabid	疯狂的	fear	0.688
wounding	伤人	fear	0.688
ambush	伏击	fear	0.688
gory	血腥	fear	0.688
radiation	辐射	fear	0.688
banish	放逐	fear	0.688
anarchism	无政府主义	fear	0.688
gallows	绞架	fear	0.686
coffin	棺材	fear	0.684
madness	疯狂	fear	0.675
spook	间谍	fear	0.673
fury	愤怒	fear	0.672
grim	严峻	fear	0.672
trembling	发抖	fear	0.672
gang	结伙	fear	0.672
scarier	可怕	fear	0.672
viper	毒蛇	fear	0.672
sinister	险恶	fear	0.672
victim	受害者	fear	0.672
crushing	破碎	fear	0.672
hurting	伤害	fear	0.672
atrocity	暴行	fear	0.672
tarantula	狼蛛	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	害虫	fear	0.672
thug	暴徒	fear	0.672
stab	刺	fear	0.672
awful	可怕	fear	0.672
felon	重犯	fear	0.672
militia	民兵	fear	0.672
dungeon	地牢	fear	0.672
militants	武装分子	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	胴体	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	战斗	fear	0.672
ghost	鬼	fear	0.672
fangs	獠牙	fear	0.672
soscared	soscared	fear	0.672
shatter	打碎	fear	0.672
persecute	迫害	fear	0.672
eruption	喷发	fear	0.672
mangle	撕裂	fear	0.672
perishing	灭亡	fear	0.672
abuse	滥用	fear	0.672
injury	伤	fear	0.672
menacing	来势汹汹	fear	0.672
abhorrent	可恶	fear	0.672
menace	威胁	fear	0.672
revolver	左轮手枪	fear	0.672
outbreak	暴发	fear	0.672
desolation	苍凉	fear	0.667
ferocious	凶猛	fear	0.667
battered	受虐	fear	0.667
cutthroat	杀手	fear	0.664
pandemic	流感大流行	fear	0.664
volcano	火山	fear	0.663
scares	恐慌	fear	0.660
cruelly	残酷	fear	0.658
ruthless	无情	fear	0.656
endangered	濒危	fear	0.656
neurosis	神经官能症	fear	0.656
dictator	独裁者	fear	0.656
treason	叛逆	fear	0.656
armament	武器	fear	0.656
traitor	叛徒	fear	0.656
nefarious	邪恶	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	疯狂	fear	0.656
insane	疯	fear	0.656
encroachment	侵犯	fear	0.656
smash	粉碎	fear	0.656
radioactive	放射性的	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	残忍	fear	0.656
spider	蜘蛛	fear	0.656
malicious	恶毒	fear	0.656
bully	欺负	fear	0.656
blizzard	暴风雪	fear	0.656
oppressive	压抑	fear	0.656
shitless	狂妄	fear	0.656
revenge	复仇	fear	0.656
lunatic	疯子	fear	0.656
typhoon	台风	fear	0.656
stroke	行程	fear	0.656
punishment	惩罚	fear	0.656
tumult	骚动	fear	0.656
xenophobia	排外主义	fear	0.656
battlefield	战场	fear	0.656
purgatory	炼狱	fear	0.656
despotic	专制	fear	0.656
coma	昏迷	fear	0.656
debauchery	放荡	fear	0.656
alarming	惊人	fear	0.656
fearfully	可怕	fear	0.656
distress	苦难	fear	0.656
projectile	抛射物	fear	0.654
flog	鞭打	fear	0.653
bang	砰	fear	0.652
ransom	赎金	fear	0.644
criminality	犯罪	fear	0.642
quivering	颤抖	fear	0.641
dreading	害怕	fear	0.641
haunt	出没	fear	0.641
scoundrel	恶棍	fear	0.641
retaliation	报复	fear	0.641
vehement	慷慨	fear	0.641
demented	发狂	fear	0.641
raging	愤怒	fear	0.641
despair	绝望	fear	0.641
punished	处罚	fear	0.641
deteriorate	恶化	fear	0.641
conflict	冲突	fear	0.641
aghast	骇然	fear	0.641
demise	让位	fear	0.641
duress	胁迫	fear	0.641
wildfire	磷火	fear	0.641
raptors	猛龙	fear	0.641
tumour	瘤	fear	0.641
perturbation	摄	fear	0.641
rattlesnake	响尾蛇	fear	0.641
isolated	孤立	fear	0.641
targeted	针对	fear	0.641
warlock	术士	fear	0.641
intimidate	威吓	fear	0.641
hanging	挂	fear	0.641
perilous	殆	fear	0.641
dastardly	卑鄙	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	破坏	fear	0.641
hideous	可怕	fear	0.641
abortion	流产	fear	0.641
banshee	女妖	fear	0.641
dementia	痴呆	fear	0.641
antichrist	敌基督	fear	0.641
injurious	害	fear	0.641
bestial	兽	fear	0.639
serpent	蛇	fear	0.638
condemnation	非难	fear	0.637
fire	火	fear	0.636
corrosive	腐蚀性的	fear	0.636
armaments	军备	fear	0.636
exclusion	排除	fear	0.636
nervousness	神经紧张	fear	0.627
vampire	吸血鬼	fear	0.625
incendiary	放火的	fear	0.625
incarceration	监禁	fear	0.625
hurtful	伤人	fear	0.625
pestilence	瘟疫	fear	0.625
manic	躁狂	fear	0.625
enemy	敌人	fear	0.625
spiders	蜘蛛	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	令人作呕	fear	0.625
artillery	炮兵	fear	0.625
repression	抑制	fear	0.625
combative	好斗	fear	0.625
sickening	令人作呕	fear	0.625
turbulent	汹涌	fear	0.625
thundering	雷鸣的	fear	0.625
infection	感染	fear	0.625
smuggler	走私者	fear	0.625
pneumonia	肺炎	fear	0.625
stunned	目瞪口呆	fear	0.625
lunacy	疯狂行为	fear	0.625
wracking	年代久远	fear	0.625
ruinous	毁灭性的	fear	0.625
meltdown	崩溃	fear	0.625
disfigured	毁容	fear	0.625
prison	监狱	fear	0.625
sarcoma	肉瘤	fear	0.625
irreparable	不可挽回的	fear	0.625
wicked	邪恶	fear	0.625
mercenary	雇佣兵	fear	0.625
vengeful	复仇	fear	0.625
madman	狂人	fear	0.625
injure	损伤	fear	0.625
daemon	守护进程	fear	0.625
landslide	滑坡	fear	0.625
virulence	毒力	fear	0.625
inhuman	不人道	fear	0.625
seize	抢占	fear	0.625
ill	生病	fear	0.621
barbarian	野蛮人	fear	0.620
battled	作战	fear	0.615
plummet	铅坠	fear	0.613
blackmail	勒索	fear	0.612
darkened	黑暗	fear	0.610
hangman	刽子手	fear	0.610
contaminated	污染	fear	0.610
malaria	疟疾	fear	0.609
rob	抢	fear	0.609
merciless	无情	fear	0.609
disintegrate	瓦解	fear	0.609
infanticide	女婴	fear	0.609
illness	疾病	fear	0.609
shackle	铁链	fear	0.609
bleeding	流血的	fear	0.609
homeless	无家可归	fear	0.609
dagger	匕首	fear	0.609
aggression	侵略	fear	0.609
abandonment	放弃	fear	0.609
alienation	异化	fear	0.609
prosecute	起诉	fear	0.609
interrogation	问诊	fear	0.609
insurmountable	不可逾越	fear	0.609
oblivion	遗忘	fear	0.609
scourge	灾害	fear	0.609
beating	跳动	fear	0.609
oppressor	暴君	fear	0.609
ogre	怪物	fear	0.609
butcher	屠夫	fear	0.609
wrath	愤怒	fear	0.609
injuring	受伤	fear	0.609
despotism	独裁	fear	0.609
sufferer	患者	fear	0.609
injection	注射	fear	0.609
deplorable	可悲	fear	0.609
conflagration	燹	fear	0.609
threat	威胁	fear	0.604
raid	袭击	fear	0.600
firearms	枪支	fear	0.600
nerves	神经	fear	0.600
eviction	赶出	fear	0.596
villain	恶棍	fear	0.595
omen	预兆	fear	0.594
possessed	拥有	fear	0.594
villainous	流氓	fear	0.594
cardiomyopathy	心肌病	fear	0.594
flee	逃跑	fear	0.594
pain	疼痛	fear	0.594
restrained	矜持	fear	0.594
haze	阴霾	fear	0.594
pounding	重击	fear	0.594
masochism	受虐狂	fear	0.594
shelling	炮轰	fear	0.594
convict	定罪	fear	0.594
casket	棺材	fear	0.594
burglar	窃贼	fear	0.594
foe	敌人	fear	0.594
terrible	可怕	fear	0.594
lightning	闪电	fear	0.594
fraught	误人子弟	fear	0.594
rot	腐烂	fear	0.594
anxiety	焦虑	fear	0.594
dragon	龙	fear	0.594
accursed	诅咒	fear	0.594
tribulation	苦难	fear	0.594
goblin	小妖精	fear	0.594
infidel	异教徒	fear	0.594
sepsis	脓血症	fear	0.594
paranoia	偏执	fear	0.594
euthanasia	安乐死	fear	0.594
ominous	不祥的	fear	0.594
hypertrophy	肥大	fear	0.594
deceit	谎言	fear	0.594
tremor	震	fear	0.594
belligerent	交战的	fear	0.594
torrent	激流	fear	0.594
sickness	疾病	fear	0.594
wounded	负伤	fear	0.592
elimination	消除	fear	0.588
lava	岩浆	fear	0.588
spank	一巴掌	fear	0.587
hostilities	敌对行动	fear	0.586
dismal	惨淡	fear	0.584
blockade	封锁	fear	0.582
punch	冲床	fear	0.580
demoralized	士气低落	fear	0.578
coward	懦夫	fear	0.578
sostressed	NO TRANSLATION	fear	0.578
forbidding	森严	fear	0.578
shady	阴凉	fear	0.578
dispossessed	一无所有	fear	0.578
clashing	冲突	fear	0.578
stealing	偷窃行为	fear	0.578
parasite	寄生物	fear	0.578
volatility	挥发性	fear	0.578
deprivation	剥夺	fear	0.578
apprehensive	忧虑	fear	0.578
eatingdisorders	NO TRANSLATION	fear	0.578
shudder	不寒而栗	fear	0.578
loss	失利	fear	0.578
tumultuous	汹	fear	0.578
assail	攻击	fear	0.578
grizzly	灰熊	fear	0.578
worry	担心	fear	0.578
hateful	可恶	fear	0.578
confined	受限	fear	0.578
evacuate	撤离	fear	0.578
quarantine	隔离	fear	0.578
dire	NO TRANSLATION	fear	0.578
jeopardy	危险	fear	0.578
failure	失败	fear	0.578
bacteria	菌	fear	0.578
pained	苦涩	fear	0.578
curse	诅咒	fear	0.578
abyss	深渊	fear	0.578
haunted	闹鬼	fear	0.578
surgery	手术	fear	0.578
jail	监狱	fear	0.578
desecration	亵渎	fear	0.578
infliction	施加某种	fear	0.578
cringe	低三下四	fear	0.578
angina	心绞痛	fear	0.578
mob	暴民	fear	0.577
perdition	殒命	fear	0.577
comatose	昏睡的	fear	0.575
unholy	邪恶	fear	0.575
toxin	毒素	fear	0.575
pillage	掠	fear	0.574
incest	乱伦	fear	0.571
wound	伤口	fear	0.571
forced	被迫	fear	0.569
cowardice	怯懦	fear	0.567
crypt	隐窝	fear	0.566
domination	统治	fear	0.566
witch	巫婆	fear	0.565
smuggle	走私	fear	0.565
martyrdom	殉教	fear	0.562
martyr	烈士	fear	0.562
impending	即将到来的	fear	0.562
turbulence	动乱	fear	0.562
risk	风险	fear	0.562
polio	脊髓灰质炎	fear	0.562
prisoner	囚犯	fear	0.562
ulcer	溃疡	fear	0.562
worries	忧	fear	0.562
powerless	无力	fear	0.562
overpowering	压倒性	fear	0.562
mange	NO TRANSLATION	fear	0.562
corrupting	腐败	fear	0.562
confine	局限	fear	0.562
appalling	骇人听闻的	fear	0.562
eeek	NO TRANSLATION	fear	0.562
distressing	令人痛心	fear	0.562
deterioration	恶化	fear	0.562
duel	决斗	fear	0.562
banished	放逐	fear	0.562
syncope	昏厥	fear	0.562
evasion	逃避	fear	0.562
grave	坟	fear	0.562
vanished	消失	fear	0.562
purge	清除	fear	0.562
hunter	猎人	fear	0.562
inflict	造成	fear	0.562
thrash	鞭打	fear	0.562
afflict	折磨	fear	0.562
masks	面具	fear	0.562
punishing	惩罚	fear	0.562
incubus	梦魇	fear	0.562
sacrifices	牺牲	fear	0.562
freak	怪物	fear	0.562
jitters	抖动	fear	0.562
incrimination	证其罪	fear	0.562
gunpowder	火药	fear	0.562
degrading	降解	fear	0.562
pitfall	陷阱	fear	0.562
lawsuit	诉讼	fear	0.562
misfortune	不幸	fear	0.562
apprehend	拘押	fear	0.562
risky	有风险	fear	0.562
travesty	滑稽戏	fear	0.562
unsafe	不安全	fear	0.561
perpetrator	肇事者	fear	0.560
worstfeeling	NO TRANSLATION	fear	0.560
sin	NO TRANSLATION	fear	0.560
intimidation	恐吓	fear	0.559
occult	隐匿性	fear	0.559
disable	禁用	fear	0.558
decay	衰变	fear	0.557
affliction	痛苦	fear	0.557
autopsy	尸检	fear	0.557
vulnerability	漏洞	fear	0.548
outburst	突发	fear	0.547
deformity	畸形	fear	0.547
defenseless	手无寸铁	fear	0.547
