word	Shona-sn	emotion	emotion-intensity-score
molestation	kushungurudzwa	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	gonorrhea	disgust	0.906
rape	kubata	disgust	0.906
cannibal	cannibal	disgust	0.898
rot	rot	disgust	0.891
corpse	chitunha	disgust	0.883
massacre	kuuraya	disgust	0.883
excrement	tsvina	disgust	0.883
slaughter	kuurawa	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	slaughterhouse	disgust	0.867
rancid	rancid	disgust	0.859
sewerage	sewerage	disgust	0.859
incestuous	incestuous	disgust	0.859
filth	tsvina	disgust	0.859
bigot	bigot	disgust	0.859
infestation	kupera	disgust	0.852
plague	denda	disgust	0.852
bloodthirsty	ropa	disgust	0.852
holocaust	chibayiro	disgust	0.852
rotting	kuora	disgust	0.844
maggot	maggot	disgust	0.844
feces	feces	disgust	0.844
fecal	fecal	disgust	0.844
murder	kuuraya	disgust	0.839
infanticide	infanticide	disgust	0.836
homicide	kuuraya	disgust	0.836
asshole	asshole	disgust	0.836
enslaved	varanda	disgust	0.836
gore	Gore	disgust	0.828
perverted	kukanganisa	disgust	0.828
torture	kutambudzwa	disgust	0.828
slaughtering	kuuraya	disgust	0.828
excretion	excretion	disgust	0.828
contaminate	tsvina	disgust	0.821
murderer	muurayi	disgust	0.820
gory	gory	disgust	0.820
repugnant	zvinonyangadza	disgust	0.820
desecration	kudzvinyirira	disgust	0.820
grotesque	zvinotyisa	disgust	0.820
revolting	revolting	disgust	0.820
diarrhoea	chirwere	disgust	0.820
manure	manyowa	disgust	0.820
terrorist	magandanga	disgust	0.820
shit	shit	disgust	0.820
pervert	kupotsa	disgust	0.820
slavery	varanda	disgust	0.812
faeces	chimedu	disgust	0.812
sewer	sewer	disgust	0.812
vomit	vomera	disgust	0.812
manslaughter	kuuraya	disgust	0.812
dismemberment	dismemberment	disgust	0.812
cadaver	cadaver	disgust	0.812
hemorrhage	kuora ropa	disgust	0.805
repulsive	kunyangadza	disgust	0.805
perverse	kupotsa	disgust	0.805
filthy	tsvina	disgust	0.797
sewage	sewage	disgust	0.797
depravity	kuora	disgust	0.797
diseased	chirwere	disgust	0.797
carcass	chitunha	disgust	0.795
decompose	decompose	disgust	0.789
vermin	vermin	disgust	0.789
puke	puka	disgust	0.789
parasite	parasite	disgust	0.789
horrific	zvinotyisa	disgust	0.789
gruesome	zvinotyisa	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	akadzikwa	disgust	0.789
murderous	kuuraya	disgust	0.789
decayed	yakaora	disgust	0.789
herpes	herpes	disgust	0.789
slime	slide	disgust	0.781
flatulence	flatulence	disgust	0.781
monstrosity	monstrosity	disgust	0.781
carnage	kuuraya	disgust	0.781
pestilence	denda	disgust	0.781
malaria	malariya	disgust	0.781
crap	crap	disgust	0.781
toxic	toxic	disgust	0.773
loathsome	loathsome	disgust	0.773
insidious	insidious	disgust	0.773
leprosy	maperembudzi	disgust	0.773
morgue	morgue	disgust	0.773
pus	pus	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	hufeve	disgust	0.766
cruel	utsinye	disgust	0.766
repugnance	kuzvidzora	disgust	0.766
revulsion	revulsion	disgust	0.766
xenophobia	xenophobia	disgust	0.766
regurgitation	regurgitation	disgust	0.766
anthrax	anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	dissection	disgust	0.759
canker	canker	disgust	0.758
cruelty	utsinye	disgust	0.758
perversion	kupotsa	disgust	0.758
evil	zvakaipa	disgust	0.758
slum	slum	disgust	0.758
infectious	zvinopararira	disgust	0.758
mucous	mucous	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	leeches	disgust	0.750
decomposition	kuora	disgust	0.750
sinister	mutadzi	disgust	0.750
corrupting	kuodza	disgust	0.750
demon	dhimoni	disgust	0.742
stinking	kunhuwa	disgust	0.742
septic	septic	disgust	0.742
deranged	deranged	disgust	0.742
bile	bile	disgust	0.742
soiled	soiled	disgust	0.742
mucus	mucus	disgust	0.742
abhorrence	kuvenga	disgust	0.742
abomination	zvinonyangadza	disgust	0.742
sickening	sickening	disgust	0.742
demonic	dhimoni	disgust	0.742
foul	zvakaipa	disgust	0.734
obese	obese	disgust	0.734
sicken	sicken	disgust	0.734
degeneracy	degeneracy	disgust	0.734
crucifixion	kurovererwa	disgust	0.734
despicable	kuzvidza	disgust	0.734
cancer	kenza	disgust	0.734
atrocity	atrocity	disgust	0.734
terrorism	ugandanga	disgust	0.734
dirty	tsvina	disgust	0.727
dysentery	dysentery	disgust	0.727
adultery	upombwe	disgust	0.727
contamination	kusvibiswa	disgust	0.727
bacterium	bhakitiriya	disgust	0.727
diabolical	diabolical	disgust	0.727
morbidity	morbidity	disgust	0.727
grisly	grisly	disgust	0.727
repulsion	kuzvidzora	disgust	0.727
enema	enema	disgust	0.727
contagion	kuparadzirwa	disgust	0.719
disfigured	isina kusimba	disgust	0.719
muck	muck	disgust	0.719
lewd	ruchiva	disgust	0.719
garbage	garbage	disgust	0.719
autopsy	autopsy	disgust	0.719
bowels	bowels	disgust	0.719
gross	zvakanyanya	disgust	0.719
vulgar	nyota	disgust	0.719
barbaric	barbaric	disgust	0.719
disgust	kunyangadza	disgust	0.719
vicious	vane utsinye	disgust	0.719
entrails	entrails	disgust	0.719
deterioration	kuora mwoyo	disgust	0.719
pungent	pungent	disgust	0.719
bloodshed	kuteura ropa	disgust	0.714
violent	chisimba	disgust	0.711
tyrant	tyrant	disgust	0.711
poisoned	chepfu	disgust	0.711
pollute	kusvibisa	disgust	0.711
wretched	nhamo	disgust	0.711
nausea	nausea	disgust	0.711
mortification	kukanganisa	disgust	0.711
gag	gag	disgust	0.711
vulgarity	kuora	disgust	0.703
disgusting	zvinonyangadza	disgust	0.703
grope	kupembera	disgust	0.703
slut	slut	disgust	0.703
poisoning	poisoning	disgust	0.703
depraved	zvinonyangadza	disgust	0.703
noxious	noxious	disgust	0.703
porn	zvinonyadzisira	disgust	0.703
nasty	nasty	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotism	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	secretion	disgust	0.703
constipation	kuvimbiswa	disgust	0.703
hateful	vanovenga	disgust	0.703
grime	grime	disgust	0.703
measles	measles	disgust	0.696
contagious	anoparadzira	disgust	0.695
hellish	hellish	disgust	0.695
waste	dongo	disgust	0.695
suicidal	kuzviuraya	disgust	0.695
abuse	kushungurudza	disgust	0.695
hate	kuvenga	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	mukati	disgust	0.695
wart	wart	disgust	0.695
obesity	kuneta	disgust	0.695
scum	scum	disgust	0.695
contaminated	zvakasvibiswa	disgust	0.688
disease	chirwere	disgust	0.688
rabid	rabid	disgust	0.688
ooze	ooze	disgust	0.688
treason	kupandukira	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	deformed	disgust	0.680
detest	kuvenga	disgust	0.680
bestial	chifeve	disgust	0.680
sickness	kurwara	disgust	0.680
antichrist	antichrist	disgust	0.680
abhorrent	zvinonyangadza	disgust	0.680
soulless	soulless	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	ruvengo	disgust	0.680
pollution	kusvibiswa	disgust	0.680
germ	mishonga	disgust	0.680
abominate	zvinonyangadza	disgust	0.680
hell	gehena	disgust	0.680
dilapidated	akaora mwoyo	disgust	0.672
dictatorship	kudzvinyirira	disgust	0.672
inhuman	inhuman	disgust	0.672
greasy	greasy	disgust	0.672
hideous	hideous	disgust	0.672
loathful	loathful	disgust	0.672
obscene	zvinonyadzisa	disgust	0.672
loathing	loathing	disgust	0.672
cess	cess	disgust	0.670
devil	dhimoni	disgust	0.664
heretic	heretic	disgust	0.664
nauseous	nauseous	disgust	0.664
abominable	zvinonyangadza	disgust	0.664
deformity	deformity	disgust	0.664
deadly	kufa	disgust	0.664
swine	nguruve	disgust	0.664
discrimination	kusarura	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	chepfuous	disgust	0.656
prejudiced	kusarura	disgust	0.656
bacteria	mabhakitiriya	disgust	0.656
death	rufu	disgust	0.656
poison	chepfu	disgust	0.656
trash	trash	disgust	0.656
abortion	kubvisa pamuviri	disgust	0.656
corruption	uori	disgust	0.656
victimized	vanotambudzwa	disgust	0.656
oppression	kudzvinyirirwa	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	kutya	disgust	0.656
horrible	zvinotyisa	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	kushata	disgust	0.648
detestation	kuvenga	disgust	0.648
sludge	sludge	disgust	0.648
ugly	zvakaipa	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	unzenza	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	unsightly	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	inopisa	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	chinotyisa	disgust	0.641
derogatory	kuzvidza	disgust	0.641
laxative	laxative	disgust	0.641
criminality	upombwe	disgust	0.641
oppressive	kudzvinyirira	disgust	0.633
sinful	chivi	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	doomsday	disgust	0.633
prostitution	ufeve	disgust	0.633
ulcer	ulcer	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	mutadzi	disgust	0.633
rat	rat	disgust	0.633
queasy	queasy	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	zvinonyadzisa	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	kutambudzwa	disgust	0.625
devilish	devilish	disgust	0.625
degrading	kunyadzisa	disgust	0.625
obscenity	kunyadzisa	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ukara	disgust	0.625
stools	zvigaro	disgust	0.625
suffering	kutambura	disgust	0.625
contemptible	kunyangadza	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	bloated	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	kutengesa	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	kuuraya	disgust	0.617
spoil	kupamba	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	mafuta	disgust	0.617
louse	louse	disgust	0.617
malicious	tsvina	disgust	0.617
polygamy	goroka	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	kunyengera	disgust	0.617
termite	termite	disgust	0.617
loathe	loathe	disgust	0.617
wench	wench	disgust	0.617
dying	kufa	disgust	0.617
sickly	kurwara	disgust	0.617
diaper	diaper	disgust	0.617
strangle	strangle	disgust	0.617
drool	drool	disgust	0.609
slander	kuchera	disgust	0.609
abhor	kuvenga	disgust	0.609
venomous	dambudziko	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	zvine utsinye	disgust	0.609
hostile	hostile	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	deform	disgust	0.609
bleeding	kubuda ropa	disgust	0.609
unwashed	unwashed	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	kuiswa mujeri	disgust	0.602
infidel	infidel	disgust	0.602
deprivation	kurasa	disgust	0.602
traitor	mutengesi	disgust	0.602
ugliness	ugliness	disgust	0.602
musty	musty	disgust	0.602
illicit	hazvibvumirwi	disgust	0.602
swampy	swampy	disgust	0.602
poaching	poaching	disgust	0.602
hag	hag	disgust	0.602
butcher	butcher	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	uturu	disgust	0.594
repelling	repelling	disgust	0.594
thug	thug	disgust	0.594
misery	nhamo	disgust	0.594
toilet	chimbudzi	disgust	0.594
slug	slug	disgust	0.594
catastrophe	catastrophe	disgust	0.594
epidemic	denda	disgust	0.594
gut	gut	disgust	0.594
intoxicated	inxicated	disgust	0.594
blister	blister	disgust	0.594
deceitful	kunyengera	disgust	0.594
hostility	utsinye	disgust	0.594
queasiness	queasiness	disgust	0.594
lurid	lurid	disgust	0.594
sinner	mutadzi	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	kushungurudza	disgust	0.586
unclean	haana kuchena	disgust	0.586
prostitute	hufeve	disgust	0.586
pornography	zvinonyadzisira	disgust	0.586
dreadful	anotyisa	disgust	0.586
deteriorated	zvakashata	disgust	0.586
appalling	zvinotyisa	disgust	0.586
unfaithful	vasina kutendeka	disgust	0.578
rash	mapundu	disgust	0.578
humiliating	kunyadzisa	disgust	0.578
ruinous	zvinoparadza	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	zvinogumbura	disgust	0.578
conspirator	conspirator	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	kunyengera	disgust	0.578
mangle	mangle	disgust	0.578
flea	flea	disgust	0.578
hypocrite	munyengeri	disgust	0.578
retard	kurega	disgust	0.578
fiend	fiend	disgust	0.578
sick	kurwara	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	kudzingwa	disgust	0.578
treacherous	vanonyengera	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spit	disgust	0.570
devastating	kuparadza	disgust	0.570
bastard	bastard	disgust	0.570
messy	messy	disgust	0.570
flog	flog	disgust	0.570
egregious	zvinoshamisa	disgust	0.570
swamp	swamp	disgust	0.570
oppress	kudzvinyirira	disgust	0.570
despise	kuzvidza	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	nyoka	disgust	0.570
snake	nyoka	disgust	0.562
terrible	anotyisa	disgust	0.562
awful	zvakaipa	disgust	0.562
harmful	zvinokuvadza	disgust	0.562
insanity	insanity	disgust	0.562
indecent	indecent	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	muvengi	disgust	0.562
stealing	kuba	disgust	0.562
alcoholism	kudhakwa	disgust	0.562
humiliation	kunyadziswa	disgust	0.562
ruthless	utsinye	disgust	0.562
sloppy	simbe	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	hufeve	disgust	0.562
sinning	kutadza	disgust	0.562
robbery	kupamba	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	ropa	disgust	0.555
odious	odious	disgust	0.555
ridicule	kuseka	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	chikara	disgust	0.555
collusion	collusion	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregate	disgust	0.555
discriminating	kusarura	disgust	0.555
coward	coward	disgust	0.555
wickedness	uipi	disgust	0.555
threatening	kutyisidzira	disgust	0.555
unattractive	kusateerera	disgust	0.555
slayer	muurayi	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miserable	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	kumanikidza	disgust	0.547
thief	mbavha	disgust	0.547
slur	slur	disgust	0.547
suffocating	kutsungirira	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	kusvibiswa	disgust	0.547
bitterly	zvinorwadza	disgust	0.547
burglar	burglar	disgust	0.547
attacking	kurwisa	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	kupiwa mhosva	disgust	0.547
pillage	kupamba	disgust	0.547
deleterious	deleterious	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	kuramba	disgust	0.539
infidelity	kusatenda	disgust	0.539
liar	murevi wenhema	disgust	0.539
fatty	fatty	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	drunken	disgust	0.539
disgrace	kunyadziswa	disgust	0.539
shame	kunyadziswa	disgust	0.539
jealous	godo	disgust	0.539
imprisoned	ari mujeri	disgust	0.539
pig	nguruve	disgust	0.539
greedy	makaro	disgust	0.539
sloth	sloth	disgust	0.539
lethal	lethal	disgust	0.536
burnt	burned	disgust	0.531
aberration	kuberekwa	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	hanging	disgust	0.531
destructive	kuparadza	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	kusagutsikana	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	zvakaparadzwa	disgust	0.531
withered	yakasvava	disgust	0.531
disintegrate	shanduka	disgust	0.531
brawl	kurwisana	disgust	0.531
blemish	chirema	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	anonyomba	disgust	0.531
lying	kureva nhema	disgust	0.531
painful	zvinorwadza	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	kunyadziswa	disgust	0.523
mistress	madzimadzi	disgust	0.523
disparaging	kunyadzisa	disgust	0.523
rubbish	rubbish	disgust	0.523
derogation	kuzvidza	disgust	0.523
accusation	mhosva	disgust	0.523
intolerance	kusawirirana	disgust	0.523
incarceration	kuiswa mujeri	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	zvinorwadza	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	kunyadzisa	disgust	0.516
gutter	gutter	disgust	0.516
rob	rob	disgust	0.516
grim	zvinotyisa	disgust	0.516
defraud	kunyengera	disgust	0.516
tortious	zvinotambudza	disgust	0.516
eradication	kuparadzwa	disgust	0.516
stink	stink	disgust	0.516
convict	anopomera	disgust	0.516
dishonor	kunyadziswa	disgust	0.516
vulture	vulture	disgust	0.516
remains	rinoramba	disgust	0.516
mite	mite	disgust	0.516
betray	betha	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bhomba	disgust	0.508
distress	kutambudzika	disgust	0.508
pest	pest	disgust	0.508
incurable	asingagoni kurapwa	disgust	0.508
worthless	zvisina maturo	disgust	0.508
rejection	kuramba	disgust	0.508
distasteful	zvinotyisa	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	kunhuwa	disgust	0.508
cheat	cheat	disgust	0.508
blob	blob	disgust	0.508
prisoner	musungwa	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	njodzi	disgust	0.508
crude	zvisizvo	disgust	0.508
resentment	hasha	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
