word	Bulgarian-bg	emotion	emotion-intensity-score
lunacy	лудост	disgust	0.602
imprisonment	затваряне	disgust	0.602
infidel	невярващ	disgust	0.602
deprivation	лишаване	disgust	0.602
traitor	предател	disgust	0.602
ugliness	грозота	disgust	0.602
musty	мухлясал	disgust	0.602
illicit	незаконен	disgust	0.602
swampy	блатист	disgust	0.602
poaching	бракониерство	disgust	0.602
hag	вещица	disgust	0.602
butcher	касапин	disgust	0.594
lunatic	лунатик	disgust	0.594
venom	отрова	disgust	0.594
repelling	отблъскващ	disgust	0.594
thug	гангстер	disgust	0.594
misery	мизерия	disgust	0.594
toilet	тоалетна	disgust	0.594
slug	плужек	disgust	0.594
catastrophe	катастрофа	disgust	0.594
epidemic	епидемия	disgust	0.594
gut	инстинктивен	disgust	0.594
intoxicated	в нетрезво състояние	disgust	0.594
blister	мехур	disgust	0.594
deceitful	измамен	disgust	0.594
hostility	враждебност	disgust	0.594
queasiness	гадене	disgust	0.594
lurid	потресаващ	disgust	0.594
sinner	грешник	disgust	0.594
incubus	кошмар	disgust	0.586
lavatory	тоалетна	disgust	0.586
harass	тормозя	disgust	0.586
unclean	нечист	disgust	0.586
prostitute	проститутка	disgust	0.586
pornography	порнография	disgust	0.586
dreadful	страшен	disgust	0.586
deteriorated	влошило	disgust	0.586
appalling	ужасен	disgust	0.586
unfaithful	неверен	disgust	0.578
rash	обрив	disgust	0.578
humiliating	унизителен	disgust	0.578
ruinous	пагубен	disgust	0.578
squeamish	гнуслив	disgust	0.578
offensive	офанзива	disgust	0.578
conspirator	конспиратор	disgust	0.578
larceny	кражба	disgust	0.578
debauchery	разврат	disgust	0.578
mangle	развалям	disgust	0.578
flea	бълха	disgust	0.578
hypocrite	лицемер	disgust	0.578
retard	спъвам	disgust	0.578
fiend	демон	disgust	0.578
sick	болен	disgust	0.578
quagmire	тресавище	disgust	0.578
expulsion	изгонване	disgust	0.578
treacherous	вероломен	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	шиш	disgust	0.570
devastating	опустошителен	disgust	0.570
bastard	копеле	disgust	0.570
messy	разхвърлян	disgust	0.570
flog	шибам	disgust	0.570
egregious	нечуван	disgust	0.570
swamp	блато	disgust	0.570
oppress	потискам	disgust	0.570
despise	презирам	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	змия	disgust	0.570
snake	змия	disgust	0.562
terrible	ужасен	disgust	0.562
awful	ужасен	disgust	0.562
harmful	вреден	disgust	0.562
insanity	лудост	disgust	0.562
indecent	неприличен	disgust	0.562
sordid	мръсен	disgust	0.562
loo	клозет	disgust	0.562
scoundrel	мошеник	disgust	0.562
enemy	враг	disgust	0.562
stealing	кражба	disgust	0.562
alcoholism	алкохолизъм	disgust	0.562
humiliation	унижение	disgust	0.562
ruthless	безскрупулен	disgust	0.562
sloppy	помия	disgust	0.562
tyrannical	тираничен	disgust	0.562
harlot	блудница	disgust	0.562
sinning	грях	disgust	0.562
robbery	обир	disgust	0.555
insufferable	непоносим	disgust	0.555
arsenic	арсен	disgust	0.555
bloody	кървав	disgust	0.555
odious	омразен	disgust	0.555
ridicule	присмех	disgust	0.555
atrophy	атрофия	disgust	0.555
beastly	зверски	disgust	0.555
collusion	съглашателство	disgust	0.555
distaste	отвращение	disgust	0.555
segregate	изолирам	disgust	0.555
discriminating	изтънчен	disgust	0.555
coward	страхливец	disgust	0.555
wickedness	порочност	disgust	0.555
threatening	заплашващ	disgust	0.555
unattractive	непривлекателен	disgust	0.555
slayer	убиец	disgust	0.555
flabby	слабохарактерен	disgust	0.555
varicella	варицела	disgust	0.555
miserable	жалък	disgust	0.547
sty	кочина	disgust	0.547
ogre	страшилище	disgust	0.547
coercion	принуда	disgust	0.547
thief	крадец	disgust	0.547
slur	обида	disgust	0.547
suffocating	задушаваща	disgust	0.547
anathema	анатема	disgust	0.547
purgatory	чистилище	disgust	0.547
malevolent	отмъстителен	disgust	0.547
bitterly	горчиво	disgust	0.547
burglar	крадец	disgust	0.547
attacking	атакуващ	disgust	0.547
vesicular	везикулозна	disgust	0.547
condemnation	осъждане	disgust	0.547
pillage	грабеж	disgust	0.547
deleterious	вреден	disgust	0.547
thrash	побеждавам	disgust	0.539
repellant	репелент	disgust	0.539
repudiation	отричане	disgust	0.539
infidelity	изневяра	disgust	0.539
liar	лъжец	disgust	0.539
fatty	мастен	disgust	0.539
gob	буца	disgust	0.539
sneer	подигравка	disgust	0.539
drunken	пиян	disgust	0.539
disgrace	позор	disgust	0.539
shame	срам	disgust	0.539
jealous	ревнив	disgust	0.539
imprisoned	хвърлен в затвора	disgust	0.539
pig	прасе	disgust	0.539
greedy	алчен	disgust	0.539
sloth	ленивец	disgust	0.539
lethal	смъртоносен	disgust	0.536
burnt	изгорял	disgust	0.531
aberration	аберация	disgust	0.531
condescension	снизхождение	disgust	0.531
hydrocephalus	хидроцефалия	disgust	0.531
hanging	обесване	disgust	0.531
destructive	разрушителна	disgust	0.531
smuggler	контрабандист	disgust	0.531
intolerant	нетолерантен	disgust	0.531
travesty	пародия	disgust	0.531
intrusive	натрапчив	disgust	0.531
ruined	порутен	disgust	0.531
withered	повяхнал	disgust	0.531
disintegrate	разпадне	disgust	0.531
brawl	караница	disgust	0.531
blemish	недостатък	disgust	0.531
neurotic	нервен	disgust	0.531
blasphemous	богохулнически	disgust	0.531
lying	лежащ	disgust	0.531
painful	болезнен	disgust	0.531
avarice	алчност	disgust	0.523
disgraced	посрамен	disgust	0.523
mistress	любовница	disgust	0.523
disparaging	пренебрежителен	disgust	0.523
rubbish	боклук	disgust	0.523
derogation	дерогация	disgust	0.523
accusation	обвинение	disgust	0.523
intolerance	нетолерантност	disgust	0.523
incarceration	хвърляне в затвора	disgust	0.523
blighted	попарен от слана	disgust	0.523
sump	калник	disgust	0.516
deplorable	плачевен	disgust	0.516
daemon	демон	disgust	0.516
cringe	раболепнича	disgust	0.516
degrade	дегенерирам	disgust	0.516
gutter	канавка	disgust	0.516
rob	грабя	disgust	0.516
grim	мрачен	disgust	0.516
defraud	измамвам	disgust	0.516
tortious	закононарушителен	disgust	0.516
eradication	изкореняване	disgust	0.516
stink	смрад	disgust	0.516
convict	затворник	disgust	0.516
dishonor	безчестие	disgust	0.516
vulture	лешояд	disgust	0.516
remains	останки	disgust	0.516
mite	кърлеж	disgust	0.516
betray	издавам	disgust	0.516
sham	измама	disgust	0.509
endemic	ендемичен	disgust	0.508
bombed	бомбардиран	disgust	0.508
distress	беда	disgust	0.508
pest	вредител	disgust	0.508
incurable	неизлечим	disgust	0.508
worthless	безполезен	disgust	0.508
rejection	отхвърляне	disgust	0.508
distasteful	неприятен	disgust	0.508
schizophrenia	шизофрения	disgust	0.508
belittle	омаловажавам	disgust	0.508
smelling	миришещ	disgust	0.508
cheat	изневерявам	disgust	0.508
blob	петно	disgust	0.508
prisoner	затворник	disgust	0.508
idiocy	идиотия	disgust	0.508
delirium	делир	disgust	0.508
disaster	бедствие	disgust	0.508
crude	суров	disgust	0.508
resentment	възмущение	disgust	0.508
dreadfully	ужасно	disgust	0.508
glut	пресищане	disgust	0.508
polemic	полемика	disgust	0.500
derision	присмех	disgust	0.500
idolatry	идолопоклонничество	disgust	0.500
taboo	табу	disgust	0.500
screaming	крещящ	disgust	0.500
banish	пропъждам	disgust	0.500
dirt	мръсотия	disgust	0.500
goblin	зъл дух	disgust	0.500
shackle	скоба	disgust	0.500
bribery	подкупничество	disgust	0.500
flagrant	скандален	disgust	0.500
jealousy	ревност	disgust	0.500
impurity	примес	disgust	0.500
theft	кражба	disgust	0.500
bitterness	горчивина	disgust	0.500
offense	нарушение	disgust	0.500
impeach	поставям под съмнение	disgust	0.500
blight	изгарям	disgust	0.500
duress	принуда	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	лакомия	disgust	0.500
tirade	тирада	disgust	0.500
squirm	гърчене	disgust	0.492
robber	разбойник	disgust	0.492
ill	аз ще	disgust	0.492
unconscionable	безсъвестен	disgust	0.492
recession	спад	disgust	0.492
gorge	пролом	disgust	0.492
wreck	развалина	disgust	0.492
malign	зъл	disgust	0.492
boil	кипене	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	идиот	disgust	0.492
disreputable	непочтен	disgust	0.492
wasteful	разточителен	disgust	0.484
affliction	скръб	disgust	0.484
stain	петно	disgust	0.484
contempt	презрение	disgust	0.484
nappy	пелена	disgust	0.484
mutiny	метеж	disgust	0.484
occult	окултен	disgust	0.484
tramp	скитник	disgust	0.484
unbearable	непоносимо	disgust	0.484
offender	нарушител	disgust	0.484
servile	сервилен	disgust	0.484
contraband	контрабанда	disgust	0.484
raging	яростен	disgust	0.484
snarl	ръмжене	disgust	0.484
mad	луд	disgust	0.484
subjugation	подчиняване	disgust	0.484
possessed	притежаваше	disgust	0.484
animosity	враждебност	disgust	0.484
aversation	aversation	disgust	0.484
defamation	клевета	disgust	0.484
disrespectful	непочтителен	disgust	0.484
mess	бъркотия	disgust	0.484
nepotism	непотизъм	disgust	0.484
inexcusable	непростим	disgust	0.484
pathetic	патетичен	disgust	0.477
unpleasant	неприятен	disgust	0.477
suppression	потискане	disgust	0.477
