word	Yiddish-yi	emotion	emotion-intensity-score
pollute	באַשמוצן	disgust	0.711
wretched	צאָרעדיק	disgust	0.711
nausea	עקל	disgust	0.711
mortification	מאָרטיפיקאַטיאָן	disgust	0.711
gag	gag	disgust	0.711
vulgarity	vulgarity	disgust	0.703
disgusting	עקלדיק	disgust	0.703
grope	גראַפּ	disgust	0.703
slut	slut	disgust	0.703
poisoning	פאַרסאַמונג	disgust	0.703
depraved	פאַרדאָרבן	disgust	0.703
noxious	נאַקאַס	disgust	0.703
porn	porn	disgust	0.703
nasty	nasty	disgust	0.703
slimy	קליינטשיק	disgust	0.703
despotism	despotism	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	ויסשיידונג	disgust	0.703
constipation	פאַרשטאָפּונג	disgust	0.703
hateful	hateful	disgust	0.703
grime	גראָב	disgust	0.703
measles	מיזלעס	disgust	0.696
contagious	קאַנטיידזשאַס	disgust	0.695
hellish	hellish	disgust	0.695
waste	waste	disgust	0.695
suicidal	suicidal	disgust	0.695
abuse	זידלען	disgust	0.695
hate	האַס	disgust	0.695
wretch	וואָגן	disgust	0.695
intestinal	ינטעסטאַנאַל	disgust	0.695
wart	ווארטן	disgust	0.695
obesity	אַביסאַטי	disgust	0.695
scum	סקאַם	disgust	0.695
contaminated	קאַנטאַמאַנייטאַד	disgust	0.688
disease	קרענק	disgust	0.688
rabid	ראַביד	disgust	0.688
ooze	ooze	disgust	0.688
treason	טריזאַן	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	כאָלערע	disgust	0.680
deformed	דיפאָרמד	disgust	0.680
detest	דוירעסדיק	disgust	0.680
bestial	bestial	disgust	0.680
sickness	קרענק	disgust	0.680
antichrist	אַנטיטשריסט	disgust	0.680
abhorrent	אַבלאָרענט	disgust	0.680
soulless	סאָוללאַס	disgust	0.680
freakish	פריילעך	disgust	0.680
grimy	גראָמיי	disgust	0.680
hatred	האַס	disgust	0.680
pollution	פאַרפּעסטיקונג	disgust	0.680
germ	גערמע	disgust	0.680
abominate	אַבאַמאַנייטאַד	disgust	0.680
hell	hell	disgust	0.680
dilapidated	דאַלאַפּאַדייטיד	disgust	0.672
dictatorship	דיקטאַטאָרשיפּ	disgust	0.672
inhuman	אוממענטשלעך	disgust	0.672
greasy	גריסי	disgust	0.672
hideous	כידיאַס	disgust	0.672
loathful	loathful	disgust	0.672
obscene	obscene	disgust	0.672
loathing	loathing	disgust	0.672
cess	cess	disgust	0.670
devil	טייַוול	disgust	0.664
heretic	הערעטיק	disgust	0.664
nauseous	נויזאַס	disgust	0.664
abominable	אַבאַמאַנאַבאַל	disgust	0.664
deformity	דיפאָרמאַטי	disgust	0.664
deadly	דעדלי	disgust	0.664
swine	סווינע	disgust	0.664
discrimination	דיסקרימינאציע	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	סאַמיק	disgust	0.656
prejudiced	prejudiced	disgust	0.656
bacteria	באַקטיריאַ	disgust	0.656
death	טויט	disgust	0.656
poison	גיפט	disgust	0.656
trash	אָפּפאַל	disgust	0.656
abortion	אַבאָרשאַן	disgust	0.656
corruption	קאָרופּציע	disgust	0.656
victimized	וויקיפעדיע	disgust	0.656
oppression	דריקונג	disgust	0.656
goo	goo	disgust	0.656
latrines	לאַטרינז	disgust	0.656
horror	גרויל	disgust	0.656
horrible	שרעקלעך	disgust	0.656
nefarious	נאַפאַריאָוס	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrid	disgust	0.648
detestation	פאַרוואַלטונג	disgust	0.648
sludge	סלאַדזש	disgust	0.648
ugly	ugly	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	וממאָראַליש	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	spew	disgust	0.641
pimple	פּאָמפּלע	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	ונסיגהטלי	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villainous	disgust	0.641
cystic	סיסטיק	disgust	0.641
horrifying	כאָראַפייינג	disgust	0.641
derogatory	derogatory	disgust	0.641
laxative	לאַקסאַטיוו	disgust	0.641
criminality	קרימינאַלאַטי	disgust	0.641
oppressive	אַפּרעסטיוו	disgust	0.633
sinful	זינדיק	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	דאָאָמסדייַ	disgust	0.633
prostitution	prostitution	disgust	0.633
ulcer	געשוויר	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	פּערפּאַטרייטער	disgust	0.633
rat	שטשור	disgust	0.633
queasy	queasy	disgust	0.633
mildew	שימל	disgust	0.633
dastardly	דאַסטאַרדלי	disgust	0.625
disgraceful	דיסגראַסעד	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	פֿאַרפֿאָלגונג	disgust	0.625
devilish	טייַוולאָניש	disgust	0.625
degrading	דעגריידינג	disgust	0.625
obscenity	obscenity	disgust	0.625
fungus	פונגוס	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	סטולז	disgust	0.625
suffering	ליידן	disgust	0.625
contemptible	פאַרכאַלעשט	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	בלאָוטיד	disgust	0.625
aghast	אַהאַסט	disgust	0.625
betrayal	ביטול	disgust	0.617
guillotine	גויללאָטינע	disgust	0.617
infect	אָנצינדן	disgust	0.617
spoil	צעלאָזן	disgust	0.617
tetanus	טעטאַנוס	disgust	0.617
fat	פעט	disgust	0.617
louse	louse	disgust	0.617
malicious	בייזע	disgust	0.617
polygamy	polygamy	disgust	0.617
crusty	קראַסטי	disgust	0.617
atrocious	כייַע	disgust	0.617
deceit	אָפּנאַר	disgust	0.617
termite	termite	disgust	0.617
loathe	loathe	disgust	0.617
wench	ווייניקער	disgust	0.617
dying	dying	disgust	0.617
sickly	קראַנק	disgust	0.617
diaper	וויקעלע	disgust	0.617
strangle	שטאַפּל	disgust	0.617
drool	דראָאָל	disgust	0.609
slander	רעכילעס	disgust	0.609
abhor	פאַרטראָגן	disgust	0.609
venomous	גיפט	disgust	0.609
brothel	בראַטעל	disgust	0.609
ghetto	געטאָ	disgust	0.609
violently	violently	disgust	0.609
hostile	פייַנדלעך	disgust	0.609
sabotage	סאַבאָטאַזש	disgust	0.609
deform	פאַרקרימען	disgust	0.609
bleeding	בלידינג	disgust	0.609
unwashed	unwashed	disgust	0.602
lunacy	לונאַסי	disgust	0.602
imprisonment	טפיסע	disgust	0.602
infidel	ומלעגאַל	disgust	0.602
deprivation	דעפּראַוויישאַן	disgust	0.602
traitor	פאַררעטער	disgust	0.602
ugliness	מיעס	disgust	0.602
musty	מאַסטי	disgust	0.602
illicit	יליסיט	disgust	0.602
swampy	swampy	disgust	0.602
poaching	poaching	disgust	0.602
hag	hag	disgust	0.602
butcher	קאַצעוו	disgust	0.594
lunatic	לונאַטיש	disgust	0.594
venom	גיפט	disgust	0.594
repelling	ריפּעלינג	disgust	0.594
thug	thug	disgust	0.594
misery	misery	disgust	0.594
toilet	קלאָזעט	disgust	0.594
slug	מעטאַלכל	disgust	0.594
catastrophe	קאַטאַסטראָפע	disgust	0.594
epidemic	עפּידעמיע	disgust	0.594
gut	גוט	disgust	0.594
intoxicated	ינטאַקסאַקייטאַד	disgust	0.594
blister	בלאָטער	disgust	0.594
deceitful	deceitful	disgust	0.594
hostility	שינאה	disgust	0.594
queasiness	queasiness	disgust	0.594
lurid	לוריד	disgust	0.594
sinner	זינדיקער	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	קלאָזעט	disgust	0.586
harass	כערייז	disgust	0.586
unclean	אומריין	disgust	0.586
prostitute	זונה	disgust	0.586
pornography	pornography	disgust	0.586
dreadful	שרעקלעך	disgust	0.586
deteriorated	דיטיריערייטיד	disgust	0.586
appalling	גרויליק	disgust	0.586
unfaithful	ומגעוויינטלעך	disgust	0.578
rash	ויסשיט	disgust	0.578
humiliating	humiliating	disgust	0.578
ruinous	ruinous	disgust	0.578
squeamish	סקווימיש	disgust	0.578
offensive	אַפענסיוו	disgust	0.578
conspirator	קאָנספּיראַטאָר	disgust	0.578
larceny	לאַקס	disgust	0.578
debauchery	טויט	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	פלוי	disgust	0.578
hypocrite	צאָרעס	disgust	0.578
retard	ריטאַרדאַנט	disgust	0.578
fiend	fiend	disgust	0.578
sick	קראַנק	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	יקספּאַלשאַן	disgust	0.578
treacherous	טרעטשעראַס	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	שפּייַען	disgust	0.570
devastating	דעוואַסטייטינג	disgust	0.570
bastard	מחוצף	disgust	0.570
messy	מעסי	disgust	0.570
flog	פלאָו	disgust	0.570
egregious	עגרעגיאָוס	disgust	0.570
swamp	זומפּ	disgust	0.570
oppress	דריקן	disgust	0.570
despise	פאַרוויילונג	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	שלאַנג	disgust	0.570
snake	שלאַנג	disgust	0.562
terrible	שרעקלעך	disgust	0.562
awful	שרעקלעך	disgust	0.562
harmful	שעדלעך	disgust	0.562
insanity	מעשוגאַס	disgust	0.562
indecent	indecent	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	סקונדרעל	disgust	0.562
enemy	פייַנט	disgust	0.562
stealing	סטילינג	disgust	0.562
alcoholism	אַלקאַכאָליזאַם	disgust	0.562
humiliation	זכּרון	disgust	0.562
ruthless	גרויזאַם	disgust	0.562
sloppy	סלאַפּי	disgust	0.562
tyrannical	טיראַנניק	disgust	0.562
harlot	זונה	disgust	0.562
sinning	זינדיק	disgust	0.562
robbery	גנייווע	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	אַרסעניק	disgust	0.555
bloody	בלאַדי	disgust	0.555
odious	odious	disgust	0.555
ridicule	ridicule	disgust	0.555
atrophy	אַטראָפי	disgust	0.555
beastly	beastly	disgust	0.555
collusion	collusion	disgust	0.555
distaste	ויסמיידן	disgust	0.555
segregate	ויסגעמאַטערט	disgust	0.555
discriminating	דיסקרימאַנייטינג	disgust	0.555
coward	קאָוואַרד	disgust	0.555
wickedness	mechanicity	disgust	0.555
threatening	טרעטאַנז	disgust	0.555
unattractive	אַנאַטראַקטיוו	disgust	0.555
slayer	סלייַער	disgust	0.555
flabby	פלאַבי	disgust	0.555
varicella	varicella	disgust	0.555
miserable	צאָרעדיק	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	קאָמערסיאָן	disgust	0.547
thief	גנב	disgust	0.547
slur	slur	disgust	0.547
suffocating	סאַפאַקייטינג	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	פויגלאָראַטאָרי	disgust	0.547
malevolent	מאַלפאָלאַנט	disgust	0.547
bitterly	ביטער	disgust	0.547
burglar	בערגלער	disgust	0.547
attacking	attacking	disgust	0.547
vesicular	וועסיקולאַר	disgust	0.547
condemnation	condemnation	disgust	0.547
pillage	pillage	disgust	0.547
deleterious	דילידעראַס	disgust	0.547
thrash	thrash	disgust	0.539
repellant	ריפּעלאַנט	disgust	0.539
repudiation	ריפּיודייישאַן	disgust	0.539
infidelity	infidelity	disgust	0.539
liar	ליגנער	disgust	0.539
fatty	פאַטי	disgust	0.539
gob	gob	disgust	0.539
sneer	שניי	disgust	0.539
drunken	שיכור	disgust	0.539
disgrace	שאָדן	disgust	0.539
shame	שאַנד	disgust	0.539
jealous	מקנא	disgust	0.539
imprisoned	ימפּריזאַנד	disgust	0.539
pig	חזיר	disgust	0.539
greedy	זשעדנע	disgust	0.539
sloth	סלאַט	disgust	0.539
lethal	טויטלעך	disgust	0.536
burnt	בערנט	disgust	0.531
aberration	aberration	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	כאַנגגינג	disgust	0.531
destructive	דעסטרוקטיווע	disgust	0.531
smuggler	שמוגלער	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	ינטרוסיוו	disgust	0.531
ruined	צעשטערן	disgust	0.531
withered	פאַרדאַרט	disgust	0.531
disintegrate	דיסינטאַגרייט	disgust	0.531
brawl	בראָל	disgust	0.531
blemish	ויסמעסטונג	disgust	0.531
neurotic	נעוראָטיק	disgust	0.531
blasphemous	בלאַספאַמאַס	disgust	0.531
lying	ליגנעריש	disgust	0.531
painful	ווייטיקדיק	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	מעטרעסע	disgust	0.523
disparaging	דיספּערידזשינג	disgust	0.523
rubbish	מיסט	disgust	0.523
derogation	derogation	disgust	0.523
accusation	אַקיוזיישאַן	disgust	0.523
intolerance	ינטאָלעראַנס	disgust	0.523
incarceration	incarceration	disgust	0.523
blighted	בליידיד	disgust	0.523
sump	sump	disgust	0.516
deplorable	דעפּלאָראַבאַל	disgust	0.516
daemon	daemon	disgust	0.516
cringe	קריגן	disgust	0.516
degrade	degrade	disgust	0.516
gutter	גוטטער	disgust	0.516
rob	ראָב	disgust	0.516
grim	פאַרביסן	disgust	0.516
defraud	ויסרעדן	disgust	0.516
tortious	tortious	disgust	0.516
eradication	eradication	disgust	0.516
stink	שטינקען	disgust	0.516
convict	אַריינלייגן	disgust	0.516
dishonor	dishonor	disgust	0.516
vulture	ווולטורע	disgust	0.516
remains	בלייבט	disgust	0.516
mite	mite	disgust	0.516
betray	אַרויסגעבן	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	באַמד	disgust	0.508
distress	נויט	disgust	0.508
pest	אָנשיקעניש	disgust	0.508
incurable	ומרויק	disgust	0.508
worthless	ווערטלאַס	disgust	0.508
rejection	רידזשעקשאַן	disgust	0.508
distasteful	דיסטאַסטיק	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	יבעריק	disgust	0.508
smelling	סמעלינג	disgust	0.508
cheat	אָפּנאַרן	disgust	0.508
blob	בלאָב	disgust	0.508
prisoner	אַרעסטאַנט	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ומגליק	disgust	0.508
crude	גראָב	disgust	0.508
resentment	פאַרדראָס	disgust	0.508
dreadfully	דרעאַדפוללי	disgust	0.508
glut	גלוט	disgust	0.508
polemic	polemic	disgust	0.500
derision	derision	disgust	0.500
idolatry	יידאַלאַטרי	disgust	0.500
taboo	טאַבו	disgust	0.500
screaming	סקרימינג	disgust	0.500
banish	פאַרטיידיקן	disgust	0.500
dirt	שמוץ	disgust	0.500
goblin	גאָבלין	disgust	0.500
shackle	שאַקאַל	disgust	0.500
bribery	ברייבערי	disgust	0.500
flagrant	פלייגראַנט	disgust	0.500
jealousy	קנאה	disgust	0.500
impurity	impurity	disgust	0.500
theft	גנייווע	disgust	0.500
bitterness	פארביטערונג	disgust	0.500
offense	טויט	disgust	0.500
impeach	impeach	disgust	0.500
blight	בלייט	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	גריד	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	ראַבער	disgust	0.492
ill	קראַנק	disgust	0.492
unconscionable	ומבאַקוועם	disgust	0.492
recession	ריסעשאַן	disgust	0.492
gorge	העקל	disgust	0.492
wreck	בראָך	disgust	0.492
malign	malign	disgust	0.492
boil	קאָכן	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ידיאָט	disgust	0.492
disreputable	דיסריבוטאַבלע	disgust	0.492
wasteful	wasteful	disgust	0.484
affliction	צרה	disgust	0.484
stain	פלעק	disgust	0.484
contempt	בעכעסקעם	disgust	0.484
nappy	נאַפּפּי	disgust	0.484
mutiny	מוטיני	disgust	0.484
occult	אַקאַלט	disgust	0.484
tramp	טראַמפּ	disgust	0.484
unbearable	אַנבעראַבאַל	disgust	0.484
offender	טויט	disgust	0.484
servile	servile	disgust	0.484
contraband	קאָנטראַבאַנדע	disgust	0.484
raging	raging	disgust	0.484
snarl	סנאַרל	disgust	0.484
mad	מעשוגע	disgust	0.484
