word	Zulu-zu	emotion	emotion-intensity-score
horrific	okwesabekayo	disgust	0.789
gruesome	okuyingozi	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	kukhishwa	disgust	0.789
murderous	ukubulala	disgust	0.789
decayed	zibolile	disgust	0.789
herpes	i-herpes	disgust	0.789
slime	i-slime	disgust	0.781
flatulence	flatulence	disgust	0.781
monstrosity	ukuthukuthela	disgust	0.781
carnage	ukubulala	disgust	0.781
pestilence	isifo esiwumshayabhuqe	disgust	0.781
malaria	malariya	disgust	0.781
crap	ukuphoqa	disgust	0.781
toxic	inobuthi	disgust	0.773
loathsome	elihle	disgust	0.773
insidious	insidious	disgust	0.773
leprosy	uchoko	disgust	0.773
morgue	morgue	disgust	0.773
pus	i-pus	disgust	0.773
herpesvirus	i-herpesvirus	disgust	0.773
whore	isifebe	disgust	0.766
cruel	unonya	disgust	0.766
repugnance	ukuhlukunyezwa	disgust	0.766
revulsion	ukuvukela	disgust	0.766
xenophobia	ukucwaswa kwabantu	disgust	0.766
regurgitation	ukuvuselelwa	disgust	0.766
anthrax	i-anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	dissection	disgust	0.759
canker	i-canker	disgust	0.758
cruelty	isihluku	disgust	0.758
perversion	ukuguquka	disgust	0.758
evil	okubi	disgust	0.758
slum	slum	disgust	0.758
infectious	ezithathelwanayo	disgust	0.758
mucous	i-mucous	disgust	0.758
phlegm	i-phlegm	disgust	0.758
leeches	izinhlanzi	disgust	0.750
decomposition	ukubola	disgust	0.750
sinister	isono	disgust	0.750
corrupting	okonakalisa	disgust	0.750
demon	idemoni	disgust	0.742
stinking	kunuka	disgust	0.742
septic	septic	disgust	0.742
deranged	ihlekisiwe	disgust	0.742
bile	bile	disgust	0.742
soiled	esonakele	disgust	0.742
mucus	i-mucus	disgust	0.742
abhorrence	ukuzonda	disgust	0.742
abomination	inengiso	disgust	0.742
sickening	kugula	disgust	0.742
demonic	idemoni	disgust	0.742
foul	kungcolile	disgust	0.734
obese	obese	disgust	0.734
sicken	ugula	disgust	0.734
degeneracy	ukuwohloka	disgust	0.734
crucifixion	ukubethelwa	disgust	0.734
despicable	edelelekile	disgust	0.734
cancer	umdlavuza	disgust	0.734
atrocity	inrocity	disgust	0.734
terrorism	ubuphekula	disgust	0.734
dirty	ezingcolile	disgust	0.727
dysentery	isisu	disgust	0.727
adultery	ukuphinga	disgust	0.727
contamination	ukungcola	disgust	0.727
bacterium	ibhaktheriya	disgust	0.727
diabolical	i-diabolical	disgust	0.727
morbidity	ukuhlukunyezwa	disgust	0.727
grisly	grisly	disgust	0.727
repulsion	ukugxekwa	disgust	0.727
enema	i-enema	disgust	0.727
contagion	ukutheleleka	disgust	0.719
disfigured	ukuphazamiseka	disgust	0.719
muck	bamba	disgust	0.719
lewd	okungcolile	disgust	0.719
garbage	udoti	disgust	0.719
autopsy	i-autopsy	disgust	0.719
bowels	amathumbu	disgust	0.719
gross	okuphelele	disgust	0.719
vulgar	i-vulgar	disgust	0.719
barbaric	u-barbaric	disgust	0.719
disgust	ukudeka	disgust	0.719
vicious	ezinonya	disgust	0.719
entrails	emathunjini	disgust	0.719
deterioration	ukuwohloka	disgust	0.719
pungent	i-pungent	disgust	0.719
bloodshed	ukuchithwa kwegazi	disgust	0.714
violent	enobudlova	disgust	0.711
tyrant	umashiqela	disgust	0.711
poisoned	ubuthi	disgust	0.711
pollute	ukungcola	disgust	0.711
wretched	ukukhathazeka	disgust	0.711
nausea	isiyaluyalu	disgust	0.711
mortification	ukuphikisana	disgust	0.711
gag	gag	disgust	0.711
vulgarity	inhlamba	disgust	0.703
disgusting	ezinengekayo	disgust	0.703
grope	ukuphunga	disgust	0.703
slut	slut	disgust	0.703
poisoning	ubuthi	disgust	0.703
depraved	epholile	disgust	0.703
noxious	unesizotha	disgust	0.703
porn	porn	disgust	0.703
nasty	okubi	disgust	0.703
slimy	slimy	disgust	0.703
despotism	i-despotism	disgust	0.703
nauseate	i-nauseate	disgust	0.703
secretion	ukufihla	disgust	0.703
constipation	ukuqotshwa	disgust	0.703
hateful	inzondo	disgust	0.703
grime	grime	disgust	0.703
measles	isisulu	disgust	0.696
contagious	esithathelwanayo	disgust	0.695
hellish	isihogo	disgust	0.695
waste	imfucuza	disgust	0.695
suicidal	ukuzibulala	disgust	0.695
abuse	ukuhlukunyezwa	disgust	0.695
hate	inzondo	disgust	0.695
wretch	i-wretch	disgust	0.695
intestinal	emathunjini	disgust	0.695
wart	i-wart	disgust	0.695
obesity	ukukhuluphala	disgust	0.695
scum	isikhala	disgust	0.695
contaminated	kungcolile	disgust	0.688
disease	izifo	disgust	0.688
rabid	intukuthelo	disgust	0.688
ooze	phuma	disgust	0.688
treason	ukuhlubuka	disgust	0.688
heartworm	izinhliziyo	disgust	0.688
smut	smut	disgust	0.688
cholera	ikholera	disgust	0.680
deformed	ukukhubazeka	disgust	0.680
detest	uzonda	disgust	0.680
bestial	isineke	disgust	0.680
sickness	ukugula	disgust	0.680
antichrist	umphik'ukristu	disgust	0.680
abhorrent	ukuzonda	disgust	0.680
soulless	unesimo esibucayi	disgust	0.680
freakish	i-freakish	disgust	0.680
grimy	okubuhlungu	disgust	0.680
hatred	inzondo	disgust	0.680
pollution	ukungcola	disgust	0.680
germ	igciwane	disgust	0.680
abominate	kuyamshaya	disgust	0.680
hell	isihogo	disgust	0.680
dilapidated	ilahlekile	disgust	0.672
dictatorship	ubushiqela	disgust	0.672
inhuman	unhumanuntu	disgust	0.672
greasy	i-greasy	disgust	0.672
hideous	hideous	disgust	0.672
loathful	ehle	disgust	0.672
obscene	ezinyanyekayo	disgust	0.672
loathing	ukuzonda	disgust	0.672
cess	cess	disgust	0.670
devil	uDeveli	disgust	0.664
heretic	uzwela	disgust	0.664
nauseous	i-nauseous	disgust	0.664
abominable	ezinengekayo	disgust	0.664
deformity	ukukhubazeka	disgust	0.664
deadly	ngokubulala	disgust	0.664
swine	izingulube	disgust	0.664
discrimination	ukubandlululwa	disgust	0.664
masochism	amehlochismism	disgust	0.664
poisonous	unobuthi	disgust	0.656
prejudiced	ubandlululo	disgust	0.656
bacteria	amabhaktheriya	disgust	0.656
death	ukufa	disgust	0.656
poison	ubuthi	disgust	0.656
trash	udoti	disgust	0.656
abortion	ukukhipha isisu	disgust	0.656
corruption	inkohlakalo	disgust	0.656
victimized	bahlushwa	disgust	0.656
oppression	ukucindezelwa	disgust	0.656
goo	goo	disgust	0.656
latrines	izindlu zangasese	disgust	0.656
horror	amahloni	disgust	0.656
horrible	ezimbi	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	indlu yokulala	disgust	0.648
horrid	i-horrid	disgust	0.648
detestation	ukuzonda	disgust	0.648
sludge	sludge	disgust	0.648
ugly	kubi	disgust	0.648
trashy	i-trashy	disgust	0.648
bitch	i-bitch	disgust	0.648
immoral	ukuziphatha okubi	disgust	0.648
malfeasance	ukuhlukunyezwa	disgust	0.641
spew	phumula	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	ungaboni kahle	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	i-villainous	disgust	0.641
cystic	i-cystic	disgust	0.641
horrifying	esabekayo	disgust	0.641
derogatory	ukuhlekisa	disgust	0.641
laxative	i-laxative	disgust	0.641
criminality	ubugebengu	disgust	0.641
oppressive	ukucindezela	disgust	0.633
sinful	isono	disgust	0.633
bigoted	kukhulu	disgust	0.633
doomsday	inhlekelele	disgust	0.633
prostitution	ubufebe	disgust	0.633
ulcer	isilonda	disgust	0.633
secrete	ukuthutha	disgust	0.633
perpetrator	umenzi wobugebengu	disgust	0.633
rat	isilinganisi	disgust	0.633
queasy	ukuphoqa	disgust	0.633
mildew	isikhutha	disgust	0.633
dastardly	i-dastardly	disgust	0.625
disgraceful	ihlazo	disgust	0.625
ghastly	kabi	disgust	0.625
persecution	ukushushiswa	disgust	0.625
devilish	devilish	disgust	0.625
degrading	ukuhlambalaza	disgust	0.625
obscenity	ukungcola	disgust	0.625
fungus	ukhunta	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ukuhaha	disgust	0.625
stools	izihlalo	disgust	0.625
suffering	ukuhlupheka	disgust	0.625
contemptible	ukuzondeka	disgust	0.625
cuckold	i-cuckold	disgust	0.625
bloated	ivuliwe	disgust	0.625
aghast	ukhululekile	disgust	0.625
betrayal	ukukhashelwa	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	ukuthelela	disgust	0.617
spoil	nca	disgust	0.617
tetanus	i-tetanus	disgust	0.617
fat	amanoni	disgust	0.617
louse	louse	disgust	0.617
malicious	enonya	disgust	0.617
polygamy	isithembu	disgust	0.617
crusty	i-crusty	disgust	0.617
atrocious	unesihluku	disgust	0.617
deceit	ukukhohlisa	disgust	0.617
termite	ukuqeda	disgust	0.617
loathe	hlehlisa	disgust	0.617
wench	wench	disgust	0.617
dying	ukufa	disgust	0.617
sickly	ngokugula	disgust	0.617
diaper	i-diaper	disgust	0.617
strangle	cindezela	disgust	0.617
drool	i-drool	disgust	0.609
slander	ukunyundela	disgust	0.609
abhor	nyansi	disgust	0.609
venomous	ibuhlungu	disgust	0.609
brothel	i-brothel	disgust	0.609
ghetto	i-ghetto	disgust	0.609
violently	ngokweqile	disgust	0.609
hostile	enonya	disgust	0.609
sabotage	isabatha	disgust	0.609
deform	deform	disgust	0.609
bleeding	ukuphuma	disgust	0.609
unwashed	engahlanjululwa	disgust	0.602
lunacy	ukuthula	disgust	0.602
imprisonment	ukuboshwa	disgust	0.602
infidel	ukungathembeki	disgust	0.602
deprivation	ukulahlwa	disgust	0.602
traitor	umthengisi	disgust	0.602
ugliness	ububi	disgust	0.602
musty	musty	disgust	0.602
illicit	akuvumelekile	disgust	0.602
swampy	i-swampy	disgust	0.602
poaching	ukuzingela	disgust	0.602
hag	Hag	disgust	0.602
butcher	ukuhlaba inyama	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	i-venom	disgust	0.594
repelling	ukuphinda	disgust	0.594
thug	isib	disgust	0.594
misery	usizi	disgust	0.594
toilet	indlu yangasese	disgust	0.594
slug	slug	disgust	0.594
catastrophe	inhlekelele	disgust	0.594
epidemic	ubhubhane	disgust	0.594
gut	ugundane	disgust	0.594
intoxicated	udakiwe	disgust	0.594
blister	i-blister	disgust	0.594
deceitful	okhohlisayo	disgust	0.594
hostility	ubutha	disgust	0.594
queasiness	ukuphoqa	disgust	0.594
lurid	lurid	disgust	0.594
sinner	isoni	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	ukuvuthwa	disgust	0.586
harass	ukuhlukumeza	disgust	0.586
unclean	engcolile	disgust	0.586
prostitute	isifebe	disgust	0.586
pornography	izithombe zobulili ezingcolile	disgust	0.586
dreadful	esabekayo	disgust	0.586
deteriorated	yahlaselwa	disgust	0.586
appalling	eshaqisayo	disgust	0.586
unfaithful	ukungathembeki	disgust	0.578
rash	ukushayeka	disgust	0.578
humiliating	ukuhlazisa	disgust	0.578
ruinous	owonakalisayo	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	ukucasula	disgust	0.578
conspirator	umqambi	disgust	0.578
larceny	i-larceny	disgust	0.578
debauchery	ukuzitika ngokweqile	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	i-flea	disgust	0.578
hypocrite	umzenzisi	disgust	0.578
retard	linda	disgust	0.578
fiend	fiend	disgust	0.578
sick	ogulayo	disgust	0.578
quagmire	isiqu	disgust	0.578
expulsion	ukuxoshwa	disgust	0.578
treacherous	okhohlisayo	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spit	disgust	0.570
devastating	elibhubhisayo	disgust	0.570
bastard	Udoti	disgust	0.570
messy	kuthukile	disgust	0.570
flog	funda	disgust	0.570
egregious	okumangalisayo	disgust	0.570
swamp	inhlanzi	disgust	0.570
oppress	ukucindezela	disgust	0.570
despise	delela	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	inyoka	disgust	0.570
snake	inyoka	disgust	0.562
terrible	esabekayo	disgust	0.562
awful	kubi	disgust	0.562
harmful	kuyingozi	disgust	0.562
insanity	ukungena	disgust	0.562
indecent	ukungcola	disgust	0.562
sordid	i-sordid	disgust	0.562
loo	i-loo	disgust	0.562
scoundrel	i-scoundrel	disgust	0.562
enemy	isitha	disgust	0.562
stealing	ukweba	disgust	0.562
alcoholism	utshwala	disgust	0.562
humiliation	ukuthobeka	disgust	0.562
ruthless	unonya	disgust	0.562
sloppy	i-sloppy	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	isifebe	disgust	0.562
sinning	isono	disgust	0.562
robbery	ukuphanga	disgust	0.555
insufferable	akunakwenzeka	disgust	0.555
arsenic	i-arsenic	disgust	0.555
bloody	igazi	disgust	0.555
odious	odizayo	disgust	0.555
ridicule	ukuhleka usulu	disgust	0.555
atrophy	i-atrophy	disgust	0.555
beastly	izilwane	disgust	0.555
collusion	ukuhlanganiswa	disgust	0.555
distaste	ukuphazamisa	disgust	0.555
segregate	hlukana	disgust	0.555
discriminating	ukubandlulula	disgust	0.555
coward	i-coward	disgust	0.555
wickedness	ububi	disgust	0.555
threatening	esongelayo	disgust	0.555
unattractive	ukungathandeki	disgust	0.555
slayer	umbulali	disgust	0.555
flabby	i-flabby	disgust	0.555
varicella	i-varicella	disgust	0.555
miserable	buhlungu	disgust	0.547
sty	u-sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	ukuphoqelela	disgust	0.547
thief	isela	disgust	0.547
slur	slur	disgust	0.547
suffocating	ukuhlushwa	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	i-purgatory	disgust	0.547
malevolent	ukuhlukunyezwa	disgust	0.547
bitterly	buhlungu	disgust	0.547
burglar	ibhulogi	disgust	0.547
attacking	ukuhlaselwa	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	ukulahlwa	disgust	0.547
pillage	ukuphanga	disgust	0.547
deleterious	okungahambi kahle	disgust	0.547
thrash	thrash	disgust	0.539
repellant	ukuphindaphindiwe	disgust	0.539
repudiation	ukuphika	disgust	0.539
infidelity	ukungathembeki	disgust	0.539
liar	ungumqambimanga	disgust	0.539
fatty	amafutha	disgust	0.539
gob	i-gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	udakiwe	disgust	0.539
disgrace	ukuhlazeka	disgust	0.539
shame	amahloni	disgust	0.539
jealous	umhawu	disgust	0.539
imprisoned	eboshiwe	disgust	0.539
pig	ingulube	disgust	0.539
greedy	ukuhaha	disgust	0.539
sloth	isihluthulelo	disgust	0.539
lethal	ezibulalayo	disgust	0.536
burnt	ukushiswa	disgust	0.531
aberration	ukuhlukumezeka	disgust	0.531
condescension	ukuzithoba	disgust	0.531
hydrocephalus	i-hydrocephalus	disgust	0.531
hanging	ilenga	disgust	0.531
destructive	okulimazayo	disgust	0.531
smuggler	umthumbi	disgust	0.531
intolerant	ukungahloniphi	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	i-intrusive	disgust	0.531
ruined	yonakalisiwe	disgust	0.531
withered	wome	disgust	0.531
disintegrate	ukuhlukana	disgust	0.531
brawl	isibhamu	disgust	0.531
blemish	isici	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	uhlambalaza	disgust	0.531
lying	amanga	disgust	0.531
painful	buhlungu	disgust	0.531
avarice	i-avarice	disgust	0.523
disgraced	behlazekile	disgust	0.523
mistress	inkosikazi	disgust	0.523
disparaging	ukuphazamisa	disgust	0.523
rubbish	udoti	disgust	0.523
derogation	ukudeka	disgust	0.523
accusation	icala	disgust	0.523
intolerance	ukubekezelelana	disgust	0.523
incarceration	ukuboshwa	disgust	0.523
blighted	kuphazamisekile	disgust	0.523
sump	i-sump	disgust	0.516
deplorable	okudabukisayo	disgust	0.516
daemon	i-daemon	disgust	0.516
cringe	i-cringe	disgust	0.516
degrade	hlehlisa	disgust	0.516
gutter	umthamo	disgust	0.516
rob	phanga	disgust	0.516
grim	okubi	disgust	0.516
defraud	ukuphanga	disgust	0.516
tortious	ukuhlukunyezwa	disgust	0.516
eradication	ukuqedwa	disgust	0.516
stink	kunuka	disgust	0.516
convict	unecala	disgust	0.516
dishonor	ukuhlazeka	disgust	0.516
vulture	i-vulture	disgust	0.516
remains	uhlala	disgust	0.516
mite	i-mite	disgust	0.516
betray	ukunikela	disgust	0.516
sham	sham	disgust	0.509
endemic	okukhona	disgust	0.508
bombed	ibhomu	disgust	0.508
distress	ukucindezeleka	disgust	0.508
pest	inkathazo	disgust	0.508
incurable	ayinakuphulukiswa	disgust	0.508
worthless	akukho lutho	disgust	0.508
rejection	ukulahlwa	disgust	0.508
distasteful	ukuphazamiseka	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	nciphisa	disgust	0.508
smelling	iphunga	disgust	0.508
cheat	ukukopela	disgust	0.508
blob	vula	disgust	0.508
prisoner	isiboshwa	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	inhlekelele	disgust	0.508
crude	okungcolile	disgust	0.508
resentment	ukufutheka	disgust	0.508
dreadfully	ngesabekayo	disgust	0.508
glut	glut	disgust	0.508
polemic	i-polemic	disgust	0.500
derision	ukuhleka usulu	disgust	0.500
idolatry	ukukhonza izithombe	disgust	0.500
taboo	taboo	disgust	0.500
screaming	ukumemeza	disgust	0.500
banish	baxoshe	disgust	0.500
dirt	ukungcola	disgust	0.500
goblin	i-goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	ukufumbathisa	disgust	0.500
flagrant	elimnandi	disgust	0.500
jealousy	umhawu	disgust	0.500
impurity	ukungcola	disgust	0.500
theft	ukweba	disgust	0.500
bitterness	ukufutheka	disgust	0.500
offense	icala	disgust	0.500
impeach	impeach	disgust	0.500
blight	ukulimaza	disgust	0.500
duress	ukucindezela	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ukuhaha	disgust	0.500
tirade	i-tirade	disgust	0.500
squirm	u-squirm	disgust	0.492
robber	umphangi	disgust	0.492
ill	ukugula	disgust	0.492
unconscionable	ukungenakwenzeka	disgust	0.492
recession	ukunciphisa	disgust	0.492
gorge	umfula	disgust	0.492
wreck	kuphazamiseka	disgust	0.492
malign	ukuhlukumezeka	disgust	0.492
boil	ubilise	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	okungahlonishwa	disgust	0.492
wasteful	ukuchitha	disgust	0.484
affliction	ukuhlupheka	disgust	0.484
stain	ibala	disgust	0.484
contempt	ukudeka	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	i-mutiny	disgust	0.484
occult	ukusebenzelana nemimoya	disgust	0.484
tramp	ukunyathela	disgust	0.484
unbearable	ukungenakubekezelelwa	disgust	0.484
offender	umonile	disgust	0.484
servile	servile	disgust	0.484
contraband	ukukhwabanisa	disgust	0.484
raging	ukuthukuthela	disgust	0.484
snarl	sharl	disgust	0.484
mad	mad	disgust	0.484
subjugation	ukuhlukunyezwa	disgust	0.484
possessed	ephethe	disgust	0.484
animosity	inzondo	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ukuhlukunyezwa	disgust	0.484
disrespectful	ukungabi nhlonipho	disgust	0.484
mess	ukungcola	disgust	0.484
nepotism	ukuphinga	disgust	0.484
inexcusable	akukhoxeka	disgust	0.484
pathetic	ukukhathazeka	disgust	0.477
unpleasant	akujabulisi	disgust	0.477
suppression	ukucindezelwa	disgust	0.477
mockery	ukuhleka usulu	disgust	0.477
palsy	ukukhubazeka	disgust	0.477
criminal	ubugebengu	disgust	0.477
illegality	ukungemthetho	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	ukuphikisa	disgust	0.477
immorality	ukuziphatha okubi	disgust	0.477
dismal	kuphazamisekile	disgust	0.477
angry	uthukuthele	disgust	0.469
repellent	ukuphulukisa	disgust	0.469
cough	ukukhwehlela	disgust	0.469
arrogant	aziqhenya	disgust	0.469
grating	ukugaya	disgust	0.469
aggravation	ukuhlukumezeka	disgust	0.469
livid	ngokucacile	disgust	0.469
banishment	ukuxoshwa	disgust	0.469
shoddy	ukudubula	disgust	0.469
banshee	banshee	disgust	0.469
poverty	ubumpofu	disgust	0.469
wallow	ukugoqa	disgust	0.469
outrage	ukucasuka	disgust	0.469
mocking	ukuhleka usulu	disgust	0.469
furious	uthukuthele	disgust	0.469
