word	Bengali-bn	emotion	emotion-intensity-score
coerce	বাধ্য করা	disgust	0.367
revoke	রদ করা	disgust	0.367
stripped	ছিনতাই	disgust	0.367
exclusion	বর্জন	disgust	0.367
blatant	স্থূল	disgust	0.367
disillusionment	মোহমুক্তি	disgust	0.367
squelch	দমন করা	disgust	0.367
unhealthy	অস্বাস্থ্যকর	disgust	0.367
toad	বেঙ	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	ফাঁদ	disgust	0.367
vainly	ব্যর্থ	disgust	0.367
powerless	ক্ষমতাহীন	disgust	0.367
cad	লুচ্চা	disgust	0.367
hurtful	ক্ষতিকর	disgust	0.367
shuddering	কম্পিত	disgust	0.367
wimp	আবাল	disgust	0.367
oddity	ছিট	disgust	0.359
rebellion	দ্রোহ	disgust	0.359
incompatible	বেমানান	disgust	0.359
ineptitude	অনুপযুক্ততা	disgust	0.359
dispose	মীমাংসা করা	disgust	0.359
disobedience	অবাধ্যতা	disgust	0.359
damn	অভিশাপ	disgust	0.359
bug	বাগ	disgust	0.359
deserted	অমানব	disgust	0.359
litigate	মকদ্দমা করা	disgust	0.352
ridiculous	হাস্যকর	disgust	0.352
compost	সার	disgust	0.352
obi	Obi	disgust	0.352
untoward	প্রতিকূল	disgust	0.352
censor	সমালোচক	disgust	0.352
uncertain	অনিশ্চিত	disgust	0.352
lawyer	আইনজীবী	disgust	0.352
flinch	পশ্চাদপসরণ করা	disgust	0.352
flesh	মাংস	disgust	0.352
crushed	চূর্ণ	disgust	0.352
displeased	অসন্তুষ্ট	disgust	0.352
inept	অদক্ষ	disgust	0.352
wrongful	অন্যায়	disgust	0.352
cutting	কাটা	disgust	0.352
fierce	হিংস্র	disgust	0.352
misbehavior	অশোভন আচরণ	disgust	0.352
frustrate	হতাশ	disgust	0.352
dismissal	অপসারণ	disgust	0.352
disapprove	অগ্রাহ্য করা	disgust	0.344
depreciate	মূল্যহ্রাস করা	disgust	0.344
tearful	অশ্রুপূর্ণ	disgust	0.344
thoughtless	চিন্তাশূন্য	disgust	0.336
unsettled	অরাজক	disgust	0.336
lumpy	পিণ্ডময়	disgust	0.336
discoloration	বিবর্ণতা	disgust	0.336
blunder	সাঙ্ঘাতিক ভুল	disgust	0.336
disinclination	অনিচ্ছা	disgust	0.336
distrust	অবিশ্বাস	disgust	0.336
annoy	বিরক্ত করা	disgust	0.336
lawsuit	মামলা	disgust	0.336
discontent	অসন্তোষ	disgust	0.336
grumble	নালিশ	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	হাবা	disgust	0.336
heartsick	মর্মপীড়িত	disgust	0.336
disliked	ঘৃণিত	disgust	0.336
bickering	কলহের	disgust	0.336
disallowed	প্রত্যাখ্যাত	disgust	0.336
unmanageable	নিয়ন্ত্রণের অসাধ্য	disgust	0.328
hydrophobia	জলাতঙ্ক	disgust	0.328
unsatisfactory	অসন্তোষজনক	disgust	0.328
whine	ঘেনঘেন	disgust	0.328
exasperation	ক্রোধ	disgust	0.328
instability	অস্থায়িত্ব	disgust	0.328
provoking	উদ্দীপক	disgust	0.328
disappointed	হতাশ	disgust	0.328
inhibit	দমন করা	disgust	0.328
sly	সেয়ানা	disgust	0.328
grievance	নালিশের কারণ	disgust	0.328
materialist	জড়বাদী	disgust	0.328
excluded	ছাঁটা	disgust	0.328
cacophony	শ্রুতিকটুতা	disgust	0.328
misleading	বিভ্রান্তিকর	disgust	0.321
disclaim	দাবি ত্যাগ করা	disgust	0.320
rags	নেকড়া	disgust	0.320
soot	ঝুল	disgust	0.320
disservice	অপকার	disgust	0.320
unequal	অসম	disgust	0.320
humbug	হাম্বুগ্	disgust	0.320
reproach	ভর্ত্সনা	disgust	0.320
confined	সীমাবদ্ধ	disgust	0.320
disapproving	অনভিলাষী	disgust	0.320
annoyance	বিরক্তি	disgust	0.320
mishap	ভালমন্দ	disgust	0.320
groan	গাঁ	disgust	0.320
soil	মাটি	disgust	0.312
depreciated	অবচিত	disgust	0.312
disincline	বিরাগপূর্ণ করা	disgust	0.312
inappropriate	অনুপযুক্ত	disgust	0.312
inconsiderate	অবিবেচক	disgust	0.312
burke	শ্বাসরুদ্ধ করিয়া মারা	disgust	0.312
overpriced	বেশি দাম	disgust	0.312
sneeze	হাঁচি	disgust	0.312
stomach	পেট	disgust	0.312
criticize	সমালোচনা করা	disgust	0.312
theism	আস্তিক্য	disgust	0.312
disparity	অসমতা	disgust	0.305
gall	পিত্ত	disgust	0.305
latent	সুপ্ত	disgust	0.305
grumpy	ক্রুদ্ধ	disgust	0.305
bang	ঠুং	disgust	0.305
inadmissible	অগ্রাহ্য	disgust	0.305
unfriendly	অনাত্মীয়	disgust	0.305
shack	খুপরি	disgust	0.305
disliking	অনভিলাষী	disgust	0.305
unaccountable	অকারণ	disgust	0.305
coop	কুক্কুটের খাঁচা	disgust	0.304
scold	ধাতান	disgust	0.297
growling	growling	disgust	0.297
lonely	একাকী	disgust	0.297
delay	বিলম্ব	disgust	0.297
congress	কংগ্রেস	disgust	0.297
disregarded	অবহেলিত	disgust	0.297
disappointment	হতাশা	disgust	0.297
backwards	ফিরিয়া	disgust	0.297
soreness	বেদনা	disgust	0.297
rogue	দুর্বৃত্ত	disgust	0.297
infamous	কুখ্যাত	disgust	0.289
lesbian	লেসবিয়ান	disgust	0.289
notoriety	কুখ্যাতি	disgust	0.289
catechism	প্রশ্নোত্তর	disgust	0.289
flop	ধ্বংস	disgust	0.289
nettle	বিছুটি	disgust	0.289
janitor	তত্ত্বাবধায়ক	disgust	0.289
saturated	সুসিক্ত	disgust	0.281
gaby	হাবাগবা লোক	disgust	0.281
prohibited	নিষিদ্ধ	disgust	0.281
remiss	শিথিল	disgust	0.281
unfair	অন্যায্য	disgust	0.281
desist	ক্ষান্ত করা	disgust	0.281
wince	সঙ্কুচিত হত্তয়া	disgust	0.281
aftermath	ভবিষ্যৎ ফল	disgust	0.281
huff	অভিমান	disgust	0.273
discolored	বিবর্ণ	disgust	0.273
uneasy	অস্থির	disgust	0.273
wrangling	ঝগড়াটে	disgust	0.273
tribunal	ট্রাইব্যুনাল	disgust	0.273
weird	অদ্ভুত	disgust	0.266
bureaucrat	আমলা	disgust	0.266
coldness	উদাসীনতা	disgust	0.266
impolite	অভদ্র	disgust	0.266
politic	রাজনৈতিক	disgust	0.266
unsatisfied	অতৃপ্ত	disgust	0.266
swig	টানা	disgust	0.266
inefficiency	অদক্ষতা	disgust	0.266
frantic	ক্ষিপ্ত	disgust	0.266
crawl	হামাগুড়ি	disgust	0.266
instinctive	স্বভাবজ	disgust	0.258
barrow	ক্ষুদ্র শৈল	disgust	0.258
incase	আধারস্থ করা	disgust	0.258
octopus	অক্টোপাস	disgust	0.258
chagrin	বিরক্তি	disgust	0.258
copycat	copycat	disgust	0.258
rascal	বদমাশ	disgust	0.258
sarcasm	বিদ্রূপ	disgust	0.258
gruff	বিষাদময়	disgust	0.258
misconception	ভুল ধারণা	disgust	0.250
hulk	বেসামাল জাহাজ	disgust	0.250
shanghai	সাংহাই	disgust	0.250
baboon	বানরজাতীয় প্রাণিবিশেষ	disgust	0.250
disinclined	বীতস্পৃহ	disgust	0.250
lose	হারান	disgust	0.250
john	জন	disgust	0.250
cupping	রক্তমোক্ষক কাচপ্রয়োগ	disgust	0.250
rook	দাড়কাক	disgust	0.242
gratuitous	ভিত্তিহীন	disgust	0.242
entangled	বিজড়িত	disgust	0.242
opponent	প্রতিদ্বন্দ্বী	disgust	0.242
tariff	শুল্ক	disgust	0.242
scrub	মাজা	disgust	0.242
resign	পদত্যাগ	disgust	0.234
prolong	বাড়া	disgust	0.234
backwardness	পশ্চাত্পদতা	disgust	0.234
reluctance	অনিচ্ছা	disgust	0.234
questionable	সন্দেহজনক	disgust	0.234
lagging	সাপেক্ষে বেশ পিছিয়ে পড়েছে	disgust	0.234
unlucky	হতভাগ্য	disgust	0.234
misstatement	ভুল বিবৃতি	disgust	0.234
reversal	উলটাপালটা	disgust	0.227
disqualified	বাতিল	disgust	0.227
subsidy	ভর্তুকি	disgust	0.227
ineffectual	নিষ্ফল	disgust	0.227
fussy	ব্যস্তবাগীশ	disgust	0.227
unpopular	জনসাধারণের অপ্রি়	disgust	0.227
default	ডিফল্ট	disgust	0.227
intense	তীব্র	disgust	0.219
dame	গৃহিণী	disgust	0.219
evade	টালা	disgust	0.219
petroleum	পেট্রোলিয়াম	disgust	0.219
weight	ওজন	disgust	0.219
frowning	ভ্রু কুঞ্চিত	disgust	0.219
actionable	অভিযোগ্য	disgust	0.211
tawny	কটা	disgust	0.211
donkey	গাধা	disgust	0.211
unhappy	অসুখী	disgust	0.211
indifference	অযত্ন	disgust	0.203
rave	আমোদ	disgust	0.203
birch	বার্চ	disgust	0.203
hood	ঘোমটা	disgust	0.203
desert	মরুভূমি	disgust	0.203
owing	করিতে হইবে এমন	disgust	0.203
gnome	সূক্ত	disgust	0.203
awkwardness	জবুথবুভাব	disgust	0.203
inconvenient	অসুবিধাজনক	disgust	0.203
dandy	সপ্রতিভ	disgust	0.203
speck	কণিকা	disgust	0.203
fleece	ভেড়ার লোম	disgust	0.195
howl	গর্জন	disgust	0.195
monochrome	একবর্ণ	disgust	0.195
airs	চালিয়াতি	disgust	0.195
gelatin	সিরিশ-আঠা	disgust	0.195
misguided	বিপথে চালিত	disgust	0.195
morals	সুনীতি	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	কীর্তি	disgust	0.188
avoid	এড়াতে	disgust	0.188
stalemate	অচল অবস্থা	disgust	0.188
lush	মদ্যপ	disgust	0.188
gent	সজ্জন	disgust	0.188
lesser	ক্ষুদ্রতর	disgust	0.188
sunk	নিমগ্ন	disgust	0.180
nose	নাক	disgust	0.180
claimant	দাবিদার	disgust	0.180
laughable	হাস্যকর	disgust	0.180
possession	দখল	disgust	0.180
larger	বৃহত্তর	disgust	0.164
hoot	পেঁচার ডাক	disgust	0.164
mouthful	একগাল	disgust	0.164
thrift	মিতব্যয়িতা	disgust	0.164
pregnancy	গর্ভাবস্থা	disgust	0.164
undoubted	সন্দেহাতীত	disgust	0.164
clamor	গোলমাল	disgust	0.156
misplace	অস্থান করা	disgust	0.156
sentence	বাক্য	disgust	0.156
parrot	তোতাপাখি	disgust	0.156
obliging	উপকারেচ্ছু	disgust	0.156
nameless	নামহীন	disgust	0.148
bummer	অকর্মা	disgust	0.148
feeling	অনুভূতি	disgust	0.141
elf	পরী	disgust	0.141
excellence	শ্রেষ্ঠত্ব	disgust	0.141
turn	পালা	disgust	0.133
gray	ধূসর	disgust	0.133
asymmetry	অপ্রতিসাম্য	disgust	0.133
clumsy	কদাকার	disgust	0.133
stall	থামা	disgust	0.133
bran	তুষ	disgust	0.125
finally	পরিশেষে	disgust	0.125
lord	প্রভু	disgust	0.125
boy	ছেলে	disgust	0.117
cove	উপসাগর	disgust	0.117
nurture	শিক্ষাদান	disgust	0.117
savor	গন্ধ	disgust	0.117
lemon	লেবু	disgust	0.109
winning	জয়লাভ	disgust	0.109
powerful	ক্ষমতাশালী	disgust	0.102
glitter	চিক্চিক	disgust	0.094
interior	অভ্যন্তর	disgust	0.086
mind	মন	disgust	0.086
treat	আচরণ করা	disgust	0.078
interested	আগ্রহী	disgust	0.078
abundance	প্রাচুর্য	disgust	0.078
honest	সত্	disgust	0.055
kite	ঘুড়ি	disgust	0.055
humble	নম্র	disgust	0.047
tree	গাছ	disgust	0.039
torture	যন্ত্রণা	fear	0.984
terrorist	সন্ত্রাসবাদী	fear	0.972
horrific	ভয়ঙ্কর	fear	0.969
terrorism	সন্ত্রাসবাদ	fear	0.969
terrorists	সন্ত্রাসীদের	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	বধ	fear	0.962
homicidal	স্বশ্রেণীঘাতী	fear	0.959
annihilate	ধ্বংস করা	fear	0.953
terror	সন্ত্রাস	fear	0.953
murderer	খুনী	fear	0.953
catastrophe	বিপর্যয়কারী ঘটনা	fear	0.953
dying	মরণ	fear	0.948
war	যুদ্ধ	fear	0.942
bombing	বোমাবর্ষণ	fear	0.938
bomb	বোমা	fear	0.935
missiles	মিসাইল	fear	0.934
horror	ভয়	fear	0.923
brutality	পশুত্ব	fear	0.922
bloodthirsty	রক্তপিপাসু	fear	0.922
terrorize	সন্ত্রাসিত করা	fear	0.922
horrified	সন্ত্রাসিত	fear	0.922
murderous	খুনী	fear	0.920
massacre	হত্যাকাণ্ড	fear	0.911
assassinate	গুপ্তহত্যা করা	fear	0.906
horrifying	ভয়াবহ	fear	0.906
fatality	নশ্বরতা	fear	0.906
murder	হত্যা	fear	0.906
mutilation	অঙ্গহানি	fear	0.906
terrifying	আতঙ্কজনক	fear	0.906
devastation	বিধ্বংস	fear	0.906
holocaust	ব্যাপক হত্যাকাণ্ড	fear	0.906
horrors	আতঙ্ক	fear	0.906
killing	হত্যা	fear	0.906
demon	দৈত্য	fear	0.906
terrified	আতঙ্কগ্রস্ত	fear	0.906
suicidal	আত্মঘাতী	fear	0.898
kidnap	অপহরণ	fear	0.891
slaughter	বধ	fear	0.891
assault	লাঞ্ছনা	fear	0.891
crucifixion	ক্রুশারোহণ	fear	0.891
doomed	দণ্ডপ্রাপ্ত	fear	0.888
poisoned	বিষ	fear	0.886
suicide	আত্মহত্যা	fear	0.879
explosion	বিস্ফোরণ	fear	0.879
dismemberment	বিভাজন	fear	0.875
slaughtering	জবাই	fear	0.875
disastrous	সর্বনাশা	fear	0.875
deadly	মারাত্মক	fear	0.875
annihilation	নাশ	fear	0.875
disaster	বিপর্যয়	fear	0.875
threatening	শাসানি	fear	0.875
suffocation	দমবন্ধ হয়ে	fear	0.875
assassin	গুপ্তঘাতক	fear	0.875
savagery	বর্বরতার	fear	0.875
rape	ধর্ষণ	fear	0.870
hell	জাহান্নাম	fear	0.860
anthrax	পশুরোগবিশেষ	fear	0.859
explosive	বিস্ফোরক	fear	0.859
warfare	যুদ্ধবিগ্রহ	fear	0.859
